ArtDerFestlegung_schluessel,ArtDerFestlegung_bezeichnung,AAA-Beschreibung,alias,StelleZustaendigeDienststelle,Name
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60125,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60154,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60160,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60164,80080,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60185,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60189,93800,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60192,,Stichkanal-Mulde
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60205,84350,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60210,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60216,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60228,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60235,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60242,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60246,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60249,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60255,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60257,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60258,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60261,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60268,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60270,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60273,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60280,80088,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60300,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60306,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60314,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60315,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60334,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60339,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60349,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60351,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60358,80088,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60359,93800,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60367,,Pretoria
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60368,84601,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60384,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60390,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60392,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60394,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60395,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60407,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60409,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60411,84421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60414,,Dahmshof
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60416,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60419,80088,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60420,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60421,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60423,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60427,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60430,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60436,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60437,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60438,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60439,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60440,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60456,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60460,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60465,84350,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60489,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60493,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60496,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60497,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60502,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60506,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60509,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60515,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60518,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60519,84601,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60521,84421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60527,,Gute Hoffnung
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60537,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60542,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60549,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60559,84421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60571,,Treseburg
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60580,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60599,84422,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60610,,Olympia zur
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60611,,Olympia zur
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60622,80088,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60627,,Habsburger Ufer
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60628,,Habsburger Ufer
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60629,,Habsburger Ufer
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60631,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60637,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60641,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60642,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60646,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60647,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60654,84421,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60661,,Heideschlößchen
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60662,,Heideschlößchen
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60663,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60672,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60678,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60688,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60691,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60695,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60702,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60705,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60731,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60732,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60736,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60747,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60758,80088,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60777,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60779,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60781,93800,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60784,,Gemütlichkeit
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60800,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60808,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60810,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60812,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60815,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60817,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60823,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60826,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60833,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60835,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60838,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60840,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60845,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60851,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60855,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60857,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60863,80088,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60874,,Pascalstraße
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60875,,Pascalstraße
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60892,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60899,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60902,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60908,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60909,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60920,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60941,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__60946,84422,
4200,Bundeskleingartengesetz,AX_SonstigesRecht,F8__60970,,Dahmshof
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61014,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61017,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61020,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61025,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61057,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61116,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61144,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61149,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61152,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61165,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61185,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61200,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61212,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61225,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61236,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61246,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61252,84371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61256,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61262,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61278,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61285,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61313,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61325,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61335,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61353,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61355,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61385,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61391,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61448,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61496,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61523,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61547,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61549,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61602,84371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61607,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61611,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61615,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61625,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61627,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61635,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61648,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61671,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61682,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61699,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61713,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61717,84405,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61740,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61743,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61767,84422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61798,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61804,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61809,80088,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61824,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61835,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61870,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__61886,84421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__103999,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104007,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104010,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104012,81450,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104017,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104018,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104019,80080,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104023,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104034,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104036,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104041,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104042,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104048,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104066,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104069,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104070,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104072,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104082,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104084,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104086,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104087,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104089,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104098,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104100,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104102,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104103,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104111,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104112,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104114,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104115,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104119,81381,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104122,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104141,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104142,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104146,81381,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104150,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104163,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104164,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104167,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104168,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104170,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104172,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104173,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104177,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104180,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104182,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104184,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104186,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104187,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104188,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104191,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104195,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104199,81373,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104202,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104208,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104213,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104216,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104219,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104229,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104230,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104234,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104235,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104237,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104239,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104240,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104244,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104250,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104259,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104265,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104269,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104272,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104274,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104275,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104277,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104279,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104284,81405,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104285,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104291,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104296,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104297,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104299,81601,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104300,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104308,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104311,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104314,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104318,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104319,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104325,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104327,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104329,93850,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104330,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104334,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104335,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104336,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104338,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104339,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104341,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104343,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104352,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104354,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104356,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104359,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104362,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104364,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104365,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104366,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104374,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104379,81406,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104380,81406,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104383,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104388,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104391,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104394,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104396,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104399,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104404,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104405,81406,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104406,81601,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104407,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104409,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104413,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104423,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104424,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104435,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104440,81405,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104443,81405,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104445,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104447,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104448,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104452,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104455,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104459,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104464,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104465,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104466,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104477,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104479,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104480,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104481,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104494,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104495,81371,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104498,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104500,81422,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104509,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104514,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104515,80080,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104516,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104518,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104520,81370,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104524,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104541,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104545,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104548,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104557,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104562,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104572,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104573,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104579,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104583,93800,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104588,81421,
5200,Landesgrundbesitzkataster,AX_SonstigesRecht,F8__104589,81421,
