ArtDerFestlegung_schluessel,ArtDerFestlegung_bezeichnung,AAA-Beschreibung,alias
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91262
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91270
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91272
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91277
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91278
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91279
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91280
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91291
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91292
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91299
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91301
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91317
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91318
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91319
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91320
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91325
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91326
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91327
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91332
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91336
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91342
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91343
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91344
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91346
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91358
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91359
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91365
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91366
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91367
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91371
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91372
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91373
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91374
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91382
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91383
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91384
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91386
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91387
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91388
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91389
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91390
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91391
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91394
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91396
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91397
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91398
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91401
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91402
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91403
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91404
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91405
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91406
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91409
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91412
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91416
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91417
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91418
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91419
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91420
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91421
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91428
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91429
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91430
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91431
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91439
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91446
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91447
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91448
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91449
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91450
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91451
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91452
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91459
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91464
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91466
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91467
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91468
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91477
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91478
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91479
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91484
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91485
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91494
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91495
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91517
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91530
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91537
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91542
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91543
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91544
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91545
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91552
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91553
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91555
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91556
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91557
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91558
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91559
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91560
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91561
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91562
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91563
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91565
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91566
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91567
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91571
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91572
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91573
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91576
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91577
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91578
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91584
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91589
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91590
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91591
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91592
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91593
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91596
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91597
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91598
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91600
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91604
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91609
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91612
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91613
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91617
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91638
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91643
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91652
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91665
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91666
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91667
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91670
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91671
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91672
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91673
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91675
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91676
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91678
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91679
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91680
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91681
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91682
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91683
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91684
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91685
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91686
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91687
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91688
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91691
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91692
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91693
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91694
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91695
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91699
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91701
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91702
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91703
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91707
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91709
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91712
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91713
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91714
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91722
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91741
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91744
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91749
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91750
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91751
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91752
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91755
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91756
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91757
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91762
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91766
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91769
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91774
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91778
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91779
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91783
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91784
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91785
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91786
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91788
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91793
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91794
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91795
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91802
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91806
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91809
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91810
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91814
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91815
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91816
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91820
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91822
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91823
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91829
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91839
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91847
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91854
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91855
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91856
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91863
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91864
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91865
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91867
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91868
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91869
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91873
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91885
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91888
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91899
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91901
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91903
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91912
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91914
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91918
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91930
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91935
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91936
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91937
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91938
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91939
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91942
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91947
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91948
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91949
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91950
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91958
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91959
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91960
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91961
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91966
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91968
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91969
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91972
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91973
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91974
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91976
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91977
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91981
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__91982
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__91983
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91984
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91991
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91992
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91993
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91995
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__91996
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92002
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92008
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92009
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92019
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92022
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92023
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92024
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92025
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92032
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92033
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92034
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92035
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92036
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92041
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92042
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92051
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92053
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92054
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92055
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92058
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92061
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92062
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92066
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92070
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92071
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92072
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92094
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92095
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92096
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92101
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92102
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92103
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92106
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92107
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92108
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92109
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92110
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92111
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92112
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92113
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92114
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92117
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92118
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92119
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92123
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92135
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92136
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92137
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92140
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92143
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92151
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92152
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92153
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92163
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92164
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92165
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92169
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92170
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92171
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92177
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92178
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92179
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92182
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92183
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92184
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92185
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92186
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92187
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92189
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92194
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92195
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92196
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92203
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92205
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92206
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92207
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92211
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92212
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92213
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92230
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92240
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92241
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92242
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92243
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92244
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92245
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92260
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92264
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92265
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92266
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92267
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92269
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92270
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92271
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92273
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92274
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92275
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92276
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__92288
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__92289
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__92290
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93657
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__93658
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__93659
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93691
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93709
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93711
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93714
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93731
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93732
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93756
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__93757
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__93758
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93761
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__93789
