ArtDerFestlegung_schluessel,ArtDerFestlegung_bezeichnung,AAA-Beschreibung,alias
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98245
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98246
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98260
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98261
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98262
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98267
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98270
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98271
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98273
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98274
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98275
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98278
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98279
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98280
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98299
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98300
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98301
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98302
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98308
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98312
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98321
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98327
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98338
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98339
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98340
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98342
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98360
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98373
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98374
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98378
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98383
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98392
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98393
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98398
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98399
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98402
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98404
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98410
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98413
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98431
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98434
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98438
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98439
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98440
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98441
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98447
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98452
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98453
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98454
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98456
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98464
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98476
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98477
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98478
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98484
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98491
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98492
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98516
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98517
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98533
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98536
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98537
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98538
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98539
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98540
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98541
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98546
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98547
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98549
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98553
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98555
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98556
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98557
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98558
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98559
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98560
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98564
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98571
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98589
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98590
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98591
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98597
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98605
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98606
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98608
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98609
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98610
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98611
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98612
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98613
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98621
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98623
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98625
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98627
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98632
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98652
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98660
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98663
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98678
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98683
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98716
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98724
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98727
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98747
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98748
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98749
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98750
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98751
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98765
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98771
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98772
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98775
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98776
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98777
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98787
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98788
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98789
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98798
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98799
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98800
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98801
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98832
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98840
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98841
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98842
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98844
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98845
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98846
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98852
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98890
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98891
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98895
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98896
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98897
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98898
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98908
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98909
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98910
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98917
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98927
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98929
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98932
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98944
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98949
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98958
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98962
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98971
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98972
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98973
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98974
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__98975
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__98976
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__98991
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99000
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99001
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99002
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99006
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99007
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99008
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99019
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99026
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99034
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99045
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99046
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99053
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99054
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99055
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99062
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99063
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99080
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99081
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99082
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99090
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99091
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99096
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99100
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99101
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99102
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99106
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99109
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99113
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99115
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99121
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99128
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99129
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99130
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99134
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99137
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99138
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99139
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99141
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99142
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99143
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99158
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99172
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99198
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99199
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99200
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99201
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99202
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99212
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99213
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99214
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99215
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99223
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99239
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99241
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99243
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99247
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99249
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99260
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99279
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99293
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99300
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99301
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99302
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99304
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99305
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99306
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99307
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99320
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99321
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99322
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99335
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99336
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99337
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99341
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99342
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99343
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99345
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99353
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99354
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99355
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99358
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99359
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99360
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99376
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99377
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99385
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99395
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99403
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99404
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99408
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99409
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99410
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99415
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99427
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99442
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99443
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99444
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99449
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99450
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99451
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99459
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99460
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99461
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99462
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99468
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99481
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99482
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99483
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99486
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99489
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99508
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99527
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99528
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99532
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99537
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99542
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99543
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99544
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99557
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99564
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99572
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99585
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99589
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99590
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99591
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99606
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99618
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99619
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99620
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99624
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99625
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99626
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99636
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99642
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99648
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99649
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99650
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99653
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99661
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99675
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99676
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99677
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99679
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99680
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99700
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99701
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99702
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99707
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99708
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99709
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99713
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99714
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99718
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99723
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99762
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99788
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99789
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99790
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99791
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99803
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99804
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99805
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99806
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99807
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99809
7003,Grenze der Gemarkung,AX_BesondereFlurstuecksgrenze,F9__99810
7106,Grenze der Gemeinde,AX_BesondereFlurstuecksgrenze,F9__99811
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99812
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99816
3000,Grenze der Flur,AX_BesondereFlurstuecksgrenze,F9__99846
