ID_ORIG,NAME,LAENGE,DTV,SLKW,LLKW,BUS,KRAD,N_BETROF,EM_NOX,EM_PM10,EM_PM25,GNO2_M,GPM10_M,GPM25_M,MB5_EMNOX,MB5_EM_PM1,MB5_EMPM25,MB5_GNO2,MB5_GPM10,MB5_GPM25,alias
984,Kaiserin-Augusta-Allee,91.55,15172,577,1199,46,212,102,4.59,1.06,0.61,22.27,27.83,18.29,-35.09,-6.67,-11.07,-22.01,-1.09,-1.81,856
985,Beusselstr.,146.12,20295,670,1603,649,284,134,6.72,1.19,0.69,27.38,29.46,19.25,-36.56,-7.56,-12.33,-24.59,-1.49,-2.43,857
986,Beusselstr.,78.62,20295,670,1603,649,284,25,6.72,1.19,0.69,19.2,26.19,17.34,-36.56,-7.56,-12.33,-20.29,-0.66,-1.17,858
987,Beusselstr.,93.01,21918,723,1732,658,307,88,7.15,1.28,0.74,28.46,29.97,19.54,-36.43,-7.58,-12.36,-24.91,-1.62,-2.62,859
988,Beusselstr.,78.33,21918,723,1732,658,307,66,7.15,1.28,0.74,24.32,28.22,18.52,-36.43,-7.58,-12.36,-23.61,-1.22,-2.01,860
989,Siemensstr.,200.55,17576,773,1424,70,246,104,5.72,1.56,0.88,23.52,29.33,19.06,-36.07,-5.5,-9.3,-22.86,-1.1,-1.85,861
990,Sickingenstr.,88.22,12236,832,991,12,171,61,4.25,1.03,0.59,21.03,27.54,18.11,-38.22,-6.24,-10.44,-22.26,-0.94,-1.58,862
991,Sickingenstr.,59.92,12236,832,991,12,171,5,4.25,1.03,0.59,16.55,25.14,16.75,-38.22,-6.24,-10.44,-17.42,-0.38,-0.75,863
992,Sickingenstr.,208.6,12236,832,991,12,171,68,4.25,1.03,0.59,19.99,27,17.81,-38.22,-6.24,-10.44,-21.14,-0.78,-1.35,864
993,Siemensstr.,168.52,8000,352,648,72,112,87,2.66,0.6,0.34,19.05,26.44,17.4,-36.28,-6.53,-10.85,-19.9,-0.66,-1.17,865
996,Friedrich-Olbricht-Damm,43.26,4546,473,341,9,45,1,1.86,0.42,0.24,17.98,25.17,16.7,-40.38,-6.24,-10.44,-19.9,-0.62,-1.09,866
997,Friedrich-Olbricht-Damm,102.8,4546,473,341,9,45,7,1.86,0.42,0.24,17.44,25.06,16.64,-40.38,-6.24,-10.44,-19.75,-0.58,-1.03,867
1000,Friedrich-Olbricht-Damm,127,4546,145,341,9,45,34,1.38,0.29,0.17,15.41,24.21,16.2,-33.33,-7.28,-11.9,-17.81,-0.45,-0.83,869
1001,Friedrich-Olbricht-Damm,67.96,4546,145,341,9,45,13,1.38,0.29,0.17,14.97,24.01,16.08,-33.33,-7.28,-11.9,-17.22,-0.38,-0.72,870
1002,Friedrich-Olbricht-Damm,339.65,4546,473,341,9,45,118,1.86,0.42,0.24,16.24,24.59,16.41,-40.38,-6.24,-10.44,-19.18,-0.51,-0.91,871
1003,Friedrich-Olbricht-Damm,25.96,4546,473,341,9,45,2,1.86,0.42,0.24,16.54,24.6,16.41,-40.38,-6.24,-10.44,-18.9,-0.5,-0.91,872
1017,Bachstr.,80.62,14217,270,1123,171,199,61,4.26,0.93,0.53,21.42,26.71,17.65,-33.35,-6.83,-11.27,-20.76,-0.88,-1.53,884
1034,Altonaer Str.,93.91,24124,507,1906,314,338,7,7.42,1.63,0.94,20.18,26.35,17.4,-33.76,-6.74,-11.13,-17.77,-0.54,-1.04,900
1035,Lessingstr.,190.76,21832,437,1616,175,306,76,6.38,1.43,0.82,17.38,25.1,16.7,-32.97,-6.68,-11.05,-16.98,-0.43,-0.83,901
1036,Turmstr.,41.41,9712,194,767,330,136,38,3.41,0.68,0.39,18.25,25.61,16.99,-35.63,-6.66,-11,-18.69,-0.54,-0.98,902
1037,Turmstr.,86.41,9712,194,767,330,136,51,3.41,0.68,0.39,19.93,26.36,17.41,-35.63,-6.66,-11,-19.65,-0.63,-1.15,903
1038,Turmstr.,87.28,9712,194,767,777,136,51,4.62,0.83,0.48,20.72,26.53,17.51,-38.05,-6.13,-10.2,-21.01,-0.67,-1.2,904
1039,Alt-Moabit,97.39,22861,526,1806,343,320,49,7.31,1.61,0.92,19.53,26.31,17.38,-34.22,-6.59,-10.93,-19.06,-0.63,-1.14,905
1040,Brenner Str.,49.09,5658,187,419,17,57,3,1.42,0.26,0.15,17.48,25.8,16.99,-34.31,-8.19,-13.25,-17.05,-0.36,-0.76,906
1041,Siemensstr.,122.27,8162,449,661,73,114,10,2.86,0.65,0.37,19.02,26.75,17.48,-37.42,-6.37,-10.62,-19.25,-0.56,-1.05,907
1042,Siemensstr.,39.01,8162,449,661,73,114,1,2.86,0.65,0.37,17.38,25.98,17.03,-37.42,-6.37,-10.62,-17.23,-0.37,-0.76,908
1043,Quitzowstr.,40.9,6192,341,502,74,87,6,2.14,0.48,0.27,17.19,25.87,16.97,-37.7,-6.48,-10.78,-17.26,-0.37,-0.77,909
1044,Quitzowstr.,74.79,6192,341,502,74,87,34,2.14,0.48,0.27,18.61,26.55,17.37,-37.7,-6.48,-10.78,-19.28,-0.56,-1.05,910
1045,Sylter Str.,151.08,9820,255,737,10,98,49,3.01,0.64,0.37,16.67,25.52,16.77,-32.27,-7.17,-11.74,-18.05,-0.48,-0.89,911
10515,Seestr.,468.12,71982,2807,5687,216,1008,0,26.74,4.86,2.85,15.61,25.72,16.73,-34.61,-8.02,-12.97,-17.04,-0.35,-0.71,9543
10537,Beusselstr.,163.35,39447,1933,3195,552,552,7,15.02,3.29,1.89,19.07,27.24,17.56,-36.37,-6.57,-10.88,-19.97,-0.64,-1.16,9562
10538,Beusselstr.,122.73,39447,1933,3195,552,552,8,15.02,3.29,1.89,20.81,27.83,17.97,-36.37,-6.57,-10.88,-21.95,-0.89,-1.53,9563
10539,Beusselstr.,132.99,39447,1933,3195,552,552,0,15.02,3.29,1.89,17.49,25.41,16.76,-36.37,-6.57,-10.88,-19.19,-0.55,-1,9564
10733,Richard-Wagner-Str.,58.9,7775,132,560,78,78,9,2.27,0.49,0.28,17.16,24.88,16.57,-32.73,-6.69,-11.07,-17.91,-0.41,-0.82,9740
10734,Richard-Wagner-Str.,22.62,7775,132,560,78,78,6,2.27,0.49,0.28,17.65,25.14,16.71,-32.73,-6.69,-11.07,-17.91,-0.43,-0.86,9741
10735,Richard-Wagner-Str.,175.61,7775,132,560,78,78,158,2.27,0.49,0.28,19.82,26.12,17.28,-32.73,-6.69,-11.07,-19.78,-0.7,-1.25,9742
10736,Richard-Wagner-Str.,335.51,7775,132,560,78,78,239,2.27,0.49,0.28,19.89,26.2,17.33,-32.73,-6.69,-11.07,-19.85,-0.7,-1.26,9743
10853,A100,307,31555,1262,2493,32,442,2,7.7,0.91,0.56,16.47,25.16,16.59,-33.74,-13.17,-19.7,-18.17,-0.42,-0.81,9849
10854,A100,300.39,29850,1194,2358,30,418,2,7.28,0.86,0.53,16.43,25.09,16.57,-33.74,-13.16,-19.69,-18.13,-0.42,-0.8,9850
10856,A100,1570.69,40598,2111,3410,41,203,3,6.49,1.17,0.68,15.13,23.91,16.04,-37.6,-9.57,-15.3,-16.4,-0.31,-0.64,9852
