ID_ORIG,NAME,LAENGE,DTV,SLKW,LLKW,BUS,KRAD,N_BETROF,EM_NOX,EM_PM10,EM_PM25,GNO2_M,GPM10_M,GPM25_M,MB4_EMNOX,MB4_EM_PM1,MB4_EMPM25,MB4_GNO2,MB4_GPM10,MB4_GPM25,alias
1913,Ellen-Epstein-Str.,96.81,9019,361,731,72,126,5,4.54,0.71,0.43,22.66,26.02,17.12,0,0,0,0,-3.03,-2.97,1692
1915,,280.02,10201,449,826,163,143,6,5.72,0.87,0.52,20.77,25.47,16.7,0,0,0,0,-2.66,-2.61,1693
1916,,29.23,10201,449,826,163,143,2,5.72,0.87,0.52,33.31,29.98,19.38,0,0,0,0,-2.21,-2.19,1694
1918,Nordufer,312.93,9820,246,737,10,98,12,4.41,0.69,0.42,20.28,27.71,17.36,0,0,0,0,-2.25,-2.3,1695
1925,Friedrich-Krause-Ufer,33.73,10920,131,808,33,109,2,4.22,0.7,0.42,20.68,27.73,18.72,0,0,0,0,-2.85,-2.72,1699
1927,Friedrich-Krause-Ufer,156.48,10920,131,808,33,109,22,4.22,0.7,0.42,20.71,25.2,16.72,0,0,0,0,-3.22,-3.13,1700
1929,Friedrich-Krause-Ufer,43.6,10920,131,808,33,109,2,4.22,0.7,0.42,27.17,29.31,18.57,0,0,0,0,-2.37,-2.41,1702
1930,Friedrich-Krause-Ufer,157.57,10920,131,808,33,109,60,4.22,0.7,0.42,22.47,25.95,17.08,0,0,0,0,-2.73,-2.67,1703
1944,Alt-Moabit,76.82,23855,549,1885,620,334,53,13.02,1.93,1.16,29.93,27.43,18.16,0,0,0,0,-2.54,-2.45,1716
2120,Otto-Suhr-Allee,34.71,32761,688,2588,688,459,7,17.11,2.74,1.64,21.64,24.57,16.43,0,0,0,0,-2.8,-2.67,1881
2121,Otto-Suhr-Allee,267.79,32761,688,2588,688,459,270,17.11,2.74,1.64,36.39,30.05,19.72,0,0,0,0,-2.32,-2.25,1882
4260,A100,199.29,31555,1262,2651,32,158,0,7.56,0.94,0.59,20.5,24.52,16.34,0,0,0,0,-2.25,-2.16,3811
4261,A100,203.81,29850,1194,2507,30,149,0,7.16,0.89,0.56,20.22,24.43,16.29,0,0,0,0,-2.25,-2.15,3812
4479,Goerdelerdammbrücke,23.4,29109,931,2271,437,291,0,15.84,2.34,1.42,23.01,24.9,16.59,0,0,0,0,-2.19,-2.09,4003
4480,Goerdelerdammbrücke,21.9,29109,902,2358,553,408,0,16.5,2.38,1.44,23.08,24.97,16.62,0,0,0,0,-2.19,-2.1,4004
4483,Putlitzstr.,197.71,30664,644,2422,184,429,171,13.32,2.26,1.36,29.73,28.33,18.61,0,0,0,0,-2.6,-2.54,4007
4484,Putlitzstr.,56.68,30664,644,2422,184,429,7,13.32,2.26,1.36,20.58,25.17,16.64,0,0,0,0,-2.7,-2.63,4008
4485,Marchbrücke,68.03,11298,452,893,90,158,0,5.51,0.85,0.51,20.86,24.3,16.27,0,0,0,0,-3.11,-2.97,4009
4525,Ellen-Epstein-Str.,108.93,4689,188,380,75,66,4,2.45,0.35,0.21,21.53,25.66,16.84,0,0,0,0,-2.63,-2.58,4044
4526,Ellen-Epstein-Str.,33.81,4689,188,380,75,66,3,2.45,0.35,0.21,26.08,27.28,17.78,0,0,0,0,-2.42,-2.38,4045
4592,Birkenstr.,108.06,5658,57,419,17,57,76,1.8,0.25,0.15,20.84,24.85,16.52,0,0,0,0,-3.03,-2.93,4104
4594,Birkenstr.,112.4,5658,17,419,17,57,90,1.69,0.23,0.15,21.47,24.98,16.62,0,0,0,0,-3.09,-2.99,4105
5810,Sömmeringstr.,63.71,12364,309,977,532,173,13,7.78,1.07,0.64,22.67,24.75,16.54,0,0,0,0,-2.87,-2.74,5179
5811,Sömmeringstr.,171.51,12364,309,977,532,173,143,7.78,1.07,0.64,30.6,27.23,18.04,0,0,0,0,-2.53,-2.44,5180
5812,Sömmeringstr.,228.96,12364,309,977,532,173,33,7.78,1.07,0.64,21.37,24.39,16.33,0,0,0,0,-2.83,-2.69,5181
5826,Sömmeringstr.,90.7,12513,313,989,526,175,80,7.92,1.11,0.66,27.82,26.38,17.54,0,0,0,0,-2.4,-2.31,5194
5831,Lise-Meitner-Str.,122.45,16841,505,1364,522,236,66,10.37,1.6,0.95,27.61,26.54,17.62,0,0,0,0,-2.44,-2.34,5198
5832,Lise-Meitner-Str.,195.66,16841,505,1364,522,236,37,10.37,1.6,0.95,22.35,24.72,16.53,0,0,0,0,-2.62,-2.5,5199
5833,Gaußstr.,84.96,19432,1477,1574,97,272,1,13.21,2.22,1.31,20.83,24.2,16.22,0,0,0,0,-2.72,-2.59,5200
5834,Gaußstr.,79.46,19432,1477,1574,97,272,22,13.21,2.22,1.31,25.02,25.9,17.22,0,0,0,0,-2.52,-2.42,5201
5835,Gaußstr.,196.69,19432,1477,1574,97,272,5,13.21,2.22,1.31,19.72,24.03,16.11,0,0,0,0,-2.83,-2.69,5202
5836,Lise-Meitner-Str.,83.56,9623,346,779,269,135,33,5.75,0.84,0.5,23.71,25.05,16.75,0,0,0,0,-2.49,-2.38,5203
5837,Lise-Meitner-Str.,174.69,9623,346,779,269,135,22,5.75,0.84,0.5,20.49,24.03,16.13,0,0,0,0,-2.62,-2.49,5204
5917,Otto-Suhr-Allee,350.24,29337,616,2318,704,411,271,15.59,2.39,1.44,32.6,28.37,18.71,0,0,0,0,-2.54,-2.46,5277
5923,Cauerstr.,83.02,16550,348,1307,232,232,19,8,1.33,0.79,23.79,25.24,16.83,0,0,0,0,-2.81,-2.69,5283
5924,Cauerstr.,260.99,16550,348,1307,232,232,204,8,1.33,0.79,32.41,28.62,18.87,0,0,0,0,-2.42,-2.35,5284
5941,Dovestr.,75.89,14600,307,1153,423,204,4,8.16,1.23,0.73,20.41,24.21,16.23,0,0,0,0,-2.82,-2.69,5301
5942,Dovestr.,119.06,14600,307,1153,423,204,125,8.16,1.23,0.73,27.21,26.49,17.6,0,0,0,0,-2.56,-2.46,5302
5943,Dovestr.,122.98,14600,307,1153,423,204,59,8.16,1.23,0.73,23.36,25.22,16.82,0,0,0,0,-2.83,-2.71,5303
5944,Dovestr.,165.71,14600,307,1153,423,204,175,8.16,1.23,0.73,34.32,29.08,19.15,0,0,0,0,-2.36,-2.29,5304
5964,Kaiserin-Augusta-Allee,107.52,15172,531,1199,319,212,111,8.38,1.25,0.75,30.1,27.43,18.17,0,0,0,0,-2.34,-2.26,5321
5965,Kaiserin-Augusta-Allee,113.25,15172,531,1199,319,212,103,8.38,1.25,0.75,28.75,27,17.91,0,0,0,0,-2.41,-2.32,5322
5966,Kaiserin-Augusta-Allee,162.55,15172,531,1199,319,212,16,8.38,1.25,0.75,19.68,24.03,16.11,0,0,0,0,-2.92,-2.77,5323
5992,Huttenstr.,24.87,7308,365,541,365,102,5,5.5,0.74,0.44,20.01,24.1,16.17,0,0,0,0,-2.72,-2.59,5346
5993,Huttenstr.,159.24,7308,365,541,365,102,129,5.5,0.74,0.44,25.91,25.97,17.28,0,0,0,0,-2.56,-2.46,5347
5994,Huttenstr.,24.68,7308,365,541,365,102,5,5.5,0.74,0.44,19.84,24.21,16.24,0,0,0,0,-2.83,-2.69,5348
5995,Huttenstr.,137.26,7308,365,541,365,102,121,5.5,0.74,0.44,26.23,26.2,17.42,0,0,0,0,-2.62,-2.51,5349
6050,Huttenstr.,124.6,7308,190,541,365,102,92,4.92,0.66,0.4,24.5,25.77,17.16,0,0,0,0,-2.83,-2.71,5401
6051,Huttenstr.,94.11,7308,190,541,365,102,91,4.92,0.66,0.4,26.33,26.31,17.48,0,0,0,0,-2.78,-2.67,5402
6153,Otto-Suhr-Allee,35.7,22820,434,1803,685,319,0,12.63,1.84,1.11,22.31,24.62,16.47,0,0,0,0,-2.72,-2.6,5498
6154,Otto-Suhr-Allee,114.23,22820,434,1803,685,319,81,12.63,1.84,1.11,28.97,26.85,17.8,0,0,0,0,-2.64,-2.54,5499
6155,Otto-Suhr-Allee,277.44,22820,434,1803,685,319,199,12.63,1.84,1.11,24.81,25.47,16.99,0,0,0,0,-2.59,-2.48,5500
6186,Str. des 17. Juni,371.5,51847,1089,4096,363,726,0,22.69,3.7,2.24,21.32,24.3,16.29,0,0,0,0,-2.78,-2.65,5529
6275,Marchstr.,20.57,11298,429,893,271,158,0,6.61,1,0.6,20.8,24.29,16.27,0,0,0,0,-2.98,-2.85,5610
6276,Marchstr.,241.6,11298,429,893,271,158,72,6.61,1,0.6,22.22,24.69,16.51,0,0,0,0,-2.86,-2.73,5611
6277,Alt-Moabit,333.83,20123,463,1590,342,282,288,9.97,1.53,0.92,34.03,29.1,19.15,0,0,0,0,-2.69,-2.61,5612
6278,Helmholtzstr.,186.91,19161,402,1514,422,268,155,9.86,1.48,0.89,35.35,29.42,19.37,0,0,0,0,-2.4,-2.33,5613
6279,Helmholtzstr.,64.95,19161,402,1514,422,268,8,9.86,1.48,0.89,21.65,24.67,16.49,0,0,0,0,-2.93,-2.8,5614
6280,Beusselstr.,25.92,16869,624,1333,135,236,5,7.1,0.95,0.58,21.37,24.73,16.54,0,0,0,0,-2.98,-2.85,5615
6281,Beusselstr.,151.35,16869,624,1333,135,236,129,7.1,0.95,0.58,31.64,27.94,18.52,0,0,0,0,-2.67,-2.57,5616
6282,Levetzowstr.,186.02,15428,324,1219,309,216,5,7.73,1.16,0.7,21.73,24.74,16.48,0,0,0,0,-3.58,-3.44,5617
6283,Levetzowstr.,305.54,15428,324,1219,309,216,251,7.73,1.16,0.7,28.01,26.83,17.78,0,0,0,0,-2.96,-2.86,5618
6284,Levetzowstr.,44,15019,315,1187,315,210,7,6.51,0.82,0.51,20.95,24.41,16.33,0,0,0,0,-3.02,-2.89,5619
6285,Levetzowstr.,139.06,15019,315,1187,315,210,133,6.51,0.82,0.51,27.3,26.2,17.44,0,0,0,0,-2.88,-2.77,5620
6286,Levetzowstr.,97.64,15019,315,1187,315,210,74,6.51,0.82,0.51,24.91,25.54,17.02,0,0,0,0,-3.07,-2.95,5621
6287,Turmstr.,169,19561,391,1545,880,274,158,12.43,1.72,1.03,37.49,29.98,19.66,0,0,0,0,-2.62,-2.56,5622
6288,Turmstr.,138.74,19561,391,1545,880,274,123,12.43,1.72,1.03,36.16,29.5,19.36,0,0,0,0,-2.73,-2.67,5623
6289,Beusselbrücke,102.11,36133,1771,2927,578,506,42,22.15,3.65,2.16,27.6,27.35,18.05,0,0,0,0,-2.51,-2.42,5624
6290,Sickingenstr.,238.88,12236,771,991,12,171,166,6.68,1.07,0.64,30.15,28.31,18.65,0,0,0,0,-2.45,-2.37,5625
6295,Saatwinkler Damm,126.49,15965,527,1245,399,160,3,9.78,1.46,0.88,21.4,24.59,16.4,0,0,0,0,-2.17,-2.08,5629
6297,Saatwinkler Damm,65.97,15965,527,1245,399,160,23,9.78,1.46,0.88,27.68,26.9,17.81,0,0,0,0,-1.94,-1.87,5631
6310,Bachstr.,84.14,14296,272,1129,172,200,47,6.55,1.06,0.64,26.52,26.36,17.49,0,0,0,0,-3.11,-3,5642
6311,Bachstr.,150.07,14296,272,1129,172,200,17,6.55,1.06,0.64,23.03,25.12,16.73,0,0,0,0,-3.42,-3.28,5643
6312,Bachstr.,40.85,14296,272,1129,172,200,8,6.55,1.06,0.64,23.14,24.91,16.65,0,0,0,0,-2.71,-2.59,5644
6313,Bachstr.,33.65,14296,272,1129,172,200,2,6.55,1.06,0.64,30.77,27.64,18.3,0,0,0,0,-2.51,-2.42,5645
6314,Bachstr.,110.77,14296,272,1129,172,200,6,6.55,1.06,0.64,35.53,29.52,19.42,0,0,0,0,-2.49,-2.41,5646
6315,Bachstr.,66.68,14296,272,1129,172,200,4,6.55,1.06,0.64,32.69,28.53,18.79,0,0,0,0,-2.87,-2.78,5647
6316,Bachstr.,49.95,14296,272,1129,172,200,4,6.55,1.06,0.64,28.95,27.25,18.01,0,0,0,0,-3.08,-2.98,5648
6322,Str. des 17. Juni,141.95,39107,899,3089,430,547,5,18.22,2.91,1.75,23.65,25.1,16.77,0,0,0,0,-2.67,-2.55,5654
6323,Str. des 17. Juni,753.4,39107,899,3089,430,547,1,18.22,2.91,1.75,20.64,24.2,16.22,0,0,0,0,-2.83,-2.7,5655
6325,Stromstr.,216.82,21832,371,1616,175,306,179,7.99,1.09,0.67,30.22,27.3,18.1,0,0,0,0,-2.96,-2.86,5657
6327,Lessingstr.,25,21832,371,1616,175,306,6,7.99,1.09,0.67,20.13,24.19,16.19,0,0,0,0,-3.18,-3.04,5658
6328,Lessingstr.,162.1,21832,371,1616,175,306,94,7.99,1.09,0.67,22.04,24.73,16.53,0,0,0,0,-3.06,-2.94,5659
6329,Turmstr.,145.9,13243,265,1046,874,185,114,9.78,1.26,0.76,32.64,28.05,18.47,0,0,0,0,-2.93,-2.85,5660
6330,Turmstr.,89.1,13243,265,1046,874,185,33,9.78,1.26,0.76,25.35,25.83,17.14,0,0,0,0,-3.24,-3.14,5661
6331,Alt-Moabit,187.71,21647,498,1710,346,303,89,10.62,1.64,0.99,24.86,25.9,17.2,0,0,0,0,-3.17,-3.06,5662
6336,Siemensstr.,147.13,8162,359,661,73,114,76,3.66,0.48,0.29,21.52,25.18,16.67,0,0,0,0,-2.97,-2.88,5667
7657,Hofjägerallee,472.83,41247,784,3259,742,577,0,20.24,3.15,1.9,20.78,24.24,16.25,0,0,0,0,-2.75,-2.63,6885
7658,Altonaer Str.,148.65,22198,466,1754,311,311,40,10.52,1.64,0.99,22.8,25.01,16.68,0,0,0,0,-3.18,-3.05,6886
7659,Altonaer Str.,283.87,22198,466,1754,311,311,9,10.52,1.64,0.99,21.78,24.55,16.43,0,0,0,0,-2.79,-2.67,6887
7664,Turmstr.,157.73,5119,113,379,363,72,107,2.87,0.26,0.16,23.19,24.81,16.58,0,0,0,0,-2.88,-2.76,6892
7666,Turmstr.,288.58,5119,113,379,363,72,88,2.87,0.26,0.16,23.41,25.04,16.69,0,0,0,0,-3.16,-3.04,6894
7667,Turmstr.,33.46,5119,113,379,363,72,5,2.87,0.26,0.16,20.88,24.38,16.3,0,0,0,0,-3.01,-2.89,6895
7670,Perleberger Str.,69.08,6955,132,549,369,97,10,4.23,0.52,0.31,20.09,24.39,16.28,0,0,0,0,-3.01,-2.89,6898
7671,Perleberger Str.,117.38,6955,132,549,369,97,75,4.23,0.52,0.31,23.72,25.4,16.88,0,0,0,0,-3.22,-3.12,6899
7672,Perleberger Str.,142.42,6955,132,549,369,97,111,4.23,0.52,0.31,24.59,25.61,17.02,0,0,0,0,-2.95,-2.85,6900
7678,Perleberger Str.,68.16,6946,132,549,368,97,13,4.22,0.52,0.31,20.13,24.39,16.28,0,0,0,0,-2.93,-2.81,6906
7679,Perleberger Str.,215.69,6946,132,549,368,97,185,4.22,0.52,0.31,25.87,25.97,17.25,0,0,0,0,-2.69,-2.59,6907
7680,An der Putlitzbrücke,236.24,30664,889,2422,92,429,10,13.64,2.34,1.4,22.32,26.22,17.13,0,0,0,0,-2.56,-2.52,6908
7681,An der Putlitzbrücke,119.88,30664,889,2422,92,429,88,13.64,2.34,1.4,30.51,30.11,19.3,0,0,0,0,-2.14,-2.14,6909
7693,Föhrer Str.,166.1,38250,918,3022,38,536,73,18.06,3.21,1.93,26.54,27.91,18.23,0,0,0,0,-2.54,-2.5,6919
7694,Föhrer Str.,94.6,38250,918,3022,38,536,67,18.06,3.21,1.93,33.84,30.71,20.01,0,0,0,0,-2.35,-2.33,6920
880,Otto-Suhr-Allee,161.43,27686,637,2187,692,388,132,14.95,2.23,1.34,28.37,26.75,17.75,0,0,0,0,-2.58,-2.48,763
895,Mierendorffplatz,77.06,11319,294,894,317,158,25,6.14,0.87,0.52,21.22,24.28,16.28,0,0,0,0,-2.65,-2.53,777
896,Lise-Meitner-Str.,48.92,9623,346,779,38,135,0,4.51,0.73,0.44,20.84,24.04,16.14,0,0,0,0,-2.67,-2.54,778
900,Olbersstr.,69.25,3022,151,224,511,42,36,3.86,0.4,0.23,20.97,24.04,16.13,0,0,0,0,-2.56,-2.43,782
904,Kaiserin-Augusta-Allee,218.22,14307,501,1130,315,200,222,7.95,1.18,0.71,31.01,27.67,18.32,0,0,0,0,-2.29,-2.21,785
924,Leibnizstr.,236.35,14074,211,1041,239,197,199,6.63,1.05,0.63,30.65,27.63,18.27,0,0,0,0,-2.6,-2.51,803
925,Leibnizstr.,30.16,14074,211,1041,239,197,2,6.63,1.05,0.63,22.27,24.7,16.51,0,0,0,0,-2.9,-2.77,804
931,Cauerstr.,142.34,14600,307,1153,234,204,140,6.12,0.82,0.5,34.77,28.63,18.95,0,0,0,0,-2.41,-2.32,808
932,Kaiserin-Augusta-Allee,128.7,15172,577,1199,46,212,94,7.07,1.14,0.68,24.41,25.81,17.2,0,0,0,0,-2.66,-2.54,809
934,Neues Ufer,73.83,7308,234,541,95,102,25,3.63,0.56,0.33,20.69,24.33,16.3,0,0,0,0,-2.77,-2.63,810
936,Sickingenstr.,74.31,12236,832,991,24,171,26,6.94,1.11,0.66,24.79,25.85,17.21,0,0,0,0,-2.65,-2.54,811
937,Sickingenstr.,78.66,12236,832,991,24,171,53,6.94,1.11,0.66,28.34,27.29,18.08,0,0,0,0,-2.48,-2.38,812
938,Sickingenstr.,59.85,12236,832,991,12,171,40,6.88,1.1,0.66,27.41,27.03,17.93,0,0,0,0,-2.51,-2.41,813
939,Sickingenstr.,94.77,12236,832,991,12,171,7,6.88,1.1,0.66,24.46,26.01,17.31,0,0,0,0,-2.79,-2.67,814
956,Marchstr.,150.94,11298,362,893,271,158,110,6.17,0.89,0.54,22.64,24.74,16.55,0,0,0,0,-2.62,-2.5,829
962,Franklinstr.,206.55,11298,452,893,90,158,164,5.7,0.92,0.55,24.9,25.84,17.2,0,0,0,0,-2.71,-2.61,835
963,Franklinstr.,164.35,11298,452,893,90,158,163,5.7,0.92,0.55,26.2,26.35,17.51,0,0,0,0,-2.7,-2.6,836
964,Franklinstr.,35.63,11298,452,893,90,158,1,5.7,0.92,0.55,20.95,24.46,16.36,0,0,0,0,-3.02,-2.89,837
965,Franklinstr.,134.46,11298,452,893,90,158,54,5.7,0.92,0.55,23.71,25.43,16.94,0,0,0,0,-2.93,-2.81,838
966,Gotzkowskystr.,93.22,37609,865,2971,639,527,90,18.62,2.85,1.72,29.21,27.28,18.07,0,0,0,0,-2.7,-2.61,839
967,Gotzkowskystr.,182.64,7944,191,588,373,111,167,4.44,0.51,0.31,28.76,26.55,17.64,0,0,0,0,-2.84,-2.73,840
968,Gotzkowskybrücke,105.93,28613,486,2260,429,401,19,13.34,2.08,1.26,20.83,24.45,16.36,0,0,0,0,-2.98,-2.85,841
969,Kaiserin-Augusta-Allee,118.91,15172,577,1199,46,212,23,7.07,1.14,0.68,21.69,24.84,16.6,0,0,0,0,-2.98,-2.85,842
970,Kaiserin-Augusta-Allee,79.44,15172,577,1199,46,212,35,7.07,1.14,0.68,25.74,26.34,17.51,0,0,0,0,-2.77,-2.66,843
971,Kaiserin-Augusta-Allee,73.93,15172,577,1199,46,212,17,7.07,1.14,0.68,21.27,24.79,16.57,0,0,0,0,-2.97,-2.83,844
973,Beusselstr.,132.15,16869,574,1333,135,236,134,6.96,0.93,0.57,32.58,28.14,18.65,0,0,0,0,-2.6,-2.5,845
974,Alt-Moabit,147.61,29102,989,2299,175,407,155,13.86,2.29,1.37,45.2,34.35,22.31,0,0,0,0,-2.1,-2.06,846
975,Huttenstr.,279.33,7308,190,541,365,102,235,4.92,0.66,0.4,25.1,25.94,17.27,0,0,0,0,-2.76,-2.64,847
976,Huttenstr.,76.79,7308,190,541,365,102,19,4.92,0.66,0.4,20.31,24.48,16.4,0,0,0,0,-2.91,-2.77,848
977,Turmstr.,94.66,11617,232,918,860,163,58,8.6,1.04,0.63,28.63,26.8,17.77,0,0,0,0,-2.93,-2.82,849
978,Beusselstr.,23.65,20295,670,1603,649,284,5,10.59,1.29,0.79,21.85,24.9,16.64,0,0,0,0,-3,-2.87,850
979,Beusselstr.,142.9,20295,670,1603,649,284,134,10.59,1.29,0.79,37.71,29.55,19.49,0,0,0,0,-2.52,-2.43,851
980,Gotzkowskystr.,149.57,7944,95,588,373,111,125,4.17,0.48,0.29,28.43,26.54,17.64,0,0,0,0,-2.92,-2.81,852
981,Kaiserin-Augusta-Allee,41,15172,577,1199,46,212,11,7.07,1.14,0.68,21.09,24.72,16.54,0,0,0,0,-2.89,-2.76,853
982,Kaiserin-Augusta-Allee,48.66,15172,577,1199,46,212,12,7.07,1.14,0.68,20.67,24.54,16.43,0,0,0,0,-2.84,-2.7,854
983,Kaiserin-Augusta-Allee,176.42,15172,577,1199,46,212,121,7.07,1.14,0.68,26.58,26.69,17.73,0,0,0,0,-2.65,-2.54,855
984,Kaiserin-Augusta-Allee,91.55,15172,577,1199,46,212,102,7.07,1.14,0.68,28.56,27.42,18.17,0,0,0,0,-2.52,-2.42,856
985,Beusselstr.,146.12,20295,670,1603,649,284,134,10.59,1.29,0.79,36.31,29.15,19.25,0,0,0,0,-2.52,-2.43,857
986,Beusselstr.,78.62,20295,670,1603,649,284,25,10.59,1.29,0.79,24.09,25.6,17.06,0,0,0,0,-2.88,-2.76,858
987,Beusselstr.,93.01,21918,723,1732,658,307,88,11.25,1.38,0.85,37.91,29.73,19.6,0,0,0,0,-2.39,-2.31,859
988,Beusselstr.,78.33,21918,723,1732,658,307,66,11.25,1.38,0.85,31.85,27.85,18.43,0,0,0,0,-2.53,-2.44,860
989,Siemensstr.,200.55,17576,773,1424,70,246,104,8.95,1.65,0.97,30.49,28.92,18.95,0,0,0,0,-2.46,-2.39,861
990,Sickingenstr.,88.22,12236,832,991,12,171,61,6.88,1.1,0.66,27.05,27.1,17.95,0,0,0,0,-2.54,-2.44,862
991,Sickingenstr.,59.92,12236,832,991,12,171,5,6.88,1.1,0.66,20.05,24.5,16.41,0,0,0,0,-2.92,-2.77,863
992,Sickingenstr.,208.6,12236,832,991,12,171,68,6.88,1.1,0.66,25.35,26.46,17.58,0,0,0,0,-2.75,-2.63,864
993,Siemensstr.,168.52,8000,352,648,72,112,87,4.18,0.64,0.38,23.79,25.87,17.13,0,0,0,0,-2.8,-2.71,865
996,Friedrich-Olbricht-Damm,43.26,4546,473,341,9,45,1,3.12,0.45,0.27,22.46,24.78,16.53,0,0,0,0,-2.17,-2.08,866
997,Friedrich-Olbricht-Damm,102.8,4546,473,341,9,45,7,3.12,0.45,0.27,21.74,24.66,16.47,0,0,0,0,-2.17,-2.08,867
1000,Friedrich-Olbricht-Damm,127,4546,145,341,9,45,34,2.08,0.31,0.19,18.75,23.81,16.01,0,0,0,0,-2.1,-1.99,869
1001,Friedrich-Olbricht-Damm,67.96,4546,145,341,9,45,13,2.08,0.31,0.19,18.09,23.58,15.87,0,0,0,0,-2.14,-2.03,870
1002,Friedrich-Olbricht-Damm,339.65,4546,473,341,9,45,118,3.12,0.45,0.27,20.1,24.18,16.22,0,0,0,0,-2.14,-2.04,871
1003,Friedrich-Olbricht-Damm,25.96,4546,473,341,9,45,2,3.12,0.45,0.27,20.4,24.18,16.21,0,0,0,0,-2.2,-2.1,872
1017,Bachstr.,80.62,14217,270,1123,171,199,61,6.39,1,0.6,27.04,26.28,17.5,0,0,0,0,-2.47,-2.37,884
1034,Altonaer Str.,93.91,24124,507,1906,314,338,7,11.21,1.74,1.05,24.54,25.59,17.01,0,0,0,0,-3.4,-3.28,900
1035,Lessingstr.,190.76,21832,437,1616,175,306,76,9.52,1.53,0.92,20.94,24.44,16.35,0,0,0,0,-3.02,-2.9,901
1036,Turmstr.,41.41,9712,194,767,330,136,38,5.3,0.73,0.44,22.45,24.97,16.65,0,0,0,0,-3.03,-2.92,902
1037,Turmstr.,86.41,9712,194,767,330,136,51,5.3,0.73,0.44,24.81,25.69,17.07,0,0,0,0,-3.17,-3.06,903
1038,Turmstr.,87.28,9712,194,767,777,136,51,7.45,0.89,0.53,26.23,25.89,17.2,0,0,0,0,-3.07,-2.97,904
1039,Alt-Moabit,97.39,22861,526,1806,343,320,49,11.11,1.72,1.04,24.13,25.64,17.04,0,0,0,0,-3.17,-3.06,905
1040,Brenner Str.,49.09,5658,187,419,17,57,3,2.16,0.29,0.18,21.07,25.07,16.59,0,0,0,0,-3.16,-3.07,906
1041,Siemensstr.,122.27,8162,449,661,73,114,10,4.57,0.7,0.42,23.56,26.13,17.17,0,0,0,0,-2.87,-2.8,907
