StandortNr,Kennzeich,NameNr,Art_Dtsch,Art_Bot,Gattung,ALK_Nr4st,StrName,HausNr,Pflanzjahr,Standalter,KroneDurch,Stammumfg,BaumHoehe,BEZIRK,Eigentuemer,alias,Zusatz
9/1,20207,Wilhelmshavener Straße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,19,Wilhelmshavener Straße,9,1987,29,6.5,50,9,Mitte,Land Berlin,F3__945284,
40/1,20203,Emdener Straße,SÄULEN-WEISS-DORN,CRATAEGUS MONOGYNA STRICTA',CRATAEGUS,158,Emdener Straße,40,2013,3,2,24,5,Mitte,Land Berlin,F3__945285,
50/9,20229,Siemensstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,120,Siemensstraße,50,2003,13,1.5,22,5.5,Mitte,Land Berlin,F3__945286,
34ggü/1,20202,Waldstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,46,Waldstraße,34,1989,27,8,49,10,Mitte,Land Berlin,F3__945287,ggü
30ggü/1,20202,Waldstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,40,Waldstraße,30,1960,56,10,125,18,Mitte,Land Berlin,F3__945288,ggü
62/1,20207,Wilhelmshavener Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,152,Wilhelmshavener Straße,62,2003,13,2,25,6,Mitte,Land Berlin,F3__945295,
23-24/8,20202,Waldstraße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,33,Waldstraße,23,1986,30,6.5,55,13,Mitte,Land Berlin,F3__945296,-24
29/1,20202,Waldstraße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,277,Waldstraße,29,2013,3,2,24,5,Mitte,Land Berlin,F3__945297,
29/2,20202,Waldstraße,,PRUNUS SERRULATA PINK PERFECTION",PRUNUS,278,Waldstraße,29,2013,3,2,24,5,Mitte,Land Berlin,F3__945298,
26ggü/2,20202,Waldstraße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,114,Waldstraße,26,1989,27,7,60,12,Mitte,Land Berlin,F3__945299,ggü
41ggü/8,20206,Bremer Straße,HOLLÄNDISCHE LINDE,TILIA INTERMEDIA,TILIA,56,Bremer Straße,41,1984,32,4,72,6.5,Mitte,Land Berlin,F3__945306,ggü
36/1,20207,Wilhelmshavener Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,63,Wilhelmshavener Straße,36,1990,26,4,40,7,Mitte,Land Berlin,F3__945307,
33/2,20207,Wilhelmshavener Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,58,Wilhelmshavener Straße,33,1984,32,6,60,8.5,Mitte,Land Berlin,F3__945308,
50/5,20229,Siemensstraße,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,81,Siemensstraße,50,1960,56,10,120,14,Mitte,Land Berlin,F3__945309,
3/1,20229,Siemensstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,4,Siemensstraße,3,1985,31,10,75,15,Mitte,Land Berlin,F3__945310,
23-24/5,20202,Waldstraße,ZIERKIRSCHE SPIRE',PRUNUS HILLIERI SPIRE',PRUNUS,242,Waldstraße,23,2007,9,2,24,6,Mitte,Land Berlin,F3__945311,-24
19/1,20226,Beusselstraße II,SPITZ-AHORN,ACER PLATANOIDES,ACER,22,Beusselstraße,19,1990,26,7,72,9,Mitte,Land Berlin,F3__945312,021
18/3,20226,Beusselstraße II,GEWÖHNLICHE ESCHE,FRAXINUS EXCELSIOR,FRAXINUS,21,Beusselstraße,18,1964,52,13,120,13,Mitte,Land Berlin,F3__945313,020
18/1,20495,Berlichingenstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,23,Berlichingenstraße,18,1998,18,4.5,70,7.5,Mitte,Land Berlin,F3__945314,023
16-17/3,20495,Berlichingenstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,22,Berlichingenstraße,16,1998,18,4.5,65,8,Mitte,Land Berlin,F3__945315,-17
68/1,20207,Wilhelmshavener Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,130,Wilhelmshavener Straße,68,1993,23,4,30,6,Mitte,Land Berlin,F3__945316,
25/1,20214,Elberfelder Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,41,Elberfelder Straße,25,1988,28,7,50,11,Mitte,Land Berlin,F3__945317,
21/2,20235,Wittstocker Straße,ZIERAPFEL EVERESTE',MALUS EVERESTE',MALUS,42,Wittstocker Straße,21,2013,3,2,24,5,Mitte,Land Berlin,F3__945318,
9/1,20235,Wittstocker Straße,KATSURABAUM KUCHENBAUM,CERCIDIPHYLLUM JAPONICUM,CERCIDIPHYLLUM,45,Wittstocker Straße,9,2013,3,2,24,5,Mitte,Land Berlin,F3__945319,
8/2,20495,Berlichingenstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,12,Berlichingenstraße,8,1998,18,4,53,6,Mitte,Land Berlin,F3__945320,012
1a/2,20495,Berlichingenstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,4,Berlichingenstraße,1,1998,18,3,42,6,Mitte,Land Berlin,F3__945321,a
45/1,20205,Bredowstraße,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,CARPINUS,117,Bredowstraße,45,1983,33,9,90,14,Mitte,Land Berlin,F3__945322,
46/7,20205,Bredowstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,125,Bredowstraße,46,1999,17,2.5,79,5,Mitte,Land Berlin,F3__945323,
2c/3,20207,Wilhelmshavener Straße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,9,Wilhelmshavener Straße,2,1975,41,9,80,12,Mitte,Land Berlin,F3__945324,c
69/1,20207,Wilhelmshavener Straße,SÄULEN-WEISS-DORN,CRATAEGUS MONOGYNA STRICTA',CRATAEGUS,163,Wilhelmshavener Straße,69,2013,3,2,24,5,Mitte,Land Berlin,F3__945325,
6ggü/3,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,116,Levetzowstraße,6,1966,50,9,115,13,Mitte,Land Berlin,F3__945326,ggü
21ggü/6,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,52,Levetzowstraße,21,1978,38,7,75,11,Mitte,Land Berlin,F3__945327,ggü
21ggü/4,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,50,Levetzowstraße,21,1950,66,14,180,18,Mitte,Land Berlin,F3__945328,ggü
20ggü/2,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,44,Levetzowstraße,20,1955,61,10,150,14,Mitte,Land Berlin,F3__945329,ggü
6/2,20433,Levetzowstr. -doppelt-,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,7,Levetzowstraße,6,1970,46,16,130,17,Mitte,Land Berlin,F3__945330,
8/1,20215,Jagowstraße,WINTER-LINDE,TILIA CORDATA,TILIA,1,Jagowstraße,8,1965,51,11,90,9,Mitte,Land Berlin,F3__945331,007
22ggü/2,20467,Gotzkowskystraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,35,Gotzkowskystraße,22,1975,41,10,80,9,Mitte,Land Berlin,F3__945332,ggü
50/32,20181,Huttenstraße,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,114,Huttenstraße,50,1996,20,5,28,5.5,Mitte,Land Berlin,F3__945333,
50/30,20181,Huttenstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,112,Huttenstraße,50,1960,56,12,120,12,Mitte,Land Berlin,F3__945334,
50/29,20181,Huttenstraße,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,152,Huttenstraße,50,1999,17,2,22,5,Mitte,Land Berlin,F3__945335,
20-28/3,20442,Sickingenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,9,Sickingenstraße,20,1935,81,20,245,24,Mitte,Land Berlin,F3__945336,-28
70/2,20207,Wilhelmshavener Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,140,Wilhelmshavener Straße,70,1995,21,2,30,6.5,Mitte,Land Berlin,F3__945337,
70/1,20207,Wilhelmshavener Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,139,Wilhelmshavener Straße,70,1995,21,3,30,6,Mitte,Land Berlin,F3__945338,
6/1,20205,Bredowstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,12,Bredowstraße,6,1997,19,5,90,8,Mitte,Land Berlin,F3__945339,
18/2,20434,Krefelder Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,36,Krefelder Straße,18,1977,39,10,104,12,Mitte,Land Berlin,F3__945340,
5/1,20434,Krefelder Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,9,Krefelder Straße,5,1992,24,5,74,9,Mitte,Land Berlin,F3__945341,
4/1,20434,Krefelder Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,8,Krefelder Straße,4,1990,26,5,70,8.5,Mitte,Land Berlin,F3__945342,
23/1,20243,Essener Straße,ECHTER ROTDORN,CRATAEGUS LAEVIGATA PAUL'S SCARLET',CRATAEGUS,47,Essener Straße,23,1994,22,4,26,5,Mitte,Land Berlin,F3__945343,047
10/1,20243,Essener Straße,SÄULEN-WEISS-DORN,CRATAEGUS MONOGYNA STRICTA',CRATAEGUS,76,Essener Straße,10,2013,3,2,24,5,Mitte,Land Berlin,F3__945344,
18/1,20245,Bochumer Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,24,Bochumer Straße,18,1980,36,8,82,11,Mitte,Land Berlin,F3__945345,
1ggü/5,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,90,Levetzowstraße,1,1995,21,3,25,4,Mitte,Land Berlin,F3__945346,ggü
45/1,20249,Alt-Moabit I,KRIM-LINDE,TILIA EUCHLORA,TILIA,131,Alt-Moabit,45,1997,19,3,40,4.5,Mitte,Land Berlin,F3__945347,
62/11,20442,Sickingenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,52,Sickingenstraße,62,1950,66,20,165,16,Mitte,Land Berlin,F3__945348,
62/5,20442,Sickingenstraße,WINTER-LINDE,TILIA CORDATA,TILIA,48,Sickingenstraße,62,1965,51,10,85,10,Mitte,Land Berlin,F3__945349,
62/6,20442,Sickingenstraße,WINTER-LINDE,TILIA CORDATA,TILIA,49,Sickingenstraße,62,1960,56,10,100,11,Mitte,Land Berlin,F3__945350,
62/13,20442,Sickingenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,93,Sickingenstraße,62,1998,18,3.5,31,6.5,Mitte,Land Berlin,F3__945351,
1/1,20434,Krefelder Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,1,Krefelder Straße,1,1973,43,8,113,16,Mitte,Land Berlin,F3__945352,
3/1,20434,Krefelder Straße,APFEL-DORN LANG-DORN,CRATAEGUS CARRIEREI',CRATAEGUS,6,Krefelder Straße,3,1985,31,6,50,5.5,Mitte,Land Berlin,F3__945353,
85ggü/1,20249,Alt-Moabit I,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,106,Alt-Moabit,85,1950,66,8,91,8.5,Mitte,Land Berlin,F3__945354,ggü
85ggü/4,20249,Alt-Moabit I,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,109,Alt-Moabit,85,1950,66,7,110,11,Mitte,Land Berlin,F3__945355,ggü
84ggü/3,20249,Alt-Moabit I,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,114,Alt-Moabit,84,1950,66,8,111,13,Mitte,Land Berlin,F3__945356,ggü
69ggü/1,20206,Bremer Straße,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,110,Bremer Straße,69,2005,11,,38,1,Mitte,Land Berlin,F3__945357,ggü
74ggü/1,20206,Bremer Straße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,2,Bremer Straße,74,1985,31,12,102,15,Mitte,Land Berlin,F3__945358,ggü
70ggü/1,20206,Bremer Straße,SILBER-LINDE,TILIA TOMENTOSA,TILIA,3,Bremer Straße,70,1968,48,10,122,15,Mitte,Land Berlin,F3__945359,ggü
6/1,20245,Bochumer Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,6,Bochumer Straße,6,1955,61,15,148,19,Mitte,Land Berlin,F3__945360,
34/2,20214,Elberfelder Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,60,Elberfelder Straße,34,1950,66,18,165,20,Mitte,Land Berlin,F3__945361,
37/1,20214,Elberfelder Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,65,Elberfelder Straße,37,1990,26,6,44,9,Mitte,Land Berlin,F3__945362,
73a/1,20249,Alt-Moabit I,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,151,Alt-Moabit,73,1995,21,3.5,50,6,Mitte,Land Berlin,F3__945363,a
4/1,20451,Zinzendorfstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,3,Zinzendorfstraße,4,1986,30,8,55,9,Mitte,Land Berlin,F3__945364,
50/21,20181,Huttenstraße,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,104,Huttenstraße,50,1950,66,10,140,14,Mitte,Land Berlin,F3__945365,
50/27,20181,Huttenstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,110,Huttenstraße,50,1965,51,13,110,11,Mitte,Land Berlin,F3__945366,
19/17,20181,Huttenstraße,WINTER-LINDE,TILIA CORDATA,TILIA,147,Huttenstraße,19,1999,17,2,21,4.5,Mitte,Land Berlin,F3__945367,
19/18,20181,Huttenstraße,GROßBLÄTTRIGE LINDE - SOMMER-LINDE,TILIA PLATYPHYLLOS,TILIA,42,Huttenstraße,19,1935,81,14,185,18,Mitte,Land Berlin,F3__945368,
35/3,20478,Turmstraße -doppelt-,WINTER-LINDE,TILIA CORDATA,TILIA,44,Turmstraße,35,1970,46,10,80,11,Mitte,Land Berlin,F3__945369,
35/5,20478,Turmstraße -doppelt-,WINTER-LINDE,TILIA CORDATA,TILIA,46,Turmstraße,35,1950,66,11,155,14,Mitte,Land Berlin,F3__945370,
77/2,20478,Turmstraße -doppelt-,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,83,Turmstraße,77,1975,41,11,75,12,Mitte,Land Berlin,F3__945371,
35ggü/3,20478,Turmstraße -doppelt-,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,175,Turmstraße,35,1965,51,11,120,11,Mitte,Land Berlin,F3__945372,ggü
84/2,20478,Turmstraße -doppelt-,SPITZ-AHORN,ACER PLATANOIDES,ACER,92,Turmstraße,84,1975,41,11,80,12,Mitte,Land Berlin,F3__945373,
2/2,20214,Elberfelder Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,5,Elberfelder Straße,2,1988,28,5,45,9,Mitte,Land Berlin,F3__945374,005
32/3,20214,Elberfelder Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,57,Elberfelder Straße,32,1955,61,17,130,18,Mitte,Land Berlin,F3__945375,
3ggü/6,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,106,Levetzowstraße,3,1984,32,6,75,13,Mitte,Land Berlin,F3__945376,ggü
2ggü/4,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,100,Levetzowstraße,2,1977,39,8,80,10,Mitte,Land Berlin,F3__945377,ggü
25ggü/2,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,72,Levetzowstraße,25,1977,39,6,80,10,Mitte,Land Berlin,F3__945378,ggü
24ggü/3,20433,Levetzowstr. -doppelt-,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,69,Levetzowstraße,24,1982,34,7,70,7.5,Mitte,Land Berlin,F3__945379,ggü
49/3,20203,Emdener Straße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,111,Emdener Straße,49,1975,41,14,95,14,Mitte,Land Berlin,F3__945380,
11/3,20203,Emdener Straße,GEMEINE HAINBUCHE - GEMEINE WEISSBUCHE,CARPINUS BETULUS,CARPINUS,25,Emdener Straße,11,1990,26,6.5,44,6.5,Mitte,Land Berlin,F3__945381,
13/2,20209,Waldenserstraße,SÄULEN-WEISS-DORN,CRATAEGUS MONOGYNA STRICTA',CRATAEGUS,97,Waldenserstraße,13,2013,3,2,24,5,Mitte,Land Berlin,F3__945382,
81/1,20478,Turmstraße -doppelt-,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,88,Turmstraße,81,1975,41,8,75,11,Mitte,Land Berlin,F3__945383,
69/1,20206,Bremer Straße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,102,Bremer Straße,69,1982,34,12,116,18,Mitte,Land Berlin,F3__945384,
10ggü/19,20406,Bundesratufer,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,30,Bundesratufer,10,1950,66,9,191,15,Mitte,Land Berlin,F3__945385,ggü
15/1,20245,Bochumer Straße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,21,Bochumer Straße,15,1975,41,8,100,11,Mitte,Land Berlin,F3__945386,
10ggü/17,20406,Bundesratufer,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,28,Bundesratufer,10,1955,61,8,164,13,Mitte,Land Berlin,F3__945387,ggü
10ggü/4,20406,Bundesratufer,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,15,Bundesratufer,10,1950,66,12,176,18,Mitte,Land Berlin,F3__945388,ggü
8ggü/3,20274,Wikingerufer,SPITZ-AHORN,ACER PLATANOIDES,ACER,19,Wikingerufer,8,1950,66,12,145,14,Mitte,Land Berlin,F3__945389,ggü
52/3,20203,Emdener Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,121,Emdener Straße,52,1997,19,2,23,4.5,Mitte,Land Berlin,F3__945390,
52/2,20203,Emdener Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,120,Emdener Straße,52,1985,31,7,55,11,Mitte,Land Berlin,F3__945391,
9/1,20203,Emdener Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,20,Emdener Straße,9,1985,31,8,60,12,Mitte,Land Berlin,F3__945392,
7/3,20203,Emdener Straße,DREIDORNIGER LEDERHÜLSENBAUM,GLEDITSIA TRIACANTHOS,GLEDITSIA,17,Emdener Straße,7,1988,28,7,49,11,Mitte,Land Berlin,F3__945393,
8/1,20203,Emdener Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,18,Emdener Straße,8,1996,20,3,25,5,Mitte,Land Berlin,F3__945394,
29/2,20208,Wiclefstraße,PYRAMIDEN-EICHE,QUERCUS ROBUR FASTIGIATA',QUERCUS,44,Wiclefstraße,29,1975,41,6,75,16,Mitte,Land Berlin,F3__945395,
3/1,20245,Bochumer Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,32,Bochumer Straße,3,2003,13,4,50,8,Mitte,Land Berlin,F3__945396,
10ggü/10,20406,Bundesratufer,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,21,Bundesratufer,10,1968,48,7,132,14,Mitte,Land Berlin,F3__945397,ggü
12/2,20245,Bochumer Straße,BERGAHORN BRUCHEM',ACER PSEUDOPLATANUS BRUCHEM',ACER,33,Bochumer Straße,12,2012,4,2,24,6,Mitte,Land Berlin,F3__945398,
9a/1,20274,Wikingerufer,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,1,Wikingerufer,9,1982,34,7,75,8,Mitte,Land Berlin,F3__945399,a
43/2,20208,Wiclefstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,80,Wiclefstraße,43,1970,46,9,90,9.5,Mitte,Land Berlin,F3__945400,
45/8,20204,Oldenburger Straße,OXELBEERE - SCHWEDISCHE MEHLBEERE,SORBUS INTERMEDIA,SORBUS,114,Oldenburger Straße,45,1986,30,5,52,7.5,Mitte,Land Berlin,F3__945401,
34/2,20398,Agricolastraße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,48,Agricolastraße,33,1960,56,9,164,12,Mitte,Land Berlin,F3__945402,a
42ffü/1,20202,Waldstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,60,Waldstraße,42,1952,64,15,160,18,Mitte,Land Berlin,F3__945403,ggü
40/2,20202,Waldstraße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,132,Waldstraße,40,1980,36,7,70,11,Mitte,Land Berlin,F3__945404,
13ggü/1,20202,Waldstraße,BAUM-HASEL - TÜRKISCHE HASEL,CORYLUS COLURNA,CORYLUS,225,Waldstraße,13,2005,11,2,28,5,Mitte,Land Berlin,F3__945405,ggü
44t/1,20226,Beusselstraße II,SPITZ-AHORN,ACER PLATANOIDES,ACER,113,Beusselstraße,44,1970,46,11,125,9,Mitte,Land Berlin,F3__945406,t
44a ggü/2,20202,Waldstraße,SPITZ-AHORN,ACER PLATANOIDES,ACER,270,Waldstraße,44,2007,9,2,24,6,Mitte,Land Berlin,F3__945407,a ggü
30/1,20208,Wiclefstraße,PYRAMIDEN-EICHE,QUERCUS ROBUR FASTIGIATA',QUERCUS,47,Wiclefstraße,30,1982,34,4,50,9,Mitte,Land Berlin,F3__945408,
29/3,20208,Wiclefstraße,PYRAMIDEN-EICHE,QUERCUS ROBUR FASTIGIATA',QUERCUS,45,Wiclefstraße,29,1984,32,4,50,12,Mitte,Land Berlin,F3__945409,
42/1,20208,Wiclefstraße,BERGAHORN BRUCHEM',ACER PSEUDOPLATANUS BRUCHEM',ACER,135,Wiclefstraße,42,2013,3,2,24,5,Mitte,Land Berlin,F3__945410,
5/5,20457,Lessingstraße -doppelt-,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,168,Lessingstraße,5,2013,3,2,24,5,Mitte,Land Berlin,F3__945411,
5/1,20457,Lessingstraße -doppelt-,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,164,Lessingstraße,5,2013,3,2,24,5,Mitte,Land Berlin,F3__945412,042
47/1,20478,Turmstraße -doppelt-,SILBER-LINDE,TILIA TOMENTOSA,TILIA,63,Turmstraße,47,1970,46,10,80,10,Mitte,Land Berlin,F3__945413,
1/1,20203,Emdener Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,1,Emdener Straße,1,1985,31,7.5,70,11,Mitte,Land Berlin,F3__945414,
60/2,20203,Emdener Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,135,Emdener Straße,60,1994,22,2.5,28,6,Mitte,Land Berlin,F3__945415,
31/1,20236,Rostocker Straße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,30,Rostocker Straße,31,1986,30,4,55,10,Mitte,Land Berlin,F3__945416,
30/2,20236,Rostocker Straße,TROMPETENBAUM,CATALPA BIGNONIOIDES,CATALPA,28,Rostocker Straße,30,1965,51,10,95,17,Mitte,Land Berlin,F3__945417,
29/1,20236,Rostocker Straße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,26,Rostocker Straße,29,1980,36,7,75,16,Mitte,Land Berlin,F3__945418,
77/1,20442,Sickingenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,108,Sickingenstraße,77,1998,18,2.5,24,7.5,Mitte,Land Berlin,F3__945419,
79/3,20442,Sickingenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,113,Sickingenstraße,79,1998,18,2.5,27,6.5,Mitte,Land Berlin,F3__945420,
44/2,20202,Waldstraße,BLUTPFLAUME,PRUNUS CERASIFERA NIGRA',PRUNUS,230,Waldstraße,44,2006,10,,25,,Mitte,Land Berlin,F3__945421,
44/1,20202,Waldstraße,BLUTPFLAUME,PRUNUS CERASIFERA NIGRA',PRUNUS,229,Waldstraße,44,2006,10,,25,,Mitte,Land Berlin,F3__945422,
56/1,20202,Waldstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,196,Waldstraße,56,1999,17,3,18,5.5,Mitte,Land Berlin,F3__945423,
55a/1,20202,Waldstraße,EINBLATTAKAZIE,ROBINIA PSEUDOACACIA UNIFOLIOLA',ROBINIA,154,Waldstraße,55,1970,46,9,90,18,Mitte,Land Berlin,F3__945424,a
67a/3,20242,Stromstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,54,Stromstraße,67,1965,51,12,130,13,Mitte,Land Berlin,F3__945425,a
36/1,20249,Alt-Moabit I,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,322,Alt-Moabit,36,1985,31,6,91,7,Mitte,Land Berlin,F3__945426,
7/2,20442,Sickingenstraße,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,4,Sickingenstraße,7,1988,28,5,42,6.5,Mitte,Land Berlin,F3__945427,
70-71/2,20442,Sickingenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,58,Sickingenstraße,70,1985,31,8,70,12,Mitte,Land Berlin,F3__945428,-71
14-17/3,20442,Sickingenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,74,Sickingenstraße,14,1998,18,2,22,6.5,Mitte,Land Berlin,F3__945429,-17
9-13/7,20442,Sickingenstraße,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,71,Sickingenstraße,9,1998,18,3.5,32,7,Mitte,Land Berlin,F3__945430,-13
55a ggü/2,20202,Waldstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,228,Waldstraße,55,2000,16,3,38,7.5,Mitte,Land Berlin,F3__945431,a ggü
55a ggü/1,20202,Waldstraße,SCHEIN-AKAZIE - SILBERREGEN,ROBINIA PSEUDOACACIA,ROBINIA,169,Waldstraße,55,1999,17,1.5,18,5,Mitte,Land Berlin,F3__945432,a ggü
