Bewuchs_schluessel,Bewuchs_bezeichnung,Beschreibung_schluessel,Beschreibung_bezeichnung,AAA-Beschreibung,alias,Funktion_schluessel,Funktion_bezeichnung,Name
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7728,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7729,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7730,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7731,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7732,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7733,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7734,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7735,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7739,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7740,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7741,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7747,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7748,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7749,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7751,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7752,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7754,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7755,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7758,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7763,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7764,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7765,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7768,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7769,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7770,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7771,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7773,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7774,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7775,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7778,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7781,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7782,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7788,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7789,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7792,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7795,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7799,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7806,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7808,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7814,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7816,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7817,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7820,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7821,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7822,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7826,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7828,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7831,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7834,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7835,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7836,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7838,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7839,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7841,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7842,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7844,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7846,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7847,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7849,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7850,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7851,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7856,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7858,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7859,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7860,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7861,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7865,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7867,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7868,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7876,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7877,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7882,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7883,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7884,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7885,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7886,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7890,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7891,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7893,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7894,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7896,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7899,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7903,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7904,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7908,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7911,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7914,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7915,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7919,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7922,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7927,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7928,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7930,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7932,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7935,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7937,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7938,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7948,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7950,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7954,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7955,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7957,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7958,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7961,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7962,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7964,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7967,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7968,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7973,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7976,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7977,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7981,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7982,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7983,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7990,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7993,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7994,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__7997,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8001,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8007,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8008,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8009,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8012,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8016,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8019,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8021,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8023,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8024,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8029,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8030,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8033,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8037,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8038,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8039,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8043,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8044,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8045,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8046,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8049,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8051,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8053,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8056,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8064,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8065,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8066,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8068,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8070,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8073,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8074,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8075,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8077,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8079,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8081,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8083,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8085,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8086,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8089,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8091,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8093,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8096,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8100,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8101,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8103,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8105,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8107,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8113,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8116,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8117,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8124,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8125,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8127,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8129,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8130,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8131,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8132,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8133,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8135,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8139,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8140,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8142,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8143,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8146,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8147,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8148,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8150,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8153,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8158,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8159,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8160,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8161,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8163,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8165,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8167,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8170,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8171,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8173,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8174,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8180,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8182,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8184,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8185,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8187,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8188,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8190,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8191,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8194,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8198,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8199,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8200,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8206,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8207,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8208,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8210,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8222,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8223,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8226,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8227,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8228,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8231,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8232,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8233,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8234,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8237,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8238,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8244,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8245,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8246,,,
1021,Baumbestand Laubholz,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8249,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8250,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8251,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8254,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8258,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8260,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8261,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8262,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8263,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8266,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8267,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8271,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8272,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8274,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8276,,,
1500,Gras,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8280,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8281,,,
1600,Zierfläche,9998,Nach Quellenlage nicht zu spezifizieren,AX_Vegetationsmerkmal,F5__8282,,,
