ID_ORIG,NAME,LAENGE,DTV,SLKW,LLKW,BUS,KRAD,N_BETROF,EM_NOX,EM_PM10,EM_PM25,GNO2_M,GPM10_M,GPM25_M,MB1_EMNOX,MB1_EM_PM1,MB1_EMPM25,MB1_GNO2,MB1_GPM10,MB1_GPM25,alias
984,Kaiserin-Augusta-Allee,91.55,15172,577,1199,46,212,102,6.36,1.08,0.62,27.07,27.71,18.29,-10.02,-5.22,-8.66,-5.2,-1.5,-1.82,856
985,Beusselstr.,146.12,20295,670,1603,649,284,134,9.38,1.21,0.71,34.06,29.36,19.26,-11.39,-6.23,-10.16,-6.19,-1.83,-2.35,857
986,Beusselstr.,78.62,20295,670,1603,649,284,25,9.38,1.21,0.71,22.99,26.04,17.31,-11.39,-6.23,-10.16,-4.55,-1.22,-1.36,858
987,Beusselstr.,93.01,21918,723,1732,658,307,88,9.98,1.3,0.76,35.53,29.89,19.57,-11.3,-6.21,-10.13,-6.27,-1.88,-2.46,859
988,Beusselstr.,78.33,21918,723,1732,658,307,66,9.98,1.3,0.76,30.01,28.12,18.52,-11.3,-6.21,-10.13,-5.77,-1.58,-1.97,860
989,Siemensstr.,200.55,17576,773,1424,70,246,104,8.02,1.57,0.9,28.85,29.23,19.07,-10.41,-4.4,-7.43,-5.36,-1.44,-1.79,861
990,Sickingenstr.,88.22,12236,832,991,12,171,61,6.11,1.05,0.6,25.64,27.43,18.1,-11.18,-5.02,-8.41,-5.22,-1.36,-1.62,862
991,Sickingenstr.,59.92,12236,832,991,12,171,5,6.11,1.05,0.6,19.37,24.98,16.7,-11.18,-5.02,-8.41,-3.35,-1.03,-1.03,863
992,Sickingenstr.,208.6,12236,832,991,12,171,68,6.11,1.05,0.6,24.13,26.86,17.78,-11.18,-5.02,-8.41,-4.81,-1.3,-1.49,864
993,Siemensstr.,168.52,8000,352,648,72,112,87,3.73,0.61,0.35,22.77,26.32,17.38,-10.73,-5.24,-8.71,-4.29,-1.13,-1.28,865
996,Friedrich-Olbricht-Damm,43.26,4546,473,341,9,45,1,3.01,0.44,0.26,21.86,25.11,16.73,-3.55,-1.61,-2.7,-2.66,-0.88,-0.9,866
997,Friedrich-Olbricht-Damm,102.8,4546,473,341,9,45,7,3.01,0.44,0.26,21.15,24.99,16.67,-3.55,-1.61,-2.7,-2.71,-0.87,-0.89,867
1000,Friedrich-Olbricht-Damm,127,4546,145,341,9,45,34,2.01,0.3,0.18,18.27,24.12,16.2,-3.11,-1.89,-3.09,-2.58,-0.83,-0.81,869
1001,Friedrich-Olbricht-Damm,67.96,4546,145,341,9,45,13,2.01,0.3,0.18,17.62,23.9,16.07,-3.11,-1.89,-3.09,-2.58,-0.82,-0.79,870
1002,Friedrich-Olbricht-Damm,339.65,4546,473,341,9,45,118,3.01,0.44,0.26,19.55,24.5,16.42,-3.55,-1.61,-2.7,-2.7,-0.85,-0.84,871
1003,Friedrich-Olbricht-Damm,25.96,4546,473,341,9,45,2,3.01,0.44,0.26,19.85,24.51,16.41,-3.55,-1.61,-2.7,-2.71,-0.86,-0.86,872
1017,Bachstr.,80.62,14217,270,1123,171,199,61,5.77,0.94,0.55,25.75,26.57,17.63,-9.67,-5.36,-8.85,-4.76,-1.38,-1.64,884
1034,Altonaer Str.,93.91,24124,507,1906,314,338,7,10.1,1.65,0.96,23.58,26.15,17.34,-9.86,-5.32,-8.8,-3.9,-1.29,-1.38,900
1035,Lessingstr.,190.76,21832,437,1616,175,306,76,8.63,1.45,0.84,20.21,24.95,16.66,-9.33,-5.19,-8.59,-3.47,-1.02,-1.08,901
1036,Turmstr.,41.41,9712,194,767,330,136,38,4.71,0.69,0.4,21.55,25.47,16.95,-11.13,-5.55,-9.18,-4.01,-1.06,-1.17,902
1037,Turmstr.,86.41,9712,194,767,330,136,51,4.71,0.69,0.4,23.73,26.21,17.37,-11.13,-5.55,-9.18,-4.35,-1.19,-1.34,903
1038,Turmstr.,87.28,9712,194,767,777,136,51,6.51,0.84,0.48,24.94,26.38,17.47,-12.7,-5.62,-9.35,-4.91,-1.22,-1.41,904
1039,Alt-Moabit,97.39,22861,526,1806,343,320,49,9.99,1.63,0.95,23.12,26.16,17.35,-10.1,-5.26,-8.72,-4.16,-1.19,-1.33,905
1040,Brenner Str.,49.09,5658,187,419,17,57,3,1.95,0.27,0.16,20.39,25.64,16.95,-9.65,-6.2,-10.03,-3.26,-0.97,-1,906
1041,Siemensstr.,122.27,8162,449,661,73,114,10,4.06,0.66,0.38,22.59,26.61,17.46,-11.14,-5.17,-8.62,-4.09,-1.08,-1.21,907
1042,Siemensstr.,39.01,8162,449,661,73,114,1,4.06,0.66,0.38,20.31,25.83,16.99,-11.14,-5.17,-8.62,-3.3,-0.93,-0.97,908
1043,Quitzowstr.,40.9,6192,341,502,74,87,6,3.05,0.48,0.28,20.08,25.73,16.94,-11.36,-5.28,-8.79,-3.32,-0.92,-0.96,909
1044,Quitzowstr.,74.79,6192,341,502,74,87,34,3.05,0.48,0.28,22.11,26.43,17.35,-11.36,-5.28,-8.79,-4.12,-1.04,-1.17,910
1045,Sylter Str.,151.08,9820,255,737,10,98,49,4.3,0.68,0.41,19.82,25.43,16.77,-3.08,-1.88,-3.08,-2.59,-0.84,-0.85,911
10515,Seestr.,468.12,71982,2807,5687,216,1008,0,39.63,5.17,3.15,18.32,25.6,16.71,-3.1,-2.22,-3.59,-2.62,-0.81,-0.81,9543
10537,Beusselstr.,163.35,39447,1933,3195,552,552,7,22.93,3.47,2.07,23.16,27.17,17.6,-2.86,-1.64,-2.72,-2.85,-0.86,-0.93,9562
10538,Beusselstr.,122.73,39447,1933,3195,552,552,8,22.93,3.47,2.07,25.94,27.83,18.07,-2.86,-1.64,-2.72,-2.74,-0.88,-0.98,9563
10539,Beusselstr.,132.99,39447,1933,3195,552,552,0,22.93,3.47,2.07,21.06,25.33,16.78,-2.86,-1.64,-2.72,-2.71,-0.86,-0.89,9564
10733,Richard-Wagner-Str.,58.9,7775,132,560,78,78,9,3.07,0.5,0.29,20.2,24.72,16.53,-9.3,-5.21,-8.62,-3.34,-1.04,-1.07,9740
10734,Richard-Wagner-Str.,22.62,7775,132,560,78,78,6,3.07,0.5,0.29,20.78,24.97,16.67,-9.3,-5.21,-8.62,-3.37,-1.08,-1.12,9741
10735,Richard-Wagner-Str.,175.61,7775,132,560,78,78,158,3.07,0.5,0.29,23.7,25.97,17.25,-9.3,-5.21,-8.62,-4.1,-1.25,-1.39,9742
10736,Richard-Wagner-Str.,335.51,7775,132,560,78,78,239,3.07,0.5,0.29,23.8,26.05,17.3,-9.3,-5.21,-8.62,-4.13,-1.26,-1.41,9743
10853,A100,307,31555,1262,2493,32,442,2,11.25,1.02,0.67,19.59,25.05,16.59,-3.29,-3.2,-4.78,-2.65,-0.83,-0.84,9849
10854,A100,300.39,29850,1194,2358,30,418,2,10.63,0.96,0.63,19.54,24.99,16.56,-3.29,-3.19,-4.78,-2.63,-0.83,-0.83,9850
10856,A100,1570.69,40598,2111,3410,41,203,3,9.97,1.25,0.77,17.61,23.78,16.01,-4.07,-3.24,-5.19,-2.65,-0.87,-0.83,9852
