SEGM_SEGM,STST_STR,STOR_NAME,ORTSTL,RVA_TYP,SORVT_TYP,HOTLINK,LAENGE,B_PFLICHT,alias,SEGM_BEZ
42550037_42540002.01,Altonaer Straße,Mitte,Hansaviertel,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033E5/index.htm" TARGET="VMS">Fotos</a>,143.3,ja,01-001330,
42540002_42550039.01,Bartningallee,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033E7/index.htm" TARGET="VMS">Fotos</a>,33.2,nein,01-001332,
42540002_42540016.01,Altonaer Straße,Mitte,Tiergarten,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033E8/index.htm" TARGET="VMS">Fotos</a>,18.3,ja,01-001333,
42550037_42540002.01,Altonaer Straße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033E9/index.htm" TARGET="VMS">Fotos</a>,17.3,ja,01-001334,
42540002_42540016.01,Altonaer Straße,Mitte,Tiergarten,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033ED/index.htm" TARGET="VMS">Fotos</a>,538.2,ja,01-001338,
42540002_42540016.01,Altonaer Straße,Mitte,Tiergarten,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033F2/index.htm" TARGET="VMS">Fotos</a>,539.9,ja,01-001343,
42550037_42540002.01,Altonaer Straße,Mitte,Hansaviertel,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033F4/index.htm" TARGET="VMS">Fotos</a>,155.7,ja,01-001345,
42550038_42550037.01,Altonaer Straße,Mitte,Hansaviertel,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033F5/index.htm" TARGET="VMS">Fotos</a>,82.6,ja,01-001346,
42550015_42550038.01,Altonaer Straße,Mitte,Moabit,Radwege,Geh-/Radweg durch Markierung unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033F8/index.htm" TARGET="VMS">Fotos</a>,74.2,ja,01-001349,
42550015_42550038.01,Altonaer Straße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033FC/index.htm" TARGET="VMS">Fotos</a>,14.4,ja,01-001353,
41550017_42550019.01,Levetzowstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033FE/index.htm" TARGET="VMS">Fotos</a>,292,nein,01-001355,
41550020_41550017.01,Levetzowstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033FF/index.htm" TARGET="VMS">Fotos</a>,153.7,nein,01-001356,
41550019_41550020.01,Levetzowstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003400/index.htm" TARGET="VMS">Fotos</a>,23.3,nein,01-001357,
41550019_41550020.01,Levetzowstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003401/index.htm" TARGET="VMS">Fotos</a>,113.3,nein,01-001358,
41550004_41550005.01,Alt-Moabit,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003402/index.htm" TARGET="VMS">Fotos</a>,113.5,nein,01-001359,
41550005_41550006.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003403/index.htm" TARGET="VMS">Fotos</a>,27.3,nein,01-001360,
41550005_41550006.01,Alt-Moabit,Mitte,Moabit,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003404/index.htm" TARGET="VMS">Fotos</a>,107.2,nein,01-001361,
41550005_41550006.01,Alt-Moabit,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003405/index.htm" TARGET="VMS">Fotos</a>,26.2,nein,01-001362,
41550006_42550003.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003407/index.htm" TARGET="VMS">Fotos</a>,18.1,nein,01-001364,
41550006_42550003.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003408/index.htm" TARGET="VMS">Fotos</a>,19.3,nein,01-001365,
41550005_41550006.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003409/index.htm" TARGET="VMS">Fotos</a>,26.6,nein,01-001366,
42550003_42550004.01,Alt-Moabit,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00340A/index.htm" TARGET="VMS">Fotos</a>,134.3,nein,01-001367,
42550003_42550004.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00340B/index.htm" TARGET="VMS">Fotos</a>,7.4,nein,01-001368,
42550004_42550005.01,Alt-Moabit,Mitte,Moabit,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00340C/index.htm" TARGET="VMS">Fotos</a>,102,nein,01-001369,
42550005_42550006.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00340D/index.htm" TARGET="VMS">Fotos</a>,6.2,nein,01-001370,
42550005_42550006.01,Alt-Moabit,Mitte,Moabit,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00340E/index.htm" TARGET="VMS">Fotos</a>,106.4,nein,01-001371,
42550005_42550006.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00340F/index.htm" TARGET="VMS">Fotos</a>,8,nein,01-001372,
42550006_42550007.01,Alt-Moabit,Mitte,Moabit,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003410/index.htm" TARGET="VMS">Fotos</a>,32,nein,01-001373,
42550006_42550007.01,Alt-Moabit,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003413/index.htm" TARGET="VMS">Fotos</a>,53,nein,01-001376,
42550006_42550007.01,Alt-Moabit,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003415/index.htm" TARGET="VMS">Fotos</a>,132.4,nein,01-001378,
42550007_43550001.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003416/index.htm" TARGET="VMS">Fotos</a>,37.5,nein,01-001379,
42550007_42550028.01,Stromstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003417/index.htm" TARGET="VMS">Fotos</a>,29.3,nein,01-001380,
42550007_43550001.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003418/index.htm" TARGET="VMS">Fotos</a>,37.9,nein,01-001381,
42550022_42550007.01,Stromstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003419/index.htm" TARGET="VMS">Fotos</a>,29.5,nein,01-001382,
42550007_43550001.01,Alt-Moabit,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003422/index.htm" TARGET="VMS">Fotos</a>,420.2,nein,01-001391,
42550023_43550001.01,Kirchstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003423/index.htm" TARGET="VMS">Fotos</a>,16,nein,01-001392,
43550001_43550002.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003424/index.htm" TARGET="VMS">Fotos</a>,30.5,nein,01-001393,
42550033_42550036.01,Kleiner Tiergarten,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003443/index.htm" TARGET="VMS">Fotos</a>,143.8,nein,01-001414,
42550007_43550001.01,Alt-Moabit,Mitte,Moabit,Radwege,Gehweg mit Radverkehr frei,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003444/index.htm" TARGET="VMS">Fotos</a>,345,nein,01-001415,
42550007_43550001.01,Alt-Moabit,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003445/index.htm" TARGET="VMS">Fotos</a>,6.9,nein,01-001416,
42550006_42550007.01,Alt-Moabit,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003446/index.htm" TARGET="VMS">Fotos</a>,220,nein,01-001417,
42550005_42550006.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003447/index.htm" TARGET="VMS">Fotos</a>,12.1,nein,01-001418,
42550003_42550004.01,Alt-Moabit,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003448/index.htm" TARGET="VMS">Fotos</a>,304.6,nein,01-001419,
42550003_42550004.01,Alt-Moabit,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003449/index.htm" TARGET="VMS">Fotos</a>,9.3,nein,01-001420,
41550004_41550005.01,Alt-Moabit,Mitte,Moabit,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00344A/index.htm" TARGET="VMS">Fotos</a>,327.3,nein,01-001421,
41550004_41550005.01,Alt-Moabit,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00344B/index.htm" TARGET="VMS">Fotos</a>,18.7,nein,01-001422,
42560028_42560022.01,Stromstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003458/index.htm" TARGET="VMS">Fotos</a>,380.5,nein,01-001427,
42560028_42560022.01,Stromstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003459/index.htm" TARGET="VMS">Fotos</a>,29,nein,01-001428,
42550028_42560028.01,Stromstraße,Mitte,Moabit,Radfahrstreifen,Radfahrstreifen Z 295 ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00345A/index.htm" TARGET="VMS">Fotos</a>,97.4,nein,01-001429,
42550028_42560028.01,Stromstraße,Mitte,Moabit,Radwege,Geh-/Radweg durch Markierung unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00345B/index.htm" TARGET="VMS">Fotos</a>,71.3,nein,01-001430,
42550028_42560028.01,Stromstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00345C/index.htm" TARGET="VMS">Fotos</a>,29.3,nein,01-001431,
42550007_42550028.01,Stromstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00345D/index.htm" TARGET="VMS">Fotos</a>,55.9,nein,01-001432,
42550007_42550028.01,Stromstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00345E/index.htm" TARGET="VMS">Fotos</a>,5.4,nein,01-001433,
42550022_42550007.01,Stromstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00345F/index.htm" TARGET="VMS">Fotos</a>,119.6,nein,01-001434,
42550017_42550022.01,Stromstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003460/index.htm" TARGET="VMS">Fotos</a>,8.3,nein,01-001435,
42550017_42550022.01,Stromstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003461/index.htm" TARGET="VMS">Fotos</a>,118.8,nein,01-001436,
42550046_42550017.01,Lessingstraße,Mitte,Moabit,Radwege,Geh-/Radweg durch Markierung unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003462/index.htm" TARGET="VMS">Fotos</a>,56.5,nein,01-001437,
42550045_42550046.01,Lessingstraße,Mitte,Hansaviertel,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003465/index.htm" TARGET="VMS">Fotos</a>,174.8,nein,01-001438,
42550045_42550046.01,Lessingstraße,Mitte,Hansaviertel,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003466/index.htm" TARGET="VMS">Fotos</a>,47.7,nein,01-001439,
42550037_42550045.01,Lessingstraße,Mitte,Hansaviertel,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003467/index.htm" TARGET="VMS">Fotos</a>,190.9,nein,01-001440,
42550037_42550045.01,Lessingstraße,Mitte,Hansaviertel,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003468/index.htm" TARGET="VMS">Fotos</a>,3.3,nein,01-001441,
42540005_42550037.01,Bachstraße,Mitte,Hansaviertel,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00346A/index.htm" TARGET="VMS">Fotos</a>,81,ja,01-001442,
42540005_42550037.01,Bachstraße,Mitte,Hansaviertel,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00346B/index.htm" TARGET="VMS">Fotos</a>,33.8,ja,01-001443,
42540004_42540005.01,Bachstraße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00346C/index.htm" TARGET="VMS">Fotos</a>,28.1,ja,01-001444,
42540004_42540005.01,Bachstraße,Mitte,Hansaviertel,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00346D/index.htm" TARGET="VMS">Fotos</a>,98.7,ja,01-001445,
42540038_42540003.01,Bachstraße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00346E/index.htm" TARGET="VMS">Fotos</a>,11.8,nein,01-001446,
42540038_42540003.01,Bachstraße,Mitte,Hansaviertel,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00346F/index.htm" TARGET="VMS">Fotos</a>,46.3,nein,01-001447,
42540039_42540038.01,Bachstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003472/index.htm" TARGET="VMS">Fotos</a>,82.7,ja,01-001448,
42540038_42540003.01,Bachstraße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003473/index.htm" TARGET="VMS">Fotos</a>,18.4,nein,01-001449,
42540004_42540005.01,Bachstraße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00347D/index.htm" TARGET="VMS">Fotos</a>,13.3,ja,01-001456,
42540004_42540005.01,Bachstraße,Mitte,Hansaviertel,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00347E/index.htm" TARGET="VMS">Fotos</a>,63.2,ja,01-001457,
42540005_42550037.01,Bachstraße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00347F/index.htm" TARGET="VMS">Fotos</a>,10.8,ja,01-001458,
42540005_42550037.01,Bachstraße,Mitte,Hansaviertel,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003480/index.htm" TARGET="VMS">Fotos</a>,15.9,ja,01-001459,
42540005_42550037.01,Bachstraße,Mitte,Hansaviertel,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003482/index.htm" TARGET="VMS">Fotos</a>,66.6,ja,01-001460,
42540005_42550037.01,Bachstraße,Mitte,Hansaviertel,Radfahrstreifen,Radverkehrsanlage Z 340 im/am Knotenpunktsbereich,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003483/index.htm" TARGET="VMS">Fotos</a>,48.8,ja,01-001461,
42550037_42550045.01,Lessingstraße,Mitte,Hansaviertel,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003484/index.htm" TARGET="VMS">Fotos</a>,179.1,nein,01-001462,
42550037_42550045.01,Lessingstraße,Mitte,Hansaviertel,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003485/index.htm" TARGET="VMS">Fotos</a>,22.4,nein,01-001463,
42550045_42550046.01,Lessingstraße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003486/index.htm" TARGET="VMS">Fotos</a>,17.1,nein,01-001464,
42550037_42550045.01,Lessingstraße,Mitte,Hansaviertel,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003487/index.htm" TARGET="VMS">Fotos</a>,4.6,nein,01-001465,
42550045_42550043.02,Flensburger Straße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003488/index.htm" TARGET="VMS">Fotos</a>,21.2,nein,01-001466,
42550045_42550046.01,Lessingstraße,Mitte,Hansaviertel,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003489/index.htm" TARGET="VMS">Fotos</a>,22.3,nein,01-001467,
42550045_42550046.01,Lessingstraße,Mitte,Hansaviertel,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00348B/index.htm" TARGET="VMS">Fotos</a>,114.5,nein,01-001468,
42550045_42550046.01,Lessingstraße,Mitte,Hansaviertel,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00348C/index.htm" TARGET="VMS">Fotos</a>,35.8,nein,01-001469,
42550046_42550017.01,Lessingstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003490/index.htm" TARGET="VMS">Fotos</a>,39,nein,01-001470,
42550046_42550017.01,Lessingstraße,Mitte,Moabit,Radwege,Geh-/Radweg durch Markierung unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003492/index.htm" TARGET="VMS">Fotos</a>,55.8,nein,01-001471,
42550022_42550007.01,Stromstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003496/index.htm" TARGET="VMS">Fotos</a>,239,nein,01-001472,
42550022_42550007.01,Stromstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003498/index.htm" TARGET="VMS">Fotos</a>,6.2,nein,01-001473,
42550007_42550028.01,Stromstraße,Mitte,Moabit,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00349A/index.htm" TARGET="VMS">Fotos</a>,61.3,nein,01-001474,
42550007_42550028.01,Stromstraße,Mitte,Moabit,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00349D/index.htm" TARGET="VMS">Fotos</a>,6.4,nein,01-001475,
42550007_42550028.01,Stromstraße,Mitte,Moabit,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00349E/index.htm" TARGET="VMS">Fotos</a>,27.8,nein,01-001476,
42550028_42550025.01,Turmstraße,Mitte,Moabit,Bussonderfahrstreifen,Bussonderfahrstreifen Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034A0/index.htm" TARGET="VMS">Fotos</a>,107.8,nein,01-001477,
42550028_42560028.01,Stromstraße,Mitte,Moabit,Radfahrstreifen,Radfahrstreifen Z 295 ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034A2/index.htm" TARGET="VMS">Fotos</a>,179.7,nein,01-001478,
42560028_42560022.01,Stromstraße,Mitte,Moabit,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034A3/index.htm" TARGET="VMS">Fotos</a>,49.7,nein,01-001479,
42560028_42560022.01,Stromstraße,Mitte,Moabit,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0034A4/index.htm" TARGET="VMS">Fotos</a>,15.2,nein,01-001480,
