AnzahlDerObergeschosse,Bauart_schluessel,Bauart_bezeichnung,AAA-Beschreibung,alias,LageZurErdoberflaeche_schluessel,LageZurErdoberflaeche_bezeichnung,Gebaeudefunktion_schluessel,Gebaeudefunktion_bezeichnung,AnzahlDerUntergeschosse,Gebaeudekennzeichen,Beschreibung_schluessel,Beschreibung_bezeichnung,Strassen_schluessel,Strassen_name,PseudoNummer,LaufendeNummer,Bauweise_schluessel,Bauweise_bezeichnung,Hausnummer,Name,Hochhaus,Zustand_schluessel,Zustand_bezeichnung
1,,,AX_Gebaeude,F11__215787,,,2500,Gebäude zur Versorgung,,11000004054100124,4200,Aus Katasterkarten digitalisiert,05410,Straße des 17. Juni,124,1,,,,,,,
8,,,AX_Gebaeude,F11__215806,,,2020,Bürogebäude,,11000004017580015,4200,Aus Katasterkarten digitalisiert,09234,Margarete-Kühn-Straße,,,,,2,,,,
5,,,AX_Gebaeude,F11__215809,,,1010,Wohnhaus,,11000004049050018,4200,Aus Katasterkarten digitalisiert,04905,Wintersteinstraße,,,2500,Gebäudeblock in geschlossener Bauweise,18,,,,
3,,,AX_Gebaeude,F11__215822,,,2140,Gebäude für Vorratshaltung,,11000004035710011,4200,Aus Katasterkarten digitalisiert,03571,Quedlinburger Straße,11,14,,,,,,,
5,,,AX_Gebaeude,F11__215826,,,1010,Wohnhaus,,11000004026090092,4200,Aus Katasterkarten digitalisiert,02609,Krumme Straße,,,2500,Gebäudeblock in geschlossener Bauweise,92,,,,
5,,,AX_Gebaeude,F11__215832,,,1010,Wohnhaus,,11000004021430036,4200,Aus Katasterkarten digitalisiert,02143,Ilsenburger Straße,,,2500,Gebäudeblock in geschlossener Bauweise,36,,,,
5,,,AX_Gebaeude,F11__215841,,,1010,Wohnhaus,,11000004022890083,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,83,,,,
3,,,AX_Gebaeude,F11__215847,,,2140,Gebäude für Vorratshaltung,,11000004035710011,4200,Aus Katasterkarten digitalisiert,03571,Quedlinburger Straße,11,12,,,,,,,
6,,,AX_Gebaeude,F11__215858,,,1010,Wohnhaus,,11000004022890093,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,93,,,,
1,,,AX_Gebaeude,F11__215872,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,94,,,,,,,
1,,,AX_Gebaeude,F11__215880,,,2410,Betriebsgebäude für Straßenverkehr,,11000004019290041,4200,Aus Katasterkarten digitalisiert,01929,Helmholtzstraße,41,4,,,,,,,
3,,,AX_Gebaeude,F11__215884,,,3021,Allgemein bildende Schule,,11000004008470036,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,,,,,36,Ludwig-Cauer-Grundschule,,,
4,,,AX_Gebaeude,F11__215896,,,2020,Bürogebäude,,11000004013510005,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,5,1,,,,,,,
4,,,AX_Gebaeude,F11__215906,,,2010,Gebäude für Handel und Dienstleistungen,,11000004000940033,4200,Aus Katasterkarten digitalisiert,00094,Alt-Lietzow,,,,,33,,,,
6,,,AX_Gebaeude,F11__215919,,,1010,Wohnhaus,,11000004028770016,4200,Aus Katasterkarten digitalisiert,02877,Lüdtgeweg,,,2500,Gebäudeblock in geschlossener Bauweise,16,,,,
,,,AX_Gebaeude,F11__215928,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000004026090087,4200,Aus Katasterkarten digitalisiert,02609,Krumme Straße,87,1,,,,,,,
6,,,AX_Gebaeude,F11__215935,,,1010,Wohnhaus,,11000004033660104,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,104,,,,
8,,,AX_Gebaeude,F11__215939,,,1010,Wohnhaus,,11000004008470005,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,,,2500,Gebäudeblock in geschlossener Bauweise,5,,,,
1,,,AX_Gebaeude,F11__215946,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,82,,,,,,,
2,,,AX_Gebaeude,F11__215950,,,1010,Wohnhaus,,11000004002520005,4200,Aus Katasterkarten digitalisiert,00252,Am Spreebord,5,3,9999,Sonstiges,,,,,
1,,,AX_Gebaeude,F11__215956,,,2120,Werkstatt,,11000004019290041,4200,Aus Katasterkarten digitalisiert,01929,Helmholtzstraße,41,5,,,,,,,
1,,,AX_Gebaeude,F11__215957,,,1010,Wohnhaus,,11000004054200181,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,181,2,9999,Sonstiges,,,,,
2,,,AX_Gebaeude,F11__215987,,,1010,Wohnhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,25,1100,Freistehendes Einzelgebäude,,,,,
4,,,AX_Gebaeude,F11__215996,,,1010,Wohnhaus,,11000004025310011,4200,Aus Katasterkarten digitalisiert,02531,Kohlrauschstraße,,,2500,Gebäudeblock in geschlossener Bauweise,11B,,,,
5,,,AX_Gebaeude,F11__216005,,,1010,Wohnhaus,,11000004000940020,4200,Aus Katasterkarten digitalisiert,00094,Alt-Lietzow,,,2500,Gebäudeblock in geschlossener Bauweise,20,,,,
3,,,AX_Gebaeude,F11__216018,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004014840019,4200,Aus Katasterkarten digitalisiert,01484,Gaußstraße,,,,,19,,,,
1,,,AX_Gebaeude,F11__216027,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004019290019,4200,Aus Katasterkarten digitalisiert,01929,Helmholtzstraße,19,5,,,,,,,
5,,,AX_Gebaeude,F11__216035,,,1010,Wohnhaus,,11000004022890081,4200,Aus Katasterkarten digitalisiert,04202,Sömmeringstraße,,,2500,Gebäudeblock in geschlossener Bauweise,42,,,,
6,,,AX_Gebaeude,F11__216045,,,1010,Wohnhaus,,11000004033660049,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,49,,,,
2,,,AX_Gebaeude,F11__216046,,,3024,Forschungsinstitut,,11000004000050010,4200,Aus Katasterkarten digitalisiert,00005,Abbestraße,10,1,,,,,,,
1,,,AX_Gebaeude,F11__216051,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,2,,,,,,,
6,,,AX_Gebaeude,F11__216057,,,1010,Wohnhaus,,11000004033660101,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,101,,,,
2,,,AX_Gebaeude,F11__216074,,,2120,Werkstatt,,11000004049050020,4200,Aus Katasterkarten digitalisiert,04905,Wintersteinstraße,20,1,,,,,,,
4,,,AX_Gebaeude,F11__216076,,,1010,Wohnhaus,,11000004027320104,4200,Aus Katasterkarten digitalisiert,02732,Leibnizstraße,104,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
8,,,AX_Gebaeude,F11__216112,,,2050,Geschäftsgebäude,,11000004038750001,4200,Aus Katasterkarten digitalisiert,03875,Salzufer,,,,,1,,,,
1,,,AX_Gebaeude,F11__216140,,,2054,Laden,,11000004019290019,4200,Aus Katasterkarten digitalisiert,01929,Helmholtzstraße,,,,,19,,,,
1,,,AX_Gebaeude,F11__216150,,,2120,Werkstatt,,11000004024390030,4200,Aus Katasterkarten digitalisiert,02439,Klaustaler Straße,30,2,,,,,,,
2,,,AX_Gebaeude,F11__216162,,,1010,Wohnhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,52,1100,Freistehendes Einzelgebäude,,,,,
1,,,AX_Gebaeude,F11__216194,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,85,,,,,,,
6,,,AX_Gebaeude,F11__216197,,,1010,Wohnhaus,,11000004017410037,4200,Aus Katasterkarten digitalisiert,01741,Guerickestraße,,,2500,Gebäudeblock in geschlossener Bauweise,37,,,,
1,,,AX_Gebaeude,F11__216200,,,2463,Garage,,11000004038750015,4200,Aus Katasterkarten digitalisiert,03875,Salzufer,15,7,1300,Einzelgarage,,,,,
7,,,AX_Gebaeude,F11__216212,,,1010,Wohnhaus,,11000004003290007,4200,Aus Katasterkarten digitalisiert,00329,Arcostraße,,,2500,Gebäudeblock in geschlossener Bauweise,7,,,,
1,,,AX_Gebaeude,F11__216225,,,9998,Nach Quellenlage nicht zu spezifizieren,,11000004033660025,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,25,2,,,,,,2000,In ungenutztem Zustand
7,,,AX_Gebaeude,F11__216229,,,1010,Wohnhaus,,11000004069840003,4200,Aus Katasterkarten digitalisiert,06984,Goslarer Platz,,,2500,Gebäudeblock in geschlossener Bauweise,3,,,,
1,,,AX_Gebaeude,F11__216291,,,2140,Gebäude für Vorratshaltung,,11000004000050010,4200,Aus Katasterkarten digitalisiert,00005,Abbestraße,10,8,,,,,,,
5,,,AX_Gebaeude,F11__216303,,,1010,Wohnhaus,,11000004014680017,4200,Aus Katasterkarten digitalisiert,01468,Galvanistraße,,,2500,Gebäudeblock in geschlossener Bauweise,17,,,,
5,,,AX_Gebaeude,F11__216307,,,1010,Wohnhaus,,11000004000940039,4200,Aus Katasterkarten digitalisiert,00094,Alt-Lietzow,,,2500,Gebäudeblock in geschlossener Bauweise,39,,,,
7,,,AX_Gebaeude,F11__216310,,,2020,Bürogebäude,,11000004034030010,4200,Aus Katasterkarten digitalisiert,03403,Pascalstraße,,,,,10A,,,,
4,,,AX_Gebaeude,F11__216312,,,2050,Geschäftsgebäude,,11000004009260002,4200,Aus Katasterkarten digitalisiert,00926,Darwinstraße,,,,,2,,,,
1,,,AX_Gebaeude,F11__216325,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,92,,,,,,,
3,,,AX_Gebaeude,F11__216332,,,1010,Wohnhaus,,11000004021430030,4200,Aus Katasterkarten digitalisiert,02143,Ilsenburger Straße,,,1200,Freistehender Gebäudeblock,30,,,,
5,,,AX_Gebaeude,F11__216346,,,2510,Gebäude zur Wasserversorgung,,11000004014490016,4200,Aus Katasterkarten digitalisiert,01449,Friedrich-Olbricht-Damm,16,15,,,,,,,
1,,,AX_Gebaeude,F11__216348,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,17,,,,,,,
1,,,AX_Gebaeude,F11__216349,,,2460,Gebäude zum Parken,,11000004033660080,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,80,2,,,,,,,
7,,,AX_Gebaeude,F11__216351,,,1010,Wohnhaus,,11000004037480003,4200,Aus Katasterkarten digitalisiert,03748,Röntgenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,3,,,,
5,,,AX_Gebaeude,F11__216359,,,1010,Wohnhaus,,11000004021430037,4200,Aus Katasterkarten digitalisiert,02143,Ilsenburger Straße,,,2500,Gebäudeblock in geschlossener Bauweise,37,,,,
6,,,AX_Gebaeude,F11__216362,,,1010,Wohnhaus,,11000004008470027,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,,,2500,Gebäudeblock in geschlossener Bauweise,27,,,,
4,,,AX_Gebaeude,F11__216394,,,1010,Wohnhaus,,11000004000940005,4200,Aus Katasterkarten digitalisiert,00094,Alt-Lietzow,,,2500,Gebäudeblock in geschlossener Bauweise,5,,,,
2,,,AX_Gebaeude,F11__216396,,,3000,Gebäude für öffentliche Zwecke,1,11000004014490016,9998,Nach Quellenlage nicht zu spezifizieren,01449,Friedrich-Olbricht-Damm,16,18,,,,,,,
6,,,AX_Gebaeude,F11__216400,,,1010,Wohnhaus,,11000004026090081,4200,Aus Katasterkarten digitalisiert,05016,Zillestraße,,,2500,Gebäudeblock in geschlossener Bauweise,44,,,,
2,,,AX_Gebaeude,F11__216409,,,2461,Parkhaus,1,11000004013610033,4200,Aus Katasterkarten digitalisiert,01361,Fraunhoferstraße,33,1,,,,,,,
6,,,AX_Gebaeude,F11__216432,,,1010,Wohnhaus,,11000004017410029,4200,Aus Katasterkarten digitalisiert,01741,Guerickestraße,,,2500,Gebäudeblock in geschlossener Bauweise,29,,,,
2,,,AX_Gebaeude,F11__216438,,,3045,Gotteshaus,,11000004049050024,4200,Aus Katasterkarten digitalisiert,04905,Wintersteinstraße,,,,,24,Russisch-Orthodoxe Kirche,,,
6,,,AX_Gebaeude,F11__216447,,,1010,Wohnhaus,,11000004019290015,4200,Aus Katasterkarten digitalisiert,01929,Helmholtzstraße,,,2500,Gebäudeblock in geschlossener Bauweise,15,,,,
2,,,AX_Gebaeude,F11__216452,,,1130,Wohngebäude mit Gewerbe und Industrie,,11000004008470023,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,23,1,,,,,,,
2,,,AX_Gebaeude,F11__216457,,,2600,Gebäude zur Entsorgung,,11000004021430020,4200,Aus Katasterkarten digitalisiert,02143,Ilsenburger Straße,20,8,,,,,,,
5,,,AX_Gebaeude,F11__216474,,,3024,Forschungsinstitut,,11000004000050004,4200,Aus Katasterkarten digitalisiert,00005,Abbestraße,,,,,8,,,,
1,,,AX_Gebaeude,F11__216505,,,2010,Gebäude für Handel und Dienstleistungen,,11000004038520015,4200,Aus Katasterkarten digitalisiert,03852,Saatwinkler Damm,,,,,15,,,,
1,,,AX_Gebaeude,F11__216507,,,2142,Speichergebäude,,11000004032660026,4200,Aus Katasterkarten digitalisiert,03266,Nordhauser Straße,26,2,,,,,,,
1,,,AX_Gebaeude,F11__216539,,,3013,Post,,11000004047190003,4200,Aus Katasterkarten digitalisiert,04719,Warburgzeile,,,,,3,,,,
4,,,AX_Gebaeude,F11__216574,,,2142,Speichergebäude,,11000004032160029,4200,Aus Katasterkarten digitalisiert,03216,Neues Ufer,,,,,30,,,,
1,,,AX_Gebaeude,F11__216576,,,1010,Wohnhaus,,11000004014840004,4200,Aus Katasterkarten digitalisiert,01484,Gaußstraße,4,1,9999,Sonstiges,,,,,
6,,,AX_Gebaeude,F11__216615,,,1010,Wohnhaus,,11000004036970017,4200,Aus Katasterkarten digitalisiert,03697,Richard-Wagner-Straße,,,2500,Gebäudeblock in geschlossener Bauweise,17,,,,
7,,,AX_Gebaeude,F11__216629,,,1010,Wohnhaus,,11000004037480013,4200,Aus Katasterkarten digitalisiert,03748,Röntgenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,13,,,,
7,,,AX_Gebaeude,F11__216636,,,1010,Wohnhaus,,11000004008470032,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,,,2500,Gebäudeblock in geschlossener Bauweise,32,,,,
5,,,AX_Gebaeude,F11__216644,,,1010,Wohnhaus,,11000004019290028,4200,Aus Katasterkarten digitalisiert,01929,Helmholtzstraße,,,2500,Gebäudeblock in geschlossener Bauweise,28,,,,
2,,,AX_Gebaeude,F11__216646,,,1010,Wohnhaus,,11000004014490024,4200,Aus Katasterkarten digitalisiert,01449,Friedrich-Olbricht-Damm,,,2400,Gruppenhaus,26,,,,
6,,,AX_Gebaeude,F11__216649,,,1010,Wohnhaus,,11000004019290024,4200,Aus Katasterkarten digitalisiert,01929,Helmholtzstraße,,,2500,Gebäudeblock in geschlossener Bauweise,24,,,,
1,,,AX_Gebaeude,F11__216674,,,2520,Gebäude zur Elektrizitätsversorgung,,11000004002520005,4200,Aus Katasterkarten digitalisiert,00252,Am Spreebord,5,46,,,,,,,
5,,,AX_Gebaeude,F11__216682,,,1010,Wohnhaus,,11000004011020071,4200,Aus Katasterkarten digitalisiert,01102,Einsteinufer,,,2500,Gebäudeblock in geschlossener Bauweise,71C,,,,
5,,,AX_Gebaeude,F11__216692,,,3024,Forschungsinstitut,,11000004017410015,4200,Aus Katasterkarten digitalisiert,01741,Guerickestraße,,,,,15,,,,
1,,,AX_Gebaeude,F11__216700,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,7,,,,,,,
1,,,AX_Gebaeude,F11__216714,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,49,,,,,,,
1,,,AX_Gebaeude,F11__216739,,,2460,Gebäude zum Parken,,11000004055650008,4200,Aus Katasterkarten digitalisiert,05565,Schwanenfeldstraße,8,3,,,,,,,
6,,,AX_Gebaeude,F11__216740,,,1010,Wohnhaus,,11000004032660003,4200,Aus Katasterkarten digitalisiert,03266,Nordhauser Straße,,,2500,Gebäudeblock in geschlossener Bauweise,3,,,,
7,,,AX_Gebaeude,F11__216741,,,2020,Bürogebäude,,11000004092000002,4200,Aus Katasterkarten digitalisiert,04749,Wegelystraße,,,,,3,,,,
4,,,AX_Gebaeude,F11__216744,1400,Aufgeständert,2111,Fabrik,,11000004038750013,4200,Aus Katasterkarten digitalisiert,03875,Salzufer,13,2,,,,,,,
2,,,AX_Gebaeude,F11__216755,,,2120,Werkstatt,,11000004013510007,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,,,,,7,,,,
5,,,AX_Gebaeude,F11__216758,,,1010,Wohnhaus,,11000004050160006,4200,Aus Katasterkarten digitalisiert,05016,Zillestraße,,,2500,Gebäudeblock in geschlossener Bauweise,6,,,,
2,,,AX_Gebaeude,F11__216764,,,2120,Werkstatt,,11000004047490001,4200,Aus Katasterkarten digitalisiert,04749,Wegelystraße,1,3,,,,,,,
6,,,AX_Gebaeude,F11__216770,,,1010,Wohnhaus,,11000004032660009,4200,Aus Katasterkarten digitalisiert,03266,Nordhauser Straße,,,2500,Gebäudeblock in geschlossener Bauweise,9,,,,
5,,,AX_Gebaeude,F11__216782,,,3075,Justizvollzugsanstalt,,11000004014490016,4200,Aus Katasterkarten digitalisiert,01449,Friedrich-Olbricht-Damm,16,2,,,,Jugendstrafanstalt Berlin Justizvollzugsanstalt Plötzensee,,,
7,,,AX_Gebaeude,F11__216786,,,1010,Wohnhaus,,11000004033660073,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,73,,,,
2,,,AX_Gebaeude,F11__216787,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004013510008,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,8,5,,,,,,,
1,,,AX_Gebaeude,F11__216794,,,2120,Werkstatt,,11000004008470034,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,34,1,,,,,,,
4,,,AX_Gebaeude,F11__216810,,,1010,Wohnhaus,,11000004049890016,4200,Aus Katasterkarten digitalisiert,04989,Zauritzweg,,,2500,Gebäudeblock in geschlossener Bauweise,18,,,,
1,,,AX_Gebaeude,F11__216824,,,2460,Gebäude zum Parken,,11000004055650004,4200,Aus Katasterkarten digitalisiert,05565,Schwanenfeldstraße,4,1,,,,,,,
5,,,AX_Gebaeude,F11__216828,,,2111,Fabrik,,11000004036970048,4200,Aus Katasterkarten digitalisiert,03697,Richard-Wagner-Straße,48,1,,,,,,,
1,,,AX_Gebaeude,F11__216842,,,2010,Gebäude für Handel und Dienstleistungen,,11000004000940031,4200,Aus Katasterkarten digitalisiert,00094,Alt-Lietzow,31,7,,,,,,,
6,,,AX_Gebaeude,F11__216844,,,1010,Wohnhaus,,11000004025310001,4200,Aus Katasterkarten digitalisiert,02531,Kohlrauschstraße,,,2500,Gebäudeblock in geschlossener Bauweise,1,,,,
8,,,AX_Gebaeude,F11__216846,,,3023,Hochschulgebäude (Fachhochschule Universität),1,11000004013510028,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,,,,,29,Institute der TU,,,
6,,,AX_Gebaeude,F11__216852,,,1010,Wohnhaus,,11000004008470023,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,,,2500,Gebäudeblock in geschlossener Bauweise,23,,,,
1,,,AX_Gebaeude,F11__216866,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,9,,,,,,,
4,,,AX_Gebaeude,F11__216867,,,1010,Wohnhaus,,11000004008470022,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,22,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
6,,,AX_Gebaeude,F11__216884,,,2100,Gebäude für Gewerbe und Industrie,,11000004013510022,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,,,,,22,,,,
1,,,AX_Gebaeude,F11__216886,,,1010,Wohnhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,53,1100,Freistehendes Einzelgebäude,,,,,
1,,,AX_Gebaeude,F11__216905,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004014490039,4200,Aus Katasterkarten digitalisiert,01449,Friedrich-Olbricht-Damm,39,4,,,,,,,
5,,,AX_Gebaeude,F11__216915,1400,Aufgeständert,2020,Bürogebäude,,11000004010090003,4200,Aus Katasterkarten digitalisiert,01009,Dovestraße,,,,,5,,,,
1,,,AX_Gebaeude,F11__216920,,,2460,Gebäude zum Parken,,11000004008470012,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,12,1,,,,,,,
1,,,AX_Gebaeude,F11__216938,,,2054,Laden,,11000004049050012,4200,Aus Katasterkarten digitalisiert,04905,Wintersteinstraße,12,2,,,,,,,
,,,AX_Gebaeude,F11__216942,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000004018380001,4200,Aus Katasterkarten digitalisiert,01838,Harlingeroder Weg,1,1,,,,,,,
1,,,AX_Gebaeude,F11__216951,,,1010,Wohnhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,71,1100,Freistehendes Einzelgebäude,,,,,
2,,,AX_Gebaeude,F11__216977,,,2054,Laden,,11000004051340002,4200,Aus Katasterkarten digitalisiert,05134,Lise-Meitner-Straße,2,1,,,,,,,
4,,,AX_Gebaeude,F11__217000,,,2100,Gebäude für Gewerbe und Industrie,,11000004038750013,4200,Aus Katasterkarten digitalisiert,03875,Salzufer,,,,,14,,,,
6,,,AX_Gebaeude,F11__217003,,,1010,Wohnhaus,,11000004053070028,4200,Aus Katasterkarten digitalisiert,05307,Iburger Ufer,,,2500,Gebäudeblock in geschlossener Bauweise,28,,,,
6,,,AX_Gebaeude,F11__217035,,,1010,Wohnhaus,,11000004022890095,4200,Aus Katasterkarten digitalisiert,06984,Goslarer Platz,,,2500,Gebäudeblock in geschlossener Bauweise,1,,,,
1,,,AX_Gebaeude,F11__217038,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,42,,,,,,,
2,,,AX_Gebaeude,F11__217057,,,1010,Wohnhaus,,11000004054200007,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,7,,1100,Freistehendes Einzelgebäude,,,,,
3,,,AX_Gebaeude,F11__217059,1400,Aufgeständert,3023,Hochschulgebäude (Fachhochschule Universität),,11000004054100144,4200,Aus Katasterkarten digitalisiert,05410,Straße des 17. Juni,,,,,144,Institut für Wasserbau und Wasserwirtschaft,,,
5,,,AX_Gebaeude,F11__217092,,,1010,Wohnhaus,,11000004008470004,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,,,2500,Gebäudeblock in geschlossener Bauweise,4,,,,
8,,,AX_Gebaeude,F11__217104,,,1010,Wohnhaus,,11000004028520012,4200,Aus Katasterkarten digitalisiert,02852,Loschmidtstraße,,,2500,Gebäudeblock in geschlossener Bauweise,12,,,,
6,,,AX_Gebaeude,F11__217115,,,1010,Wohnhaus,,11000004019290037,4200,Aus Katasterkarten digitalisiert,03128,Morsestraße,,,2500,Gebäudeblock in geschlossener Bauweise,3,,,,
6,,,AX_Gebaeude,F11__217127,,,1010,Wohnhaus,,11000004022890034,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,34A,,,,
2,,,AX_Gebaeude,F11__217137,,,3023,Hochschulgebäude (Fachhochschule Universität),,11000004011020043,4200,Aus Katasterkarten digitalisiert,01102,Einsteinufer,43,1,,,,TFH Berlin,,,
1,,,AX_Gebaeude,F11__217141,,,2621,Müllbunker,,11000004017410013,4200,Aus Katasterkarten digitalisiert,01741,Guerickestraße,13,2,,,,,,,
4,,,AX_Gebaeude,F11__217151,,,1010,Wohnhaus,,11000004017410032,4200,Aus Katasterkarten digitalisiert,01741,Guerickestraße,,,2500,Gebäudeblock in geschlossener Bauweise,32D,,,,
6,,,AX_Gebaeude,F11__217155,,,2521,Elektrizitätswerk,,11000004002520005,4200,Aus Katasterkarten digitalisiert,00252,Am Spreebord,,,,,5,Kraftwerk Charlottenburg (stillgelegt),,,
,,,AX_Gebaeude,F11__217200,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000004000940001,4200,Aus Katasterkarten digitalisiert,00094,Alt-Lietzow,1,1,,,,,,,
2,,,AX_Gebaeude,F11__217213,,,2600,Gebäude zur Entsorgung,,11000004021430020,4200,Aus Katasterkarten digitalisiert,02143,Ilsenburger Straße,20,11,,,,,,,
1,,,AX_Gebaeude,F11__217215,,,2142,Speichergebäude,,11000004038750001,4200,Aus Katasterkarten digitalisiert,03875,Salzufer,1,2,,,,,,,
8,,,AX_Gebaeude,F11__217247,,,3023,Hochschulgebäude (Fachhochschule Universität),,11000004011020039,4200,Aus Katasterkarten digitalisiert,01102,Einsteinufer,,,,,39,TU TU Berlin,,,
8,,,AX_Gebaeude,F11__217251,,,1000,Wohngebäude,,11000004011680006,9998,Nach Quellenlage nicht zu spezifizieren,01168,Englische Straße,,,,,6,,,3000,Geplant und beantragt
3,,,AX_Gebaeude,F11__217265,,,3221,Hallenbad,,11000004026090010,4200,Aus Katasterkarten digitalisiert,02609,Krumme Straße,10,3,,,,,,,
2,,,AX_Gebaeude,F11__217267,,,1010,Wohnhaus,,11000004014490039,4200,Aus Katasterkarten digitalisiert,01449,Friedrich-Olbricht-Damm,,,1100,Freistehendes Einzelgebäude,39,,,,
5,,,AX_Gebaeude,F11__217269,,,2020,Bürogebäude,,11000004017410027,4200,Aus Katasterkarten digitalisiert,01741,Guerickestraße,,,,,27,Botschaft Nepal,,,
1,,,AX_Gebaeude,F11__217270,,,2523,Umformer,,11000004000050005,4200,Aus Katasterkarten digitalisiert,00005,Abbestraße,5,1,,,,,,,
7,,,AX_Gebaeude,F11__217271,,,1010,Wohnhaus,,11000004014680007,4200,Aus Katasterkarten digitalisiert,01468,Galvanistraße,,,2500,Gebäudeblock in geschlossener Bauweise,7,,,,
1,,,AX_Gebaeude,F11__217273,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,11,,,,,,,
7,,,AX_Gebaeude,F11__217283,,,1010,Wohnhaus,,11000004022890082,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,82,,,,
,,,AX_Gebaeude,F11__217339,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000004019290037,4200,Aus Katasterkarten digitalisiert,01929,Helmholtzstraße,37,1,,,,,,,
