AnzahlDerObergeschosse,Bauart_schluessel,Bauart_bezeichnung,AAA-Beschreibung,alias,LageZurErdoberflaeche_schluessel,LageZurErdoberflaeche_bezeichnung,Gebaeudefunktion_schluessel,Gebaeudefunktion_bezeichnung,AnzahlDerUntergeschosse,Gebaeudekennzeichen,Beschreibung_schluessel,Beschreibung_bezeichnung,Strassen_schluessel,Strassen_name,PseudoNummer,LaufendeNummer,Bauweise_schluessel,Bauweise_bezeichnung,Hausnummer,Name,Hochhaus,Zustand_schluessel,Zustand_bezeichnung
6,,,AX_Gebaeude,F11__217348,,,1000,Wohngebäude,,11000004013610023,9998,Nach Quellenlage nicht zu spezifizieren,01361,Fraunhoferstraße,23,1,,,,,,,
6,,,AX_Gebaeude,F11__217359,,,1010,Wohnhaus,,11000004022890039,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,39,,,,
3,,,AX_Gebaeude,F11__217366,,,1010,Wohnhaus,,11000004050160017,4200,Aus Katasterkarten digitalisiert,05016,Zillestraße,,,2500,Gebäudeblock in geschlossener Bauweise,17,,,,
1,,,AX_Gebaeude,F11__217380,,,2460,Gebäude zum Parken,,11000004033660080,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,80,4,,,,,,,
3,,,AX_Gebaeude,F11__217390,,,2142,Speichergebäude,,11000004013510009,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,9,2,,,,,,,
2,,,AX_Gebaeude,F11__217415,,,2120,Werkstatt,,11000004035710004,4200,Aus Katasterkarten digitalisiert,03571,Quedlinburger Straße,,,,,4,,,,
6,,,AX_Gebaeude,F11__217422,,,1010,Wohnhaus,,11000004004670001,4200,Aus Katasterkarten digitalisiert,00467,Behaimstraße,,,2500,Gebäudeblock in geschlossener Bauweise,1,,,,
1,,,AX_Gebaeude,F11__217431,,,2460,Gebäude zum Parken,,11000004037480011,4200,Aus Katasterkarten digitalisiert,03748,Röntgenstraße,11,3,,,,,,,
6,,,AX_Gebaeude,F11__217440,,,2030,Kreditinstitut,,11000004033660097,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,,,,,97,,,,
1,,,AX_Gebaeude,F11__217452,,,2523,Umformer,,11000004069650008,4200,Aus Katasterkarten digitalisiert,06965,Ernst-Reuter-Platz,8,2,,,,,,,
6,,,AX_Gebaeude,F11__217475,,,1010,Wohnhaus,,11000004053070022,4200,Aus Katasterkarten digitalisiert,05307,Iburger Ufer,,,2500,Gebäudeblock in geschlossener Bauweise,22,,,,
6,,,AX_Gebaeude,F11__217496,,,1010,Wohnhaus,,11000004033660051,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,51,,,,
1,,,AX_Gebaeude,F11__217497,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200012,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,12,1,,,,,,,
1,,,AX_Gebaeude,F11__217505,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004017410027,4200,Aus Katasterkarten digitalisiert,01741,Guerickestraße,27,1,,,,,,,
1,,,AX_Gebaeude,F11__217514,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000004022890086,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,86,1,,,,,,,
5,,,AX_Gebaeude,F11__217525,,,1010,Wohnhaus,,11000004032660005,4200,Aus Katasterkarten digitalisiert,03266,Nordhauser Straße,,,2500,Gebäudeblock in geschlossener Bauweise,6,,,,
7,,,AX_Gebaeude,F11__217532,1400,Aufgeständert,1022,Seniorenheim,,11000004053070010,4200,Aus Katasterkarten digitalisiert,05307,Iburger Ufer,,,,,14,,,,
1,,,AX_Gebaeude,F11__217538,,,2100,Gebäude für Gewerbe und Industrie,,11000004035710002,4200,Aus Katasterkarten digitalisiert,03571,Quedlinburger Straße,2,1,,,,,,,
3,,,AX_Gebaeude,F11__217551,,,1120,Wohngebäude mit Handel und Dienstleistungen,,11000004009260001,4200,Aus Katasterkarten digitalisiert,00926,Darwinstraße,,,,,1,,,,
6,,,AX_Gebaeude,F11__217567,,,1010,Wohnhaus,,11000004003290010,4200,Aus Katasterkarten digitalisiert,00329,Arcostraße,,,2500,Gebäudeblock in geschlossener Bauweise,12,,,,
1,,,AX_Gebaeude,F11__217571,,,2120,Werkstatt,,11000004014490039,4200,Aus Katasterkarten digitalisiert,01449,Friedrich-Olbricht-Damm,39,3,,,,,,,
1,,,AX_Gebaeude,F11__217574,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,29,,,,,,,
7,,,AX_Gebaeude,F11__217576,,,1010,Wohnhaus,,11000004018380001,4200,Aus Katasterkarten digitalisiert,03571,Quedlinburger Straße,,,2500,Gebäudeblock in geschlossener Bauweise,22,,,,
,,,AX_Gebaeude,F11__217579,1200,Unter der Erdoberfläche,2465,Tiefgarage,2,11000004009260013,4200,Aus Katasterkarten digitalisiert,00926,Darwinstraße,13,1,,,,,,,
2,,,AX_Gebaeude,F11__217589,,,1010,Wohnhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,,,1100,Freistehendes Einzelgebäude,197,,,,
3,,,AX_Gebaeude,F11__217615,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004013510011,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,11,1,,,,,,,
2,,,AX_Gebaeude,F11__217626,,,2120,Werkstatt,,11000004049050016,4200,Aus Katasterkarten digitalisiert,04905,Wintersteinstraße,16,2,,,,,,,
1,,,AX_Gebaeude,F11__217631,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,36,,,,,,,
2,,,AX_Gebaeude,F11__217634,,,2120,Werkstatt,,11000004033660029,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,29,1,,,,,,,
5,,,AX_Gebaeude,F11__217650,,,1010,Wohnhaus,,11000004032660010,4200,Aus Katasterkarten digitalisiert,03266,Nordhauser Straße,,,2500,Gebäudeblock in geschlossener Bauweise,10,,,,
2,,,AX_Gebaeude,F11__217652,,,1010,Wohnhaus,,11000004014490020,4200,Aus Katasterkarten digitalisiert,01449,Friedrich-Olbricht-Damm,,,2400,Gruppenhaus,22,,,,
11,,,AX_Gebaeude,F11__217658,1400,Aufgeständert,3023,Hochschulgebäude (Fachhochschule Universität),,11000004054100136,4200,Aus Katasterkarten digitalisiert,05410,Straße des 17. Juni,,,,,136,Institut für Mathematik,,,
7,,,AX_Gebaeude,F11__217672,,,2160,Gebäude für Forschungszwecke,,11000004060460001,4200,Aus Katasterkarten digitalisiert,06046,Carnotstraße,,,,,1A,,,,
1,,,AX_Gebaeude,F11__217674,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004033660080,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,80,3,,,,,,,
6,,,AX_Gebaeude,F11__217681,,,1010,Wohnhaus,,11000004003290018,4200,Aus Katasterkarten digitalisiert,00329,Arcostraße,,,2500,Gebäudeblock in geschlossener Bauweise,18,,,,
1,,,AX_Gebaeude,F11__217686,,,2621,Müllbunker,,11000004018380001,4200,Aus Katasterkarten digitalisiert,01838,Harlingeroder Weg,1,2,,,,,,,
5,,,AX_Gebaeude,F11__217694,,,1010,Wohnhaus,,11000004008470024,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,,,2500,Gebäudeblock in geschlossener Bauweise,24,,,,
6,,,AX_Gebaeude,F11__217711,,,1010,Wohnhaus,,11000004019290025,4200,Aus Katasterkarten digitalisiert,01929,Helmholtzstraße,,,2500,Gebäudeblock in geschlossener Bauweise,25,,,,
4,,,AX_Gebaeude,F11__217716,,,1010,Wohnhaus,,11000004011020069,4200,Aus Katasterkarten digitalisiert,01102,Einsteinufer,,,2500,Gebäudeblock in geschlossener Bauweise,69C,,,,
5,,,AX_Gebaeude,F11__217719,,,1010,Wohnhaus,,11000004026090002,4200,Aus Katasterkarten digitalisiert,02609,Krumme Straße,,,2500,Gebäudeblock in geschlossener Bauweise,2,,,,
6,,,AX_Gebaeude,F11__217725,,,1010,Wohnhaus,,11000004033660061,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,61,,,,
4,,,AX_Gebaeude,F11__217728,,,1120,Wohngebäude mit Handel und Dienstleistungen,,11000004033660029,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,,,,,29,,,,
6,,,AX_Gebaeude,F11__217733,,,1010,Wohnhaus,,11000004017410003,4200,Aus Katasterkarten digitalisiert,01741,Guerickestraße,,,2500,Gebäudeblock in geschlossener Bauweise,3,,,,
6,,,AX_Gebaeude,F11__217737,,,3023,Hochschulgebäude (Fachhochschule Universität),,11000004038750017,4200,Aus Katasterkarten digitalisiert,03875,Salzufer,17,5,,,,,,,
1,,,AX_Gebaeude,F11__217749,,,2200,Sonstiges Gebäude für Gewerbe und Industrie,,11000004035710015,4200,Aus Katasterkarten digitalisiert,03571,Quedlinburger Straße,,,,,15,,,,
1,,,AX_Gebaeude,F11__217756,,,2100,Gebäude für Gewerbe und Industrie,,11000004014490047,4200,Aus Katasterkarten digitalisiert,01449,Friedrich-Olbricht-Damm,47,1,,,,,,,
6,,,AX_Gebaeude,F11__217758,,,1010,Wohnhaus,,11000004033660069,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,69,,,,
8,,,AX_Gebaeude,F11__217773,,,2020,Bürogebäude,,11000004019290009,4200,Aus Katasterkarten digitalisiert,01929,Helmholtzstraße,,,,,9,,,,
2,,,AX_Gebaeude,F11__217816,,,2142,Speichergebäude,,11000004038750020,4200,Aus Katasterkarten digitalisiert,03875,Salzufer,20,1,,,,,,,
1,,,AX_Gebaeude,F11__217821,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,64,,,,,,,
8,,,AX_Gebaeude,F11__217839,,,1010,Wohnhaus,,11000004013610024,4200,Aus Katasterkarten digitalisiert,01361,Fraunhoferstraße,,,2500,Gebäudeblock in geschlossener Bauweise,24,,,,
,,,AX_Gebaeude,F11__217842,1200,Unter der Erdoberfläche,2465,Tiefgarage,2,11000004092000002,4200,Aus Katasterkarten digitalisiert,09200,Herbert-Lewin-Platz,2,1,,,,,,,
2,,,AX_Gebaeude,F11__217866,,,3021,Allgemein bildende Schule,,11000004036970030,4200,Aus Katasterkarten digitalisiert,03697,Richard-Wagner-Straße,,,,,30,Arno-Fuchs-Schule,,,
1,,,AX_Gebaeude,F11__217870,,,2523,Umformer,,11000004051340010,4200,Aus Katasterkarten digitalisiert,05134,Lise-Meitner-Straße,10,1,,,,,,,
5,,,AX_Gebaeude,F11__217871,,,2120,Werkstatt,,11000004013510001,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,1,4,,,,,,,
5,,,AX_Gebaeude,F11__217874,,,1010,Wohnhaus,,11000004036970013,4200,Aus Katasterkarten digitalisiert,03697,Richard-Wagner-Straße,,,2500,Gebäudeblock in geschlossener Bauweise,13,,,,
2,,,AX_Gebaeude,F11__217876,,,2142,Speichergebäude,,11000004013510009,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,9,1,,,,,,,
3,,,AX_Gebaeude,F11__217886,,,2054,Laden,,11000004013510011,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,11,9,,,,,,,
2,,,AX_Gebaeude,F11__217899,,,2120,Werkstatt,,11000004035710010,4200,Aus Katasterkarten digitalisiert,03571,Quedlinburger Straße,10,4,,,,,,,
6,,,AX_Gebaeude,F11__217903,,,1000,Wohngebäude,,11000004013610023,9998,Nach Quellenlage nicht zu spezifizieren,01361,Fraunhoferstraße,23,2,,,,,,,
1,,,AX_Gebaeude,F11__217909,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004054200197,4200,Aus Katasterkarten digitalisiert,05420,Heckerdamm,197,60,,,,,,,
3,,,AX_Gebaeude,F11__217913,,,3000,Gebäude für öffentliche Zwecke,,11000004014490017,9998,Nach Quellenlage nicht zu spezifizieren,01449,Friedrich-Olbricht-Damm,,,,,17,Justizvollzugsanstalt Charlottenburg,,,
3,,,AX_Gebaeude,F11__217920,,,2050,Geschäftsgebäude,,11000004013510024,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,,,,,24,,,,
1,,,AX_Gebaeude,F11__217930,,,2120,Werkstatt,,11000004014490016,4200,Aus Katasterkarten digitalisiert,01449,Friedrich-Olbricht-Damm,16,4,,,,,,,
1,,,AX_Gebaeude,F11__217934,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000004011680005,4200,Aus Katasterkarten digitalisiert,01168,Englische Straße,5,1,,,,,,,
3,,,AX_Gebaeude,F11__217941,,,2522,Umspannwerk,,11000004049890015,4200,Aus Katasterkarten digitalisiert,04989,Zauritzweg,,,,,15,,,,
6,,,AX_Gebaeude,F11__217960,,,1010,Wohnhaus,,11000004050160007,4200,Aus Katasterkarten digitalisiert,05016,Zillestraße,,,2500,Gebäudeblock in geschlossener Bauweise,7,,,,
1,,,AX_Gebaeude,F11__217984,,,2523,Umformer,,11000004035710011,4200,Aus Katasterkarten digitalisiert,03571,Quedlinburger Straße,11,9,,,,,,,
2,,,AX_Gebaeude,F11__218012,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004014840009,4200,Aus Katasterkarten digitalisiert,01484,Gaußstraße,,,,,9,,,,
1,,,AX_Gebaeude,F11__218230,,,2120,Werkstatt,,11000004019290024,4200,Aus Katasterkarten digitalisiert,01929,Helmholtzstraße,24,1,,,,,,,
5,,,AX_Gebaeude,F11__218277,,,1010,Wohnhaus,,11000004017410032,4200,Aus Katasterkarten digitalisiert,01741,Guerickestraße,,,2500,Gebäudeblock in geschlossener Bauweise,32B,,,,
10,,,AX_Gebaeude,F11__218301,,,1010,Wohnhaus,,11000004010090003,4200,Aus Katasterkarten digitalisiert,01009,Dovestraße,,,9999,Sonstiges,3A,,true,,
7,,,AX_Gebaeude,F11__218336,,,1010,Wohnhaus,,11000004018040023,4200,Aus Katasterkarten digitalisiert,01804,Hallerstraße,,,2500,Gebäudeblock in geschlossener Bauweise,23,,,,
1,,,AX_Gebaeude,F11__218338,,,2460,Gebäude zum Parken,,11000004048030022,4200,Aus Katasterkarten digitalisiert,04803,Wernigeroder Straße,22,1,,,,,,,
2,,,AX_Gebaeude,F11__218354,,,3000,Gebäude für öffentliche Zwecke,,11000004014490017,9998,Nach Quellenlage nicht zu spezifizieren,01449,Friedrich-Olbricht-Damm,17,3,,,,,,,
6,,,AX_Gebaeude,F11__218383,,,2071,Hotel Motel, Pension,,11000004035710044,4200,Aus Katasterkarten digitalisiert,04202,Sömmeringstraße,,,,,24,,,,
5,,,AX_Gebaeude,F11__218395,,,2160,Gebäude für Forschungszwecke,,11000004060460001,4200,Aus Katasterkarten digitalisiert,06046,Carnotstraße,,,,,1,,,,
7,,,AX_Gebaeude,F11__218432,,,1010,Wohnhaus,,11000004008470018,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,,,2500,Gebäudeblock in geschlossener Bauweise,19A,,,,
5,,,AX_Gebaeude,F11__218434,,,1010,Wohnhaus,,11000004026090012,4200,Aus Katasterkarten digitalisiert,02609,Krumme Straße,,,2500,Gebäudeblock in geschlossener Bauweise,12,,,,
6,,,AX_Gebaeude,F11__218466,,,1010,Wohnhaus,,11000004022890048,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,48,,,,
6,,,AX_Gebaeude,F11__218472,,,2111,Fabrik,,11000004021430015,4200,Aus Katasterkarten digitalisiert,02143,Ilsenburger Straße,,,,,15,,,,
1,,,AX_Gebaeude,F11__218477,,,2142,Speichergebäude,,11000004026090004,4200,Aus Katasterkarten digitalisiert,02609,Krumme Straße,4,3,,,,,,,
8,,,AX_Gebaeude,F11__218480,,,2020,Bürogebäude,,11000004051340001,4200,Aus Katasterkarten digitalisiert,05134,Lise-Meitner-Straße,,,,,1,,,,
9,,,AX_Gebaeude,F11__218501,,,1010,Wohnhaus,,11000004010090005,4200,Aus Katasterkarten digitalisiert,01009,Dovestraße,,,9999,Sonstiges,5A,,true,,
2,,,AX_Gebaeude,F11__218502,,,2111,Fabrik,,11000004038520009,4200,Aus Katasterkarten digitalisiert,03852,Saatwinkler Damm,9,1,,,,,,,
1,,,AX_Gebaeude,F11__218526,,,2462,Parkdeck,,11000004032660016,4200,Aus Katasterkarten digitalisiert,03266,Nordhauser Straße,16,1,,,,,,,
2,,,AX_Gebaeude,F11__218527,,,1010,Wohnhaus,,11000004014490028,4200,Aus Katasterkarten digitalisiert,01449,Friedrich-Olbricht-Damm,,,2400,Gruppenhaus,30,,,,
1,,,AX_Gebaeude,F11__218528,,,2120,Werkstatt,,11000004003290009,4200,Aus Katasterkarten digitalisiert,00329,Arcostraße,9,2,,,,,,,
1,,,AX_Gebaeude,F11__218547,,,2142,Speichergebäude,,11000004002520005,4200,Aus Katasterkarten digitalisiert,00252,Am Spreebord,5,30,,,,,,,
6,,,AX_Gebaeude,F11__218550,,,1010,Wohnhaus,,11000004013610027,4200,Aus Katasterkarten digitalisiert,01361,Fraunhoferstraße,,,2500,Gebäudeblock in geschlossener Bauweise,27,,,,
1,,,AX_Gebaeude,F11__218559,,,2054,Laden,,11000004033660101,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,101,3,,,,,,,
,,,AX_Gebaeude,F11__218567,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000004026090086,4200,Aus Katasterkarten digitalisiert,02609,Krumme Straße,86,1,,,,,,,
5,,,AX_Gebaeude,F11__218610,,,2461,Parkhaus,1,11000004050160050,4200,Aus Katasterkarten digitalisiert,05016,Zillestraße,,,,,50,,,,
1,,,AX_Gebaeude,F11__218653,,,2100,Gebäude für Gewerbe und Industrie,,11000004003290009,4200,Aus Katasterkarten digitalisiert,00329,Arcostraße,,,,,9,,,,
1,,,AX_Gebaeude,F11__218658,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004016320041,4200,Aus Katasterkarten digitalisiert,01632,Goslarer Ufer,41,5,,,,,,,
,,,AX_Gebaeude,F11__218670,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000004053070004,4200,Aus Katasterkarten digitalisiert,05307,Iburger Ufer,4,1,,,,,,,
1,,,AX_Gebaeude,F11__218671,,,2523,Umformer,,11000004051340045,4200,Aus Katasterkarten digitalisiert,05134,Lise-Meitner-Straße,45,,,,,,,,
1,,,AX_Gebaeude,F11__218720,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000004014840015,4200,Aus Katasterkarten digitalisiert,01484,Gaußstraße,15,1,,,,,,,
6,,,AX_Gebaeude,F11__218774,,,1120,Wohngebäude mit Handel und Dienstleistungen,,11000004033660084,4200,Aus Katasterkarten digitalisiert,03366,Otto-Suhr-Allee,,,,,84,,,,
3,,,AX_Gebaeude,F11__218822,,,2520,Gebäude zur Elektrizitätsversorgung,,11000004002520005,4200,Aus Katasterkarten digitalisiert,00252,Am Spreebord,5,2,,,,,,,
6,,,AX_Gebaeude,F11__218824,,,1010,Wohnhaus,,11000004008470010,4200,Aus Katasterkarten digitalisiert,00847,Cauerstraße,,,2500,Gebäudeblock in geschlossener Bauweise,10,,,,
1,,,AX_Gebaeude,F11__218835,,,2460,Gebäude zum Parken,,11000004037480013,4200,Aus Katasterkarten digitalisiert,03748,Röntgenstraße,13A,1,,,,,,,
1,,,AX_Gebaeude,F11__218838,,,3080,Friedhofsgebäude,,11000004017410007,4200,Aus Katasterkarten digitalisiert,01741,Guerickestraße,7,5,,,,,,,
1,,,AX_Gebaeude,F11__218844,,,2520,Gebäude zur Elektrizitätsversorgung,,11000004038750017,4200,Aus Katasterkarten digitalisiert,03875,Salzufer,17,18,,,,,,,
1,,,AX_Gebaeude,F11__218859,,,2460,Gebäude zum Parken,,11000004017410027,4200,Aus Katasterkarten digitalisiert,01741,Guerickestraße,27,2,,,,,,,
2,,,AX_Gebaeude,F11__218861,,,2054,Laden,,11000004013510011,4200,Aus Katasterkarten digitalisiert,01351,Franklinstraße,11,12,,,,,,,
10,,,AX_Gebaeude,F11__218877,,,1010,Wohnhaus,,11000004010090011,4200,Aus Katasterkarten digitalisiert,01009,Dovestraße,,,9999,Sonstiges,13,,true,,
1,,,AX_Gebaeude,F11__218935,,,3010,Verwaltungsgebäude,,11000004011020056,4200,Aus Katasterkarten digitalisiert,01102,Einsteinufer,,,,,56,,,,
7,,,AX_Gebaeude,F11__218965,,,1010,Wohnhaus,,11000004022890086,4200,Aus Katasterkarten digitalisiert,02289,Kaiserin-Augusta-Allee,,,2500,Gebäudeblock in geschlossener Bauweise,86C,,,,
,,,AX_Gebaeude,F11__218969,1200,Unter der Erdoberfläche,2465,Tiefgarage,1,11000004056790008,4200,Aus Katasterkarten digitalisiert,05679,Heisenbergstraße,8,1,,,,,,,
1,,,AX_Gebaeude,F11__526001,,,2100,Gebäude für Gewerbe und Industrie,,11000001005430044,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,44N,21,,,,,,,
6,,,AX_Gebaeude,F11__526004,,,1010,Wohnhaus,,11000001005430044,4200,Aus Katasterkarten digitalisiert,00543,Beusselstraße,,,2500,Gebäudeblock in geschlossener Bauweise,44R,,,,
5,,,AX_Gebaeude,F11__526010,,,1010,Wohnhaus,,11000001045690045,4200,Aus Katasterkarten digitalisiert,04569,Turmstraße,,,2500,Gebäudeblock in geschlossener Bauweise,45,,,,
6,,,AX_Gebaeude,F11__526011,,,1010,Wohnhaus,,11000001037870023,4200,Aus Katasterkarten digitalisiert,03787,Rostocker Straße,,,2500,Gebäudeblock in geschlossener Bauweise,23,,,,
5,,,AX_Gebaeude,F11__526014,,,1010,Wohnhaus,,11000001011200029,4200,Aus Katasterkarten digitalisiert,01120,Elberfelder Straße,,,2500,Gebäudeblock in geschlossener Bauweise,29,,,,
3,,,AX_Gebaeude,F11__526016,,,1010,Wohnhaus,,11000001041730008,4200,Aus Katasterkarten digitalisiert,04173,Siemensstraße,,,2500,Gebäudeblock in geschlossener Bauweise,8,,,,
5,,,AX_Gebaeude,F11__526019,,,1010,Wohnhaus,,11000001024150005,4200,Aus Katasterkarten digitalisiert,02415,Kirchstraße,,,2500,Gebäudeblock in geschlossener Bauweise,5,,,,
4,,,AX_Gebaeude,F11__526034,,,1010,Wohnhaus,,11000001005740054,4200,Aus Katasterkarten digitalisiert,00574,Birkenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,54,,,,
1,,,AX_Gebaeude,F11__526042,,,2142,Speichergebäude,,11000001041730008,4200,Aus Katasterkarten digitalisiert,04173,Siemensstraße,8,1,,,,,,,
5,,,AX_Gebaeude,F11__526058,,,1010,Wohnhaus,,11000001028690023,4200,Aus Katasterkarten digitalisiert,02869,Lübecker Straße,23,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
6,,,AX_Gebaeude,F11__526062,,,1010,Wohnhaus,,11000001041700012,4200,Aus Katasterkarten digitalisiert,04170,Siegmunds Hof,,,1200,Freistehender Gebäudeblock,12A,,,,
5,,,AX_Gebaeude,F11__526064,,,1010,Wohnhaus,,11000001041620074,4200,Aus Katasterkarten digitalisiert,04162,Sickingenstraße,,,2500,Gebäudeblock in geschlossener Bauweise,74,,,,
1,,,AX_Gebaeude,F11__526069,,,2080,Gebäude für Bewirtung,,11000001043570010,4200,Aus Katasterkarten digitalisiert,04357,Stromstraße,,,,,10B,,,,
5,,,AX_Gebaeude,F11__526072,,,1010,Wohnhaus,,11000001028690013,4200,Aus Katasterkarten digitalisiert,02869,Lübecker Straße,13,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
3,,,AX_Gebaeude,F11__526082,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000001048170001,4200,Aus Katasterkarten digitalisiert,04817,Westhafenstraße,1,50,,,,,,,
1,,,AX_Gebaeude,F11__526084,,,2143,Lagerhalle Lagerschuppen, Lagerhaus,,11000001035760089,4200,Aus Katasterkarten digitalisiert,03576,Quitzowstraße,89,2,,,,,,,
5,,,AX_Gebaeude,F11__526088,,,1010,Wohnhaus,,11000001006250020,4200,Aus Katasterkarten digitalisiert,00625,Bochumer Straße,,,2500,Gebäudeblock in geschlossener Bauweise,20,,,,
1,,,AX_Gebaeude,F11__526099,,,2463,Garage,,11000001000990080,4200,Aus Katasterkarten digitalisiert,00099,Alt-Moabit,80,4,1300,Einzelgarage,,,,,
5,,,AX_Gebaeude,F11__526102,,,2461,Parkhaus,,11000001021290050,4200,Aus Katasterkarten digitalisiert,02129,Huttenstraße,50,5,,,,,,,
4,,,AX_Gebaeude,F11__526113,,,2140,Gebäude für Vorratshaltung,,11000001021290012,4200,Aus Katasterkarten digitalisiert,02129,Huttenstraße,12,5,,,,,,,
1,,,AX_Gebaeude,F11__526123,,,2520,Gebäude zur Elektrizitätsversorgung,,11000001007130031,4200,Aus Katasterkarten digitalisiert,00713,Bredowstraße,31,1,,,,,,,
5,,,AX_Gebaeude,F11__526128,,,1010,Wohnhaus,,11000001035650012,4200,Aus Katasterkarten digitalisiert,03565,Putlitzstraße,,,2500,Gebäudeblock in geschlossener Bauweise,12,,,,
2,,,AX_Gebaeude,F11__526132,,,1010,Wohnhaus,,11000001048350016,4200,Aus Katasterkarten digitalisiert,04835,Wiclefstraße,16,3,2500,Gebäudeblock in geschlossener Bauweise,,,,,
5,,,AX_Gebaeude,F11__526134,,,1010,Wohnhaus,,11000001048690060,4200,Aus Katasterkarten digitalisiert,04869,Wilhelmshavener Straße,,,2500,Gebäudeblock in geschlossener Bauweise,60,,,,
5,,,AX_Gebaeude,F11__526137,,,1010,Wohnhaus,,11000001005080002,4200,Aus Katasterkarten digitalisiert,00508,Berlichingenstraße,2,2,2500,Gebäudeblock in geschlossener Bauweise,,,,,
4,,,AX_Gebaeude,F11__526138,,,3030,Gebäude für kulturelle Zwecke,,11000001045690075,4200,Aus Katasterkarten digitalisiert,04569,Turmstraße,,,,,75,BA Mitte Musikschule Fanny Hensel,,,
5,,,AX_Gebaeude,F11__526155,,,1010,Wohnhaus,,11000001010060006,4200,Aus Katasterkarten digitalisiert,01006,Dortmunder Straße,,,2500,Gebäudeblock in geschlossener Bauweise,6,,,,
1,,,AX_Gebaeude,F11__526161,,,2463,Garage,,11000001041730026,4200,Aus Katasterkarten digitalisiert,04173,Siemensstraße,26,1,1400,Doppelgarage,,,,,
5,,,AX_Gebaeude,F11__526167,,,1010,Wohnhaus,,11000001006250023,4200,Aus Katasterkarten digitalisiert,00625,Bochumer Straße,23,1,2500,Gebäudeblock in geschlossener Bauweise,,,,,
