ELEM_NR,STRSCHL,STR_NAME,STRKLASSE1,STRKLASSE,STRKLASSE2,VRICHT,BEZIRK,STADTTEIL,EBENE,VON_VP,BIS_VP,LAENGE,GILT_VON,OKSTRA_ID,alias,STR_BEZ
39560047_40560016.01,16200,KGA Stichkanal,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,39560047,40560016,122.08,20120801,6ABAF29C0446402DA7FADB3913057643,KGA Stichkanal,
40560021_40560020.01,16201,KGA Stichkanal-Mulde,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40560021,40560020,335.18,20120801,4A95E97659834FB99A43A279EC997EEB,KGA Stichkanal-Mulde,
40560021_40560022.01,16202,KGA Stichkanal-Wickelshof,V,P,KGA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40560021,40560022,386.95,20120801,20690F5535634C4FAEA5B7A0C894FD52,KGA Stichkanal-Wickelshof,
41570002_41570025.01,99054,100 AS Beusselstr AS Seestr Hauptfahrbahn >W,II,A,AUBA,R,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,41570002,41570025,515.11,20131204,0C46B6C419764869949FCAB51D57EA29,100 AS Beusselstr AS Seestr Hauptfahrbahn >W,A100
41570018_41570025.01,99056,100 AS Beusselstr AS Seestr Einf v Beusselstr,II,A,AUBA,R,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,41570018,41570025,271.92,20131204,46A12ECDF76F45A98F1C6063D789038D,100 AS Beusselstr AS Seestr Einf v Beusselstr,
41570025_40570041.01,05577,A 100 BAB Stadtring,II,A,AUBA,R,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,41570025,40570041,241.01,20130115,0ED1C5CE9A8345839E3288AAD24D8907,A 100 BAB Stadtring,A100
40570041_39560048.01,05577,A 100 BAB Stadtring,II,A,AUBA,R,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570041,39560048,1245.39,20130130,20685424C3AD43FFA5F4D3901F45F6A0,A 100 BAB Stadtring,A100
40570042_41570024.01,05577,A 100 BAB Stadtring,II,A,AUBA,R,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570042,41570024,245.29,20130115,0FAA4D1CD2B04217AC071A246FD0AE7D,A 100 BAB Stadtring,A100
39560049_40570042.01,05577,A 100 BAB Stadtring,II,A,AUBA,R,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,39560049,40570042,1116.32,20130130,8F07FC7109244214B2366AC65D4C6CF9,A 100 BAB Stadtring,A100
42540037_42540041.01,05611,Tunnel Siegessäule Westl.,V,F,TUN,B,Mitte,Tiergarten,-2,42540037,42540041,34.11,20100101,1B907D0918794C1392D1C48CC60F29E9,Tunnel Siegessäule Westl.,
42540041_42540040.01,05611,Tunnel Siegessäule Westl.,V,F,TUN,B,Mitte,Tiergarten,-2,42540041,42540040,37.94,20100101,28F9B141F3414879AEC6A99BA15355EF,Tunnel Siegessäule Westl.,
41570020_41570002.01,04119,Seestraße,II,G,AUBA,R,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,41570020,41570002,256.29,20130115,329463F0C73B40CFBC228C0BDECECB93,Seestraße,
40540012_40540013.02,00847,Cauerstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540012,40540013,189.3,20111124,96B4464D5C4348FCBF663DEED6CAC182,Cauerstraße,
42570013_42570021.01,06960,Eckernförder Platz,V,F,FUWE,B,Mitte,Wedding,0,42570013,42570021,144.03,20120424,273B5831D06D47809706E960BC160AA0,Eckernförder Platz,
42570021_42570020.01,06960,Eckernförder Platz,V,F,FUWE,B,Mitte,Wedding,0,42570021,42570020,176.75,20120424,64B29B021ACF43498C92E5CE2A8ED505,Eckernförder Platz,
42570020_42570014.01,06960,Eckernförder Platz,V,F,FUWE,B,Mitte,Wedding,0,42570020,42570014,101.72,20120424,90D2C9944E1B460BBE2EE4251AE22933,Eckernförder Platz,
42570018_42570019.01,06960,Eckernförder Platz,V,F,FUWE,B,Mitte,Wedding,0,42570018,42570019,92.34,20120424,1592C0DCA15C45D3AA2AC666B9C5F86A,Eckernförder Platz,
42570019_42570020.01,06960,Eckernförder Platz,V,F,FUWE,B,Mitte,Wedding,0,42570019,42570020,123.62,20120424,90E98756906F4FCB9D6254CC77983945,Eckernförder Platz,
42570021_42570018.01,06960,Eckernförder Platz,V,F,FUWE,B,Mitte,Wedding,0,42570021,42570018,50.33,20120424,88DAE92CE77F4FC2886ABB764A67BB20,Eckernförder Platz,
42570019_42570023.01,06960,Eckernförder Platz,V,F,FUWE,B,Mitte,Wedding,0,42570019,42570023,52,20120424,4E232BD4C66A4F3A92D785E565E1BCB1,Eckernförder Platz,
42570020_42570024.01,06960,Eckernförder Platz,V,F,FUWE,B,Mitte,Wedding,0,42570020,42570024,59.74,20120424,48A1453AAFDE483089C6FEBEF7B9E556,Eckernförder Platz,
41550033_41550029.01,01929,Helmholtzstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550033,41550029,255.9398,20120606,4252211D96C746A095A6530FFBF80597,Helmholtzstraße,
41540028_42540039.01,05410,Straße des 17. Juni,I,B,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540028,42540039,277.6649,20120606,97E49055481B4B07882A6510C3EA78E2,Straße des 17. Juni,B2/B5
41540016_41550047.01,09234,Margarete-Kühn-Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540016,41550047,74.22,20120606,9D9749B895DB4DC58E4034B77F66D102,Margarete-Kühn-Straße,
42550051_42550031.01,08114,Essener Park,V,F,PARK,B,Mitte,Moabit,0,42550051,42550031,59.5834,20120718,264B84A70BFA43C0AA588CD72F061AD0,Essener Park,
42550031_42550050.01,08114,Essener Park,V,F,PARK,B,Mitte,Moabit,0,42550031,42550050,51.366,20120718,C5645DB196624B7682BE8B03DC3B2366,Essener Park,
42550050_42550051.01,08114,Essener Park,V,F,PARK,B,Mitte,Moabit,0,42550050,42550051,63.7692,20120718,690C5E9C88094E81AAFA6173193FA876,Essener Park,
42550029_42550052.01,08115,Kleiner Tiergarten,V,F,PARK,B,Mitte,Moabit,0,42550029,42550052,46.473,20120718,B29FF2F3CF444966A942083EDCB432F5,Kleiner Tiergarten,
42550052_42550028.01,08115,Kleiner Tiergarten,V,F,PARK,B,Mitte,Moabit,0,42550052,42550028,132.1407,20120718,2BC5989E416D422BB85343F12D6DF970,Kleiner Tiergarten,
42560001_42560003.02,00574,Birkenstraße,IV,G,STRA,B,Mitte,Moabit,0,42560001,42560003,91.62,20120724,E313F3BD8CCC4534A4A57FBD73F6F62D,Birkenstraße,
42560003_42560024.02,04869,Wilhelmshavener Straße,V,G,STRA,B,Mitte,Moabit,0,42560003,42560024,211.36,20120724,4D11B49641F6401A9CB6D5FC339FC5BB,Wilhelmshavener Straße,
41540004_41540006.02,01102,Einsteinufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540004,41540006,186.09,20120919,362E68687BCD4926BBCACAD2DA2D8982,Einsteinufer,
40550015_41540004.02,01102,Einsteinufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550015,41540004,270.42,20120919,88402639B20945389581254B5783A11B,Einsteinufer,
41540003_41540004.02,00005,Abbestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540003,41540004,130.28,20120919,9965EB7D947B46BBB727384D545081B3,Abbestraße,
40540005_40540024.02,02955,Marie-Elisabeth-Lüders-Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540005,40540024,198.73,20120919,206734C8C8344D7692D3B705B4B4F2B3,Marie-Elisabeth-Lüders-Straße,
41540006_41540007.02,01102,Einsteinufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540006,41540007,596.21,20120919,5211642BC01549F982432ABF3261446D,Einsteinufer,
41540027_41540008.02,03875,Salzufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540027,41540008,252.39,20120919,AD8F04391FE74929B20B93F17C5CB137,Salzufer,
41540013_41540025.02,03875,Salzufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540013,41540025,136.28,20120919,162503FF841244E18CAC941EC1559151,Salzufer,
41540025_41540016.02,09234,Margarete-Kühn-Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540025,41540016,159.46,20120919,ADFB2DD874A240AEBF319441FF79AAA6,Margarete-Kühn-Straße,
41540025_41540026.02,03875,Salzufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540025,41540026,72.11,20120919,11CD477644E54AB9A85B275E9F68A5EE,Salzufer,
41540026_41540017.02,09240,Otto-Dibelius-Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540026,41540017,132.88,20120919,219C22672AA84081894BE7B07FF0FF50,Otto-Dibelius-Straße,
41540026_41540027.02,03875,Salzufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540026,41540027,98.31,20120919,189780A91BD14BA8901B67D9A3B0E62E,Salzufer,
41540027_41540018.02,08958,Hannah-Karminski-Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540027,41540018,165.07,20120919,189CA24BF7C04DD59EFFE3147627916E,Hannah-Karminski-Straße,
41550028_41540016.02,01758,Gutenbergstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550028,41540016,138.49,20120919,9F8E59E4006841D7828DD5426F60D383,Gutenbergstraße,
41540017_41540018.02,01758,Gutenbergstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540017,41540018,97.64,20120919,79FE19E01B194C799DB7AC6B96FCF044,Gutenbergstraße,
41540018_41540009.02,01758,Gutenbergstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540018,41540009,216.06,20120919,03E9E2F74E254F43BAA7BCD5AF0FF828,Gutenbergstraße,
41540009_41540010.02,01168,Englische Straße,V,N,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540009,41540010,81.74,20120919,A3731A1855EA4CB39FBC5DA7D7F09D3C,Englische Straße,
41540008_41540009.02,01168,Englische Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540008,41540009,231.03,20120919,3CA150C88BDA4B2CB9BC643E0308EBFF,Englische Straße,
41540009_41540029.02,04749,Wegelystraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540009,41540029,162.97,20120919,71222A55356646D5BC20EF6333D7B79C,Wegelystraße,
41540029_42540038.02,04749,Wegelystraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540029,42540038,157.07,20120919,98F3F4A1A4D64D979124640333E27393,Wegelystraße,
40560012_40560004.02,03216,Neues Ufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40560012,40560004,183.17,20120919,65518D7316684856ACF10DF43592200F,Neues Ufer,
42540019_42540018.01,05410,Straße des 17. Juni,I,B,STRA,B,Mitte,Tiergarten,0,42540019,42540018,761.3349,20130115,4559B77E1E934EAD80C9717595E75997,Straße des 17. Juni,B2/B5
42540041_43540066.03,05611,Tunnel Siegessäule Westl.,V,F,TUN,B,Mitte,Tiergarten,-2,42540041,43540066,84.97,20130115,B6831E1D39AB41C48F510FE97AD2340A,Tunnel Siegessäule Westl.,
42550029_42550028.03,04569,Turmstraße,III,G,STRA,B,Mitte,Moabit,0,42550029,42550028,123.26,20130115,855AB88FE6584FE18A7AFC64E430C608,Turmstraße,
41570002_41570018.02,04119,Seestraße,II,G,AUBA,R,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,41570002,41570018,244.47,20130115,2E97640155D5480BA329F50C418E8EE5,Seestraße,
41570024_41570020.02,99055,100 AS Beusselstr AS Seestr Ausf n Beusselstr,II,A,AUBA,R,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,41570024,41570020,268.57,20131204,EE763BEFABAE4A6F82BB9F77EBC3B8F6,100 AS Beusselstr AS Seestr Ausf n Beusselstr,
41570024_41570002.02,99053,100 AS Beusselstr AS Seestr Hauptfahrbahn >O,II,A,AUBA,R,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,41570024,41570002,518.59,20131204,D78026BF7C22454F9D3826CF4A3FF7D9,100 AS Beusselstr AS Seestr Hauptfahrbahn >O,A100
40550009_40550008.02,00094,Alt-Lietzow,V,G,STRA,R,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550009,40550008,86.2,20130806,192DCA5057B145DCA74A74B62065FF27,Alt-Lietzow,
40550008_40540003.02,00094,Alt-Lietzow,V,G,STRA,R,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550008,40540003,48.62,20130806,97CA05EF357346078454812231A8634B,Alt-Lietzow,
40540003_40540002.02,00094,Alt-Lietzow,V,G,STRA,R,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540003,40540002,121.64,20130806,2A824A329C66447585159702B36E0FF6,Alt-Lietzow,
40550006_40550008.02,00094,Alt-Lietzow,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550006,40550008,194.44,20130806,7C0B7D280C994972975430ADA711A75E,Alt-Lietzow,
40550010_40550009.02,00094,Alt-Lietzow,V,G,STRA,R,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550010,40550009,124.57,20130806,D77547531F834442AB5673688B14CCE6,Alt-Lietzow,
40540002_40550010.02,00094,Alt-Lietzow,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540002,40550010,67.25,20130806,001092ED707A4A99BA0619E71C5E9ECB,Alt-Lietzow,
40550009_40550050.01,02877,Lüdtgeweg,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550009,40550050,99.9719,20130806,C48DE0BA908F4959AAF9FD7670BC3D1D,Lüdtgeweg,
40550050_40550035.01,02877,Lüdtgeweg,V,X,FUWE,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550050,40550035,107.54,20130806,6408F6C21BF24AB9A7C9B830F1AB3C12,Lüdtgeweg,
40540021_40540003.02,04719,Warburgzeile,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540021,40540003,199.91,20130806,6900AED9858E42D083FD2A6F9E367665,Warburgzeile,
40540002_40540023.02,02852,Loschmidtstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540002,40540023,294.6,20130806,B63AD4E79A5D421CAFB4477CD1D39BB3,Loschmidtstraße,
40550010_40540015.02,01741,Guerickestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550010,40540015,114.34,20130806,537305AC62674A47BAD76BF01A8D5855,Guerickestraße,
40550007_40550006.02,00094,Alt-Lietzow,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550007,40550006,116.82,20130806,F8BE0AD7EDE94366B62ED9C067C3E3CE,Alt-Lietzow,
40550014_40550007.02,04905,Wintersteinstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550014,40550007,122.67,20130806,8CFA8DBE87E1462486B1CC6F4CA435ED,Wintersteinstraße,
40550007_40540025.02,04905,Wintersteinstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550007,40540025,76.9,20130806,2E7166D33F184FA399A7AD2314B3A067,Wintersteinstraße,
40550006_40550013.02,00329,Arcostraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550006,40550013,194.35,20130806,9ECCF29583844897B4ACAE6500438641,Arcostraße,
40550013_40550035.02,05307,Iburger Ufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550013,40550035,244.32,20130806,A0C9D206C6DD43189C407C11DA4CE189,Iburger Ufer,
40550035_40550049.02,07418,Siemenssteg,V,F,FUBR,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550035,40550049,103.53,20130806,607E20F9CD9647B1AB5779D7D2F73293,Siemenssteg,
40550035_40550042.02,05307,Iburger Ufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550035,40550042,161.75,20130806,50026EB85EB34EE4BEC3FA274C69BAA6,Iburger Ufer,
40540015_40540013.02,01741,Guerickestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540015,40540013,156.96,20130806,78840C6847F14362990350B943C661A8,Guerickestraße,
40540015_40550015.02,01468,Galvanistraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540015,40550015,331.77,20130806,03A07E182A3B44E78D6EBDE14756317F,Galvanistraße,
40550011_40550049.01,00252,Am Spreebord,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550011,40550049,399.3281,20130806,71360D851D8A4C3BA81A70D4FC74CCF2,Am Spreebord,
40550049_40550018.01,00252,Am Spreebord,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550049,40550018,178.4777,20130806,3561D52CD6E841509817F2ADE94D96EB,Am Spreebord,
40550017_40550018.02,00926,Darwinstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550017,40550018,250.9,20130806,0060D8B543514D39AD58F80614FAB3E2,Darwinstraße,
40550042_40550018.02,07386,Röntgenbrücke,V,G,BRUE,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550042,40550018,126.94,20130806,62C79CBA3B7F4DB0AB19B17C5B8F7CE0,Röntgenbrücke,
40550017_40550022.02,03571,Quedlinburger Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550017,40550022,83.61,20130806,F90941C15FDC435B8625753CD720FA22,Quedlinburger Straße,
40550034_40550017.02,03571,Quedlinburger Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550034,40550017,74.58,20130806,8C9318424D654779AA3D6486458D2232,Quedlinburger Straße,
40550022_40550023.02,01632,Goslarer Ufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550022,40550023,233.56,20130806,83CF2A3A20274AD28DE57A15FE8EDCEC,Goslarer Ufer,
40550021_40550022.02,01632,Goslarer Ufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550021,40550022,159.21,20130806,AFE844CC1BC84C5E9133B9BD466E9DEF,Goslarer Ufer,
40550034_40550033.02,02439,Klaustaler Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550034,40550033,153.92,20130806,5ADAD8600BC54CB39B14B5F28986D649,Klaustaler Straße,
40550041_40550034.02,03571,Quedlinburger Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550041,40550034,118.86,20130806,35B7F76A9531455DA815D31A91622D4F,Quedlinburger Straße,
40550027_40550038.02,03266,Nordhauser Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550027,40550038,127.97,20130806,837EC299ED284244A24AE8EA2BC2A031,Nordhauser Straße,
40550038_40550033.02,03266,Nordhauser Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550038,40550033,118.13,20130806,2F19315252FA4C4498E34D255FEC15BD,Nordhauser Straße,
40550033_40550021.02,06984,Goslarer Platz,V,G,PLAT,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550033,40550021,115.7,20130806,B8DAD662967945348A3747FA81C01990,Goslarer Platz,
40550031_40550033.02,06984,Goslarer Platz,V,G,PLAT,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550031,40550033,133.14,20130806,313CBBDC59C54585A787B137395AA63C,Goslarer Platz,
40550020_40550021.02,01632,Goslarer Ufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550020,40550021,137.51,20130806,B04B40709E9A45269D79CCD767779270,Goslarer Ufer,
40550038_40550030.02,04803,Wernigeroder Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550038,40550030,131.09,20130806,3B613AD0A6C2450E8C06CC9393CF7E9A,Wernigeroder Straße,
40550025_40550038.02,04803,Wernigeroder Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550025,40550038,75.57,20130806,4D4536319D0C47B4BB07C0916762480F,Wernigeroder Straße,
40550027_40550028.02,02143,Ilsenburger Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550027,40550028,126.45,20130806,57EC6B20C7B94C1D8593F169C65888E9,Ilsenburger Straße,
40550024_40550027.02,02143,Ilsenburger Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550024,40550027,76.14,20130806,F4E383276DD54CBA9BBD45F86BD596BA,Ilsenburger Straße,
40550037_40550027.02,03266,Nordhauser Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550037,40550027,125.15,20130806,0B50110D7200409985A715AF7C47A758,Nordhauser Straße,
40550036_40550037.02,03266,Nordhauser Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550036,40550037,132.33,20130806,189CD8D502F44FD1B57544E69D818307,Nordhauser Straße,
40550040_40550037.02,04540,Treseburger Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550040,40550037,154.43,20130806,5C4AAB5257C34D79AE34AD761EED2BC2,Treseburger Straße,
40550029_40550036.02,04202,Sömmeringstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550029,40550036,118.3,20130806,EB7E2F597A1E4A0588C980D51A7C56E9,Sömmeringstraße,
40540032_40540023.02,05016,Zillestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540032,40540023,199.9,20130806,F1C5244F2AB44FC18935D5A4DDDEC441,Zillestraße,
40540020_40540032.02,05016,Zillestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540020,40540032,174.1,20130806,F46D3D5D4BA24E28A2ACA4522203E83E,Zillestraße,
40540020_40540021.02,02609,Krumme Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540020,40540021,304.77,20130806,CC565B584F1540D8BE5B423CD467893D,Krumme Straße,
39550006_40550014.02,00707,Brauhofstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,39550006,40550014,139.91,20130806,85B0482FA5EC4510AECC3ACEBF5AB70A,Brauhofstraße,
41550044_41550035.02,06046,Carnotstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550044,41550035,139.73,20130806,D60933EEE32C4E31858F2F2599EB6FE1,Carnotstraße,
39550009_40550016.02,00857,Charlottenburger Ufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,39550009,40550016,309.15,20130806,656B46D5CFEF4AEFAD05B7B0FF07C2FF,Charlottenburger Ufer,
40550016_40550011.02,07233,Caprivibrücke,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550016,40550011,99.42,20130806,9659280C997F4AA38BE8C2399381E325,Caprivibrücke,
40550016_40550014.02,04905,Wintersteinstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550016,40550014,118.36,20130806,BE0CFF2E6F364A16A96678A0159807AB,Wintersteinstraße,
41550030_41550031.02,01804,Hallerstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550030,41550031,171.43,20130806,8EF37DA8D07649E1B27E4CBAB8C6CAEE,Hallerstraße,
40550024_40550025.02,01838,Harlingeroder Weg,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550024,40550025,123.85,20130806,55B84C6300474810884824782D543F9D,Harlingeroder Weg,
40550026_40550024.02,02143,Ilsenburger Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550026,40550024,74.12,20130806,32D05DED1C934D1AB5A959A3DDA69A22,Ilsenburger Straße,
40550026_40550041.02,03571,Quedlinburger Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550026,40550041,122.42,20130806,960F91BD534746E08EDA684C2BB7846F,Quedlinburger Straße,
40550040_40550026.02,03571,Quedlinburger Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550040,40550026,128.76,20130806,E1BE119A178A4C3FAEF1A52EDD5A4D1A,Quedlinburger Straße,
40550041_40550025.02,04803,Wernigeroder Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550041,40550025,74.47,20130806,FBE39EB2596C4464ADF22EF418BBFBE0,Wernigeroder Straße,
40540014_40540016.02,02531,Kohlrauschstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540014,40540016,185.22,20130806,75AE2AFFB7DE430F8F29B491368CCC21,Kohlrauschstraße,
41550042_41550037.02,05703,Kucharskistraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550042,41550037,115.9,20130806,AE940CE93F0F45EB8A784B58E38A5948,Kucharskistraße,
