ELEM_NR,STRSCHL,STR_NAME,STRKLASSE1,STRKLASSE,STRKLASSE2,VRICHT,BEZIRK,STADTTEIL,EBENE,VON_VP,BIS_VP,LAENGE,GILT_VON,OKSTRA_ID,alias,STR_BEZ
40540001_41540003.01,00005,Abbestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540001,41540003,182.45,20100101,275EE05309AF45DCA49E046BBA0CBBCC,Abbestraße,
41550003_41550004.01,00099,Alt-Moabit,II,G,STRA,B,Mitte,Moabit,0,41550003,41550004,167.7,20100101,468D67F6932C499AB1D911F6A40A2C18,Alt-Moabit,
41550004_41550005.01,00099,Alt-Moabit,II,G,STRA,B,Mitte,Moabit,0,41550004,41550005,155.53,20100101,FAD95902F9B640BB8CBFF0D04C309EE7,Alt-Moabit,
41550005_41550006.01,00099,Alt-Moabit,II,G,STRA,B,Mitte,Moabit,0,41550005,41550006,153.94,20100101,A5C9A71200AF43F891C60F1E97AE346A,Alt-Moabit,
41550006_42550003.01,00099,Alt-Moabit,II,G,STRA,B,Mitte,Moabit,0,41550006,42550003,52.61,20100101,EE1D6C4DED974B71A7176EEF7414E201,Alt-Moabit,
42550003_42550004.01,00099,Alt-Moabit,II,G,STRA,B,Mitte,Moabit,0,42550003,42550004,102.56,20100101,2F6655452F244B43B12DAA183729AEF0,Alt-Moabit,
42550004_42550005.01,00099,Alt-Moabit,II,G,STRA,B,Mitte,Moabit,0,42550004,42550005,105.48,20100101,0F0134AC983446AC9B3BD782CC5012A5,Alt-Moabit,
42550005_42550006.01,00099,Alt-Moabit,II,G,STRA,B,Mitte,Moabit,0,42550005,42550006,114.45,20100101,BAE3BE1B6D734F5F9D7093B0715F7170,Alt-Moabit,
42550006_42550007.01,00099,Alt-Moabit,II,G,STRA,B,Mitte,Moabit,0,42550006,42550007,247.72,20100101,B535FE15EBC74B2DA1054BF0D153FA28,Alt-Moabit,
42550007_43550001.01,00099,Alt-Moabit,II,G,STRA,B,Mitte,Moabit,0,42550007,43550001,464.61,20100101,E1FA45CDAB354EF4AF06A8BF469EBE81,Alt-Moabit,
43550001_43550002.01,00099,Alt-Moabit,II,G,STRA,B,Mitte,Moabit,0,43550001,43550002,97.03,20100101,631AED78CF884B98A1E3C190DCA91B0C,Alt-Moabit,
42550038_42550037.01,00100,Altonaer Straße,II,G,STRA,B,Mitte,Hansaviertel,0,42550038,42550037,109.9,20100101,73E61421CAA8426DA492385A115CAF5F,Altonaer Straße,
42550037_42540002.01,00100,Altonaer Straße,II,G,STRA,B,Mitte,Hansaviertel,0,42550037,42540002,183.49,20100101,230E0147AFBE444C88559B149CAD82E8,Altonaer Straße,
42540002_42540016.01,00100,Altonaer Straße,II,G,STRA,B,Mitte,Tiergarten,0,42540002,42540016,593.85,20100101,CB3389447425425AAF79E2BECEA5D1CC,Altonaer Straße,
42570002_42570001.01,00295,An der Putlitzbrücke,II,G,STRA,B,Mitte,Moabit,0,42570002,42570001,145.8,20100101,7B0C034F79BC4EBB86A1297B21DF13A1,An der Putlitzbrücke,
42570001_42570003.01,00295,An der Putlitzbrücke,II,G,STRA,B,Mitte,Moabit,0,42570001,42570003,35.39,20100101,831343920A734944B9614A82FCD28036,An der Putlitzbrücke,
42540038_42540003.01,00380,Bachstraße,II,G,STRA,B,Mitte,Hansaviertel,0,42540038,42540003,66.94,20100101,65C36A921EF446D984D314B38410FDCB,Bachstraße,
42540039_42540038.01,00380,Bachstraße,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,42540039,42540038,82.54,20100101,65632A480F7B475DA2E5DA672A26FBCF,Bachstraße,
42540003_42540004.01,00380,Bachstraße,II,G,STRA,B,Mitte,Hansaviertel,0,42540003,42540004,157.81,20100101,0F7B312E74B74095B7B9E0B4198C3E7C,Bachstraße,
42540004_42540005.01,00380,Bachstraße,II,G,STRA,B,Mitte,Hansaviertel,0,42540004,42540005,200.68,20100101,A9CD098B2D8C4BECBDEF9302B0F4546C,Bachstraße,
42540005_42550037.01,00380,Bachstraße,II,G,STRA,B,Mitte,Hansaviertel,0,42540005,42550037,154.69,20100101,7A106579644D42AEA010AADA9F18BE35,Bachstraße,
42540002_42550039.01,00427,Bartningallee,IV,G,STRA,B,Mitte,Hansaviertel,0,42540002,42550039,194.45,20100101,35D51C519C1A433DA1E3780AD58FDDF7,Bartningallee,
42550039_42550040.01,00427,Bartningallee,IV,G,STRA,B,Mitte,Hansaviertel,0,42550039,42550040,128.98,20100101,60B39F3F32624ECA95DC213B8ABA771F,Bartningallee,
42550040_42550041.01,00427,Bartningallee,IV,G,STRA,B,Mitte,Hansaviertel,0,42550040,42550041,145.44,20100101,5E1E1556CF5C4014A034970DC9C1D565,Bartningallee,
42550041_42550042.01,00427,Bartningallee,IV,G,STRA,B,Mitte,Hansaviertel,0,42550041,42550042,128,20100101,854984D48D0545969BDD469C283DFA46,Bartningallee,
39540002_40540006.01,00467,Behaimstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,39540002,40540006,138.73,20100101,9BD91056BF2A4648AA34082F1FB5D20E,Behaimstraße,
41550007_41550003.01,00543,Beusselstraße,II,G,STRA,B,Mitte,Moabit,0,41550007,41550003,159.44,20100101,FB87059D7A544DF2B647D90853DA9184,Beusselstraße,
41550008_41550007.01,00543,Beusselstraße,II,G,STRA,B,Mitte,Moabit,0,41550008,41550007,20.66,20100101,7794578925BE443DAA60691BCC70ED96,Beusselstraße,
41560004_41550008.01,00543,Beusselstraße,II,G,STRA,B,Mitte,Moabit,0,41560004,41550008,167,20100101,BC912FBA1E3F4BE6A59ED6A9E63868DC,Beusselstraße,
41560005_41560004.01,00543,Beusselstraße,II,G,STRA,B,Mitte,Moabit,0,41560005,41560004,417.3,20100101,3BEF14A5790741E0971BB0ED9EFC7FC9,Beusselstraße,
41560006_41560005.01,00543,Beusselstraße,II,G,STRA,B,Mitte,Moabit,0,41560006,41560005,202.28,20100101,EE09237286D94F07A3BB0F6EFF1AAF6B,Beusselstraße,
41560007_41560006.01,00543,Beusselstraße,II,G,STRA,B,Mitte,Moabit,0,41560007,41560006,92.32,20100101,256D78479326463F8C52352D69B00279,Beusselstraße,
41560009_41560008.01,00543,Beusselstraße,II,G,STRA,B,Mitte,Moabit,0,41560009,41560008,70.98,20100101,837698524697410ABC444A7284DC9EE9,Beusselstraße,
41570001_41560009.01,00543,Beusselstraße,II,G,STRA,B,Mitte,Moabit,0,41570001,41560009,220.33,20100101,6AAE4C452E5E4408BCDE03490EAB70F1,Beusselstraße,
40540011_40540012.01,00847,Cauerstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540011,40540012,201.35,20100101,53AC333F48134564AFA5B49176CC6B0E,Cauerstraße,
40540013_40550015.01,00847,Cauerstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540013,40550015,171.7,20100101,A4BCA9CB62B041CAB1A871C7B1EF1DDC,Cauerstraße,
42540006_42540005.01,00896,Cuxhavener Straße,V,G,STRA,B,Mitte,Hansaviertel,0,42540006,42540005,39.24,20100101,04CCAEC27FB042329D276214CE6CF2F3,Cuxhavener Straße,
40550019_41550027.01,01009,Dovestraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550019,41550027,164.4,20100101,6768B8BB26114946BCF5862C3653EA4B,Dovestraße,
41540013_41550028.01,01351,Franklinstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540013,41550028,139.01,20100101,CB4E21FFD4834E62BB8CF8A1AE9400AA,Franklinstraße,
41550028_41550029.01,01351,Franklinstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550028,41550029,450.68,20100101,D304D160123A4BA6A5103B860B25C2CF,Franklinstraße,
40540012_40540014.01,01361,Fraunhoferstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540012,40540014,127.34,20100101,4EDBD6D1CF884879A34ECE66F51D62EB,Fraunhoferstraße,
40540014_40540001.01,01361,Fraunhoferstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540014,40540001,130.24,20100101,5566E67B88AC4E78A07539FF0D8077C0,Fraunhoferstraße,
40540001_41540014.01,01361,Fraunhoferstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540001,41540014,193.17,20100101,AE6DEE53B75046839F771DB4B41EBC7C,Fraunhoferstraße,
42570003_43570001.01,01393,Friedrich-Krause-Ufer,II,G,STRA,B,Mitte,Moabit,0,42570003,43570001,574.71,20100101,13833B187F5B4BBC81F02D43292E3CBA,Friedrich-Krause-Ufer,
40570003_40570004.01,01449,Friedrich-Olbricht-Damm,IV,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570003,40570004,296.17,20100101,1676EFBA78684A3CAC6812DC8DC7E666,Friedrich-Olbricht-Damm,
40570004_41570014.01,01449,Friedrich-Olbricht-Damm,IV,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40570004,41570014,548.11,20100101,BE58028C77CB41188F3F79A5F12B1569,Friedrich-Olbricht-Damm,
40560008_40560007.01,01484,Gaußstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40560008,40560007,475.43,20100101,9D1AB05B799E4E708FC10F650522CA8F,Gaußstraße,
40560014_40560015.01,01573,Am Bahnhof Jungfernheide,V,N,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,40560014,40560015,458.08,20120921,F36609C8B5164B14A25855CA6BDFFF43,Am Bahnhof Jungfernheide,
40560009_40560007.01,01632,Goslarer Ufer,V,X,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40560009,40560007,191.27,20120921,C6F61CB0F3F94EA1B36CCFFDEBAE3BFD,Goslarer Ufer,
40560007_40550020.01,01632,Goslarer Ufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40560007,40550020,489.16,20100101,2D08BE58D19E40FC8CD7C1B5E189CB44,Goslarer Ufer,
41550012_41550011.01,01646,Gotzkowskystraße,III,G,STRA,B,Mitte,Moabit,0,41550012,41550011,18.78,20100101,DE4AC4CE9368402AA300D73BF0F13F33,Gotzkowskystraße,
41550011_41550004.01,01646,Gotzkowskystraße,III,G,STRA,B,Mitte,Moabit,0,41550011,41550004,98.27,20100101,5DA333A86EF74507AAEE0BDEF998ADBF,Gotzkowskystraße,
41550004_41550013.01,01646,Gotzkowskystraße,III,G,STRA,B,Mitte,Moabit,0,41550004,41550013,208.38,20100101,8B25EFC503604AC483E8138DC4E22134,Gotzkowskystraße,
41550013_41550014.01,01646,Gotzkowskystraße,III,G,STRA,B,Mitte,Moabit,0,41550013,41550014,174.08,20100101,805E5CC301544FEA8ED04853F146774F,Gotzkowskystraße,
43540009_42540016.01,01715,Großer Stern,I,B,STRA,R,Mitte,Tiergarten,0,43540009,42540016,113.81,20100101,B68FD446D12A42B182B16951918EFBA9,Großer Stern,B2/B5
42540016_42540018.01,01715,Großer Stern,I,B,STRA,R,Mitte,Tiergarten,0,42540016,42540018,49.69,20100101,F278F710CEAE45EEA3703958E49A3081,Großer Stern,B2/B5
42540018_43540010.01,01715,Großer Stern,I,B,STRA,R,Mitte,Tiergarten,0,42540018,43540010,110.08,20100101,143DF8846CDE48F595021384485E199C,Großer Stern,B2/B5
43540010_43540007.01,01715,Großer Stern,I,B,STRA,R,Mitte,Tiergarten,0,43540010,43540007,61.59,20100101,411177F4A8C64FCA90602C41C94F6BFD,Großer Stern,B2/B5
42540019_43540011.01,01717,Großer Weg,V,F,FUWE,B,Mitte,Tiergarten,0,42540019,43540011,1094.55,20100101,83330FB58EAE4533B85594A29A78931D,Großer Weg,
40540013_40540016.01,01741,Guerickestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540013,40540016,139.69,20100101,05A883CE54B54EF3A1F48C7196AC7AFE,Guerickestraße,
40540016_41540003.01,01741,Guerickestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540016,41540003,129.03,20100101,F5D1F167EB5F483B9299048C94997A4E,Guerickestraße,
41540003_41540015.01,01741,Guerickestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540003,41540015,183.33,20100101,BC2375BD21D9416D9ADB16D435F0AF84,Guerickestraße,
41540016_41540017.01,01758,Gutenbergstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540016,41540017,95.81,20100101,06D94BE463E04E388615D2BBBDE082BC,Gutenbergstraße,
39540025_40540017.01,01860,Haubachstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,39540025,40540017,141.57,20100101,4B0A1342761C46879827510E65AAAFC0,Haubachstraße,
41550027_41550032.01,01929,Helmholtzstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550027,41550032,86.34,20100101,C2E73C043EF54911B79B33F30F53D3DE,Helmholtzstraße,
41550032_41550033.01,01929,Helmholtzstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550032,41550033,180.39,20100101,B709BAF80B7741E783D9CE2F083F415A,Helmholtzstraße,
43540010_43540011.01,02042,Hofjägerallee,II,G,STRA,B,Mitte,Tiergarten,0,43540010,43540011,402,20100101,87962A2E0A3A47ED80A98F7424ECF43E,Hofjägerallee,
40560001_40560002.01,02129,Huttenstraße,III,G,STRA,B,Mitte,Moabit,0,40560001,40560002,187.47,20100101,A934A18887994D38BC0A021A28E94161,Huttenstraße,
40560002_40560003.01,02129,Huttenstraße,III,G,STRA,B,Mitte,Moabit,0,40560002,40560003,168.48,20100101,C5202089A5AA48ADBE48CF9D0E8148E5,Huttenstraße,
40560003_41560002.01,02129,Huttenstraße,III,G,STRA,B,Mitte,Moabit,0,40560003,41560002,371.68,20100101,80653004E0964571AD48E9BC988B61A7,Huttenstraße,
41560002_41560011.01,02129,Huttenstraße,III,G,STRA,B,Mitte,Moabit,0,41560002,41560011,132.8,20100101,9B0D94EAE8084B01805D1F38DA3E7059,Huttenstraße,
41560011_41560004.01,02129,Huttenstraße,III,G,STRA,B,Mitte,Moabit,0,41560011,41560004,132.6,20100101,21DF509E64F549CAA01E2D2B3E6CC95E,Huttenstraße,
40550028_40560010.01,02143,Ilsenburger Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550028,40560010,175.26,20100101,92C657F51B434368AEFD1E2AE70ACFBF,Ilsenburger Straße,
42540010_42540011.01,02260,Joseph-Haydn-Straße,V,G,STRA,B,Mitte,Hansaviertel,0,42540010,42540011,58.7,20100101,2657886DB5B4434382C4AE9FA545FBC8,Joseph-Haydn-Straße,
40550029_40550028.01,02289,Kaiserin-Augusta-Allee,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550029,40550028,254.4,20100101,808EFBFDDC1A43DF8F1DCE85CF2C6FD7,Kaiserin-Augusta-Allee,
40550028_40550030.01,02289,Kaiserin-Augusta-Allee,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550028,40550030,133.63,20100101,4DB2F506D0E94641AC766F4FB0C531FD,Kaiserin-Augusta-Allee,
40550030_40550031.01,02289,Kaiserin-Augusta-Allee,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550030,40550031,116.23,20100101,B826767C19C647F8A121ACBE24143BDF,Kaiserin-Augusta-Allee,
40550032_40550020.01,02289,Kaiserin-Augusta-Allee,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550032,40550020,66.2,20100101,62EE876DD4264352894B0EC2520C9283,Kaiserin-Augusta-Allee,
40550031_40550032.01,02289,Kaiserin-Augusta-Allee,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550031,40550032,15.3,20100101,FCEF909DC22F4F1DAAC93D26405E70C3,Kaiserin-Augusta-Allee,
40550001_40550002.01,02289,Kaiserin-Augusta-Allee,II,G,STRA,B,Mitte,Moabit,0,40550001,40550002,154.72,20100101,11B4EE86BAE844008F0C3F04DFBF3A7D,Kaiserin-Augusta-Allee,
40550002_41550018.01,02289,Kaiserin-Augusta-Allee,II,G,STRA,B,Mitte,Moabit,0,40550002,41550018,385.75,20100101,115E12DEA5F647729ABCA94826C2872D,Kaiserin-Augusta-Allee,
41550018_41550003.01,02289,Kaiserin-Augusta-Allee,II,G,STRA,B,Mitte,Moabit,0,41550018,41550003,270.1,20100101,62848F93AD4F402ABE0559909EC27340,Kaiserin-Augusta-Allee,
42550023_43550001.01,02415,Kirchstraße,IV,G,STRA,B,Mitte,Moabit,0,42550023,43550001,290.36,20100101,6CCC8A9D1EDC4B3F8B0C72FB484DDAD1,Kirchstraße,
42540019_42540011.01,02469,Klopstockstraße,IV,G,STRA,B,Mitte,Hansaviertel,0,42540019,42540011,96.75,20100101,20E8B6C1080C456E8E9BD7E2534D2B3C,Klopstockstraße,
42540011_42540008.01,02469,Klopstockstraße,IV,G,STRA,B,Mitte,Hansaviertel,0,42540011,42540008,141.08,20100101,64B886496C544C709063FD43C1310702,Klopstockstraße,
42540008_42540009.02,02469,Klopstockstraße,IV,G,STRA,B,Mitte,Hansaviertel,0,42540008,42540009,188.18,20100101,E126A78D9E664D21BE1B4790D68FE488,Klopstockstraße,
42540009_42540002.01,02469,Klopstockstraße,IV,G,STRA,B,Mitte,Hansaviertel,0,42540009,42540002,147.33,20100101,1AE999157CD0444F8A5743D1377D9073,Klopstockstraße,
40540008_40540020.01,02609,Krumme Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540008,40540020,197.41,20100101,190270E15CA342FB8A1E8724CE1B8B55,Krumme Straße,
40540010_40540011.01,02732,Leibnizstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540010,40540011,286.51,20100101,8EFFBB8506B54CDF9E9485E0E1982E5D,Leibnizstraße,
42550037_42550045.01,02757,Lessingstraße,II,G,STRA,B,Mitte,Hansaviertel,0,42550037,42550045,225.27,20100101,4C6FFDB2387C4B3BB9632B5BF2209DAE,Lessingstraße,
42550045_42550046.01,02757,Lessingstraße,II,G,STRA,B,Mitte,Hansaviertel,0,42550045,42550046,199.64,20100101,E1A699F032564767B4EF401FF7E9FD90,Lessingstraße,
41550011_41550019.01,02772,Levetzowstraße,II,G,STRA,B,Mitte,Moabit,0,41550011,41550019,42.26,20100101,CC8216FF53E7422AA993DEECB65BC79E,Levetzowstraße,
41550019_41550020.01,02772,Levetzowstraße,II,G,STRA,B,Mitte,Moabit,0,41550019,41550020,108.92,20100101,17338ABE9AF644038684C65320007036,Levetzowstraße,
41550020_41550017.01,02772,Levetzowstraße,II,G,STRA,B,Mitte,Moabit,0,41550020,41550017,177.9,20100101,ACB494D347524278A42D59A2B1A75C46,Levetzowstraße,
41550017_42550019.01,02772,Levetzowstraße,II,G,STRA,B,Mitte,Moabit,0,41550017,42550019,160.48,20100101,CEB6D74D7225456FACD7FAB90E19FBDF,Levetzowstraße,
42550019_42550015.01,02772,Levetzowstraße,II,G,STRA,B,Mitte,Moabit,0,42550019,42550015,152.68,20100101,DC152D79EDE440EAB65C5B9D4471454F,Levetzowstraße,
41540023_41540014.01,02944,Marchstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540023,41540014,154.43,20100101,7FFE7E260FF945818043A22B6689EED9,Marchstraße,
41540014_41540015.01,02944,Marchstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540014,41540015,175.08,20100101,742E2D2F7EE34138A45059F39545BE41,Marchstraße,
41540015_41540006.01,02944,Marchstraße,III,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41540015,41540006,125.8,20100101,18685651429E420196E7892B3E9216D8,Marchstraße,
39560034_40560016.01,02956,Max-Dohrn-Straße,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,39560034,40560016,707,20100101,86A5D2C18B86456F934DE131D81801AF,Max-Dohrn-Straße,
41550030_41550032.01,03128,Morsestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550030,41550032,103.82,20100101,B7D1DBF356244D1CBAB0C0392FE7F6AA,Morsestraße,
41550035_41550030.01,03128,Morsestraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550035,41550030,81.21,20100101,7B01A71E2D4B40BCBF8D747CF675EFA0,Morsestraße,
40560004_40560001.01,03216,Neues Ufer,III,G,STRA,B,Mitte,Moabit,0,40560004,40560001,81.9,20100101,950C82946D9C49A19C499BC3973DA3DE,Neues Ufer,
40560001_40550004.01,03216,Neues Ufer,IV,G,STRA,B,Mitte,Moabit,0,40560001,40550004,331.83,20100101,CB2CDE92D052446D923DCE2C75670790,Neues Ufer,
40550004_40550001.01,03216,Neues Ufer,IV,G,STRA,B,Mitte,Moabit,0,40550004,40550001,104.4,20100101,D852946A309A467FB3BF222862F9E00B,Neues Ufer,
42570014_42570012.01,03271,Nordufer,IV,G,STRA,B,Mitte,Wedding,0,42570014,42570012,355.05,20100101,B62E73C3487D4820BA01346785C30E61,Nordufer,
40560011_40560008.01,03312,Olbersstraße,IV,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40560011,40560008,97.18,20100101,67310F6CEA1E41569BBFC13B82E82F15,Olbersstraße,
39550012_40540025.01,03366,Otto-Suhr-Allee,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,39550012,40540025,160.04,20100101,9FDA827ABEA64E06B83475210288503D,Otto-Suhr-Allee,
40540025_40540021.01,03366,Otto-Suhr-Allee,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540025,40540021,301.37,20100101,1D58CC9C14C845F18B8FC40601160262,Otto-Suhr-Allee,
40540021_40540023.01,03366,Otto-Suhr-Allee,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540021,40540023,229.09,20100101,2EA476521B8646C69D8B59A91EAECCC7,Otto-Suhr-Allee,
40540023_40540011.01,03366,Otto-Suhr-Allee,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540023,40540011,130.54,20100101,CA7C54544CA342A6B095BB6FFB950E44,Otto-Suhr-Allee,
40540011_40540024.01,03366,Otto-Suhr-Allee,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540011,40540024,169.33,20100101,FC0419C9F849426AA4CF8733CBFFEC23,Otto-Suhr-Allee,
40540024_41540024.01,03366,Otto-Suhr-Allee,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540024,41540024,283.7,20100101,821F589C665F43A5A2B2743DDC4EF5A0,Otto-Suhr-Allee,
41550035_41550036.01,03403,Pascalstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550035,41550036,46.21,20100101,347181C1DFF14594B259032499D6033F,Pascalstraße,
41550036_41550037.01,03403,Pascalstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550036,41550037,43.42,20100101,443EA0D60FB442F8A6AE1916751A5609,Pascalstraße,
41550037_41550038.01,03403,Pascalstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550037,41550038,75.67,20100101,64C012166E1249F9B4B3E3564DCD7CBB,Pascalstraße,
41550038_41550039.01,03403,Pascalstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550038,41550039,45.58,20100101,F62D966838154B88AB0C5AAC2F3D479D,Pascalstraße,
41550039_41550031.01,03403,Pascalstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550039,41550031,60.11,20100101,FDBA7E291D5B4442BFF11DE85A97355B,Pascalstraße,
41550031_41550033.01,03403,Pascalstraße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,41550031,41550033,103.06,20100101,BF4DF39DE6784297B493413407108C0D,Pascalstraße,
42560022_42560018.01,03427,Perleberger Straße,III,G,STRA,B,Mitte,Moabit,0,42560022,42560018,183.45,20100101,5DF23F181063432EBFB001A76E5CD7BD,Perleberger Straße,
42560018_42560006.01,03427,Perleberger Straße,III,G,STRA,B,Mitte,Moabit,0,42560018,42560006,158.78,20100101,3C5B9C0B606843A7A0F4235EB91D72B5,Perleberger Straße,
42560006_43560014.01,03427,Perleberger Straße,III,G,STRA,B,Mitte,Moabit,0,42560006,43560014,189.68,20100101,90702C27B4D145529BDE4F20ADA61EB6,Perleberger Straße,
43560014_43560015.01,03427,Perleberger Straße,III,G,STRA,B,Mitte,Moabit,0,43560014,43560015,109.99,20100101,202AFB5C42DA4EA7B54260D7B9B0CF2F,Perleberger Straße,
40550039_40550040.01,03571,Quedlinburger Straße,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550039,40550040,127.34,20100101,6B408969B82F4748BA596DF350E11D79,Quedlinburger Straße,
42560011_42560024.01,03576,Quitzowstraße,IV,G,STRA,B,Mitte,Moabit,0,42560011,42560024,121.33,20141217,F32C94BBA39D4C9CA262008E35CF62C9,Quitzowstraße,
41550018_41550010.01,03675,Reuchlinstraße,V,G,STRA,B,Mitte,Moabit,0,41550018,41550010,145.04,20100101,3D3698DD780345BE9328AB405505AD88,Reuchlinstraße,
41550010_41560002.01,03675,Reuchlinstraße,V,G,STRA,B,Mitte,Moabit,0,41550010,41560002,126.98,20100101,9E8B5D019E624C12B89C53B0C255CF54,Reuchlinstraße,
40540025_40540006.01,03697,Richard-Wagner-Straße,IV,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540025,40540006,78.99,20100101,FE4EBAE799B7449491B9E54914C01389,Richard-Wagner-Straße,
40540006_40540017.01,03697,Richard-Wagner-Straße,IV,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540006,40540017,109.69,20100101,169527DC51E74C5E822D01FF92BD28C4,Richard-Wagner-Straße,
40540017_40540026.01,03697,Richard-Wagner-Straße,IV,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540017,40540026,103.65,20100101,B8650C89F0274849921845EAD6EA674B,Richard-Wagner-Straße,
40540026_40540027.01,03697,Richard-Wagner-Straße,IV,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540026,40540027,146.09,20100101,7F28E5FAD3AD42DFBA4D925734DA8A1B,Richard-Wagner-Straße,
40540027_40540007.01,03697,Richard-Wagner-Straße,IV,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40540027,40540007,208.26,20100101,15135C6A425C4CE78B0E3383116CAF63,Richard-Wagner-Straße,
41570017_41570016.01,03852,Saatwinkler Damm,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,41570017,41570016,389.91,20100101,88989C2E90AB42139F123D183D1D4472,Saatwinkler Damm,
41570016_41570014.01,03852,Saatwinkler Damm,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,41570016,41570014,96.84,20100101,FB7549D61A6F417794FC7DA5D6CEF033,Saatwinkler Damm,
41570014_41570018.01,03852,Saatwinkler Damm,II,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,0,41570014,41570018,52.65,20100101,9538FE7D4B694B42AF8EB8CA8AD40E2C,Saatwinkler Damm,
40550019_41540013.01,03875,Salzufer,V,G,STRA,B,Charlottenburg-Wilmersdorf,Charlottenburg,0,40550019,41540013,443.36,20100101,849A1CD4C6394E4BB171D23253563EAE,Salzufer,
